编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
8-B,图中	①处经历了先侵蚀后沉积过程,None,,2,6 8,,图 中 ①处 经历 了 先 侵蚀 后 沉积 过程,图 中 ①处 经历 了 先 侵蚀 后 沉积 过程,NN LC NN VV AS AD term AD term NN,,实体信息陈述_0（①处，经历了，先侵蚀后沉积过程）,实体信息陈述_0（①处，经历了，先侵蚀后沉积过程）,,,实体信息陈述,实体信息陈述,2,,图 中 ①处 经历 了 先 侵蚀 后 沉积 过程,图 中 ①处 经历 了 先 侵蚀 后 沉积 过程,NN LC VV VV AS AD term LC term NN,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN ①处))) (VP (VV 经历) (AS 了) (NP (IP (ADVP (AD 先)) (NP (NN 侵蚀)) (VP (ADVP (AD 后)) (VP (NP (NN 沉积))))) (NP (NN 过程))))) )
8-C,图中	②处底层由下到上是连续的,None,,2,,,图 中 ②处 底层 由 下 到 上 是 连续 的,图 中 ②处 底层 由 下 到 上 是 连续 的,NN LC NN NN P NN P NN VC JJ DEG,,实体信息陈述_0（②处，底层，由下到上是连续的）,实体信息陈述_0（②处，底层，由下到上是连续的）,,,实体信息陈述,实体信息陈述,2,,图 中 ②处 底层 由 下到 上 是 连续 的,图 中 ②处 底层 由 下到 上 是 连续 的,NN LC VV NN VV LC VV LC VC JJ DEG,( (IP (NP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN ②处))) (NP (NN 底层))) (VP (PP (PP (P 由) (NP (NN 下))) (PP (P 到) (NP (NN 上)))) (VP (VC 是) (DNP (ADJP (JJ 连续)) (DEG 的))))) )
8-D,图中	河流③处左岸侵蚀，右岸堆积,y,,3,5 8,,图 中 河流 ③处 左岸 侵蚀 ， 右岸 堆积,图 中 河流 ③处 左岸 侵蚀 ， 右岸 堆积,NN LC NN NN NN term PU NN term,,实体信息陈述_0（河流③处，左岸，侵蚀）实体信息陈述_1（河流③处，右岸，堆积）,实体信息陈述_0（河流③处，左岸，侵蚀）实体信息陈述_1（河流③处，右岸，堆积）,,,实体信息陈述 实体信息陈述,实体信息陈述 实体信息陈述,3,,图 中河 流 ③处 左岸 侵蚀 ， 右岸 堆积,图 中 河流 ③处 左岸 侵蚀 ， 右岸 堆积,NN LC NN NN NN term PU NN term,( (NP (NP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 河流))) (NP (NP (NN ③处) (NN 左岸)) (NP (NN 侵蚀)))) (PU ，) (NP (NN 右岸) (NN 堆积))) )
8-D-0,图中	河流③处左岸侵蚀,ed-ori,,3,5,,图 中 河流 ③处 左岸 侵蚀,图 中 河流 ③处 左岸 侵蚀,NN LC NN NN NN term,,实体信息陈述_0（河流③处，左岸，侵蚀）,实体信息陈述_0（河流③处，左岸，侵蚀）,,,实体信息陈述,实体信息陈述,3,,图 中河 流 ③处 左岸 侵蚀,图 中 河流 ③处 左岸 侵蚀,NN LC NN NN NN term,( (NP (NP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 河流))) (NP (NN ③处) (NN 左岸))) (NP (NN 侵蚀))) )
8-D-1,图中	河流③处右岸堆积,ed-mod,,3,5,,图 中 河流 ③处 右岸 堆积,图 中 河流 ③处 右岸 堆积,NN LC NN NN NN term,,实体信息陈述_0（河流③处，右岸，堆积）,实体信息陈述_0（河流③处，右岸，堆积）,,,实体信息陈述,实体信息陈述,3,,图 中河 流 ③处 右岸 堆积,图 中 河流 ③处 右岸 堆积,NN LC NN NN NN term,( (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 河流) (NN ③处) (NN 右岸)) (NP (NN 堆积))) )
9-A,该聚落	出现在图中所示断裂产生前,None,,,,,该 聚落 出现 在 图 中 所示 断裂 产生 前,该 聚落 出现 在 图 中 所示 断裂 产生 前,DT NN VV P NN LC VV NN VV LC,,实体信息陈述_0（该聚落，出现在，图示所示断裂产生前）,实体信息陈述_0（该聚落，出现在，图示所示断裂产生前）,,,实体信息陈述,实体信息陈述,,,该 聚落 出现 在 图 中 所示 断裂 产生 前,该 聚落 出现 在 图 中 所示 断裂 产生 前,DT NN VV P NN LC VV NN VV LC,( (IP (NP (DP (DT 该)) (NP (NN 聚落))) (VP (VV 出现) (PP (P 在) (LCP (LCP (NP (NN 图)) (LC 中)) (VP (VV 所示) (IP (NP (NN 断裂)) (VP (VV 产生)))) (LC 前))))) )
9-B,该聚落	坐落在河流冲积平原上,None,,,5,,该 聚落 坐落 在 河流 冲积平原 上,该 聚落 坐落 在 河流 冲积 平原 上,DT NN VV P NN term LC,,位于_0（该聚落，河流冲积平原上）,位于_0（该聚落，河流冲积平原上）,0_2,0_2,位于,位于,,,该 聚落 坐落 在 河流 冲积 平原 上,该 聚落 坐落 在 河流 冲积平原 上,DT NN VV P NN term LC,( (IP (NP (DP (DT 该)) (NP (NN 聚落))) (VP (VV 坐落) (PP (P 在) (LCP (NP (NN 河流) (NN 冲积平原)) (LC 上))))) )
9-C,该聚落	自然景观以落叶阔叶林为主,None,,,5,,该 聚落 自然 景观 以 落叶阔叶林 为主,该 聚落 自然 景观 以 落叶 阔叶林 为主,DT NN NN NN P term VV,,实体信息陈述_0（该聚落，自然景观，以落叶阔叶林为主）,实体信息陈述_0（该聚落，自然景观，以落叶阔叶林为主）,,,实体信息陈述,实体信息陈述,,,该 聚落 自然 景观 以 落叶阔叶林 为 主,该 聚落 自然 景观 以 落叶阔叶林 为 主,DT NN AD NN P term VV NN,( (IP (NP (NP (DP (DT 该)) (NP (NN 聚落))) (NP (NN 自然) (NN 景观))) (VP (PP (P 以) (NP (NN 落叶阔叶林))) (VP (VV 为主)))) )
9-D,该聚落	居住区适宜向河滩扩展,None,,,,,该 聚落 居住区 适宜 向 河滩 扩展,该 聚落 居住区 适宜 向 河滩 扩展,DT NN NN AD P NN VV,,实体信息陈述_0（该聚落居住区，适宜，向河滩扩展）,实体信息陈述_0（该聚落居住区，适宜，向河滩扩展）,,,实体信息陈述,实体信息陈述,,,该 聚落 居住区 适宜 向 河滩 扩展,该 聚落 居住区 适宜 向 河滩 扩展,DT NN NN AD P NR VV,( (IP (NP (NP (DP (DT 该)) (NP (NN 聚落))) (NP (NN 居住区))) (VP (ADVP (AD 适宜)) (PP (P 向) (NP (NN 河滩))) (VP (VV 扩展)))) )
10-A,该图的制作与应用借助于	遥感技术获取道路网信息，测定监测点分布,y,,,8,,该 图 的 制作 与 应用 借助 于 遥感技术 获取 道路网 信息 ， 测定 监测点 分布,该 图 的 制作 与 应用 借助 于 遥感 技术 获取 道路网 信息 ， 测定 监测点 分布,DT NN DEG NN CC NN VV P term VV NN NN PU VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，遥感技术获取道路网信息、测定监测点分布）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（遥感技术，获取，道路网信息）实体信息陈述_2（遥感技术，测定，监测点分布））,,,实体信息陈述,实体信息陈述 实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 遥感技术 获取 道路网 信息 ， 测定 监测点 分布,该 图 的 制作 与 应用 借助于 遥感技术 获取 道路网 信息 ， 测定 监测点 分布,DT NN DEG NN CC NN VV term VV NN NN PU VV NN VV,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VP (VV 借助) (NP (IP (VP (PP (P 于) (NP (NN 遥感技术))) (VP (VV 获取) (NP (NN 道路网))))) (NP (NN 信息)))) (PU ，) (VP (VV 测定) (NP (NN 监测点) (NN 分布))))) )
10-A-0,该图的制作与应用借助于	遥感技术获取道路网信息,ed-ori,,,8,,该 图 的 制作 与 应用 借助 于 遥感技术 获取 道路网 信息,该 图 的 制作 与 应用 借助 于 遥感 技术 获取 道路网 信息,DT NN DEG NN CC NN VV P term VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，遥感技术获取道路网信息）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（遥感技术，获取，道路网信息））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 遥感技术 获取 道路网 信息,该 图 的 制作 与 应用 借助于 遥感技术 获取 道路网 信息,DT NN DEG NN CC NN VV term VV NN NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (NP (IP (VP (PP (P 于) (NP (NN 遥感技术))) (VP (VV 获取) (NP (NN 道路网))))) (NP (NN 信息))))) )
10-A-1,该图的制作与应用借助于	遥感技术测定监测点分布,ed-mod,,,8,,该 图 的 制作 与 应用 借助 于 遥感技术 测定 监测点 分布,该 图 的 制作 与 应用 借助 于 遥感 技术 测定 监测点 分布,DT NN DEG NN CC NN VV P term VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，遥感技术测定监测点分布）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（遥感技术，测定，监测点分布））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 遥感技术 测定 监测点 分布,该 图 的 制作 与 应用 借助于 遥感技术 测定 监测点 分布,DT NN DEG NN CC NN VV term VV NN VV,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (VP (PP (P 于) (NP (NN 遥感技术))) (VP (VV 测定) (NP (NN 监测点) (NN 分布)))))) )
10-B,该图的制作与应用借助于	全球定位系统确定事故的位置，预测交通流量,y,,,8,,该 图 的 制作 与 应用 借助 于 全球定位系统 确定 事故 的 位置 ， 预测 交通 流量,该 图 的 制作 与 应用 借助 于 全球 定位 系统 确定 事故 的 位置 ， 预测 交通 流量,DT NN DEG NN CC NN VV P term VV NN DEG NN PU VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，全球定位系统确定事故的位置和预测交通流量）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（全球定位系统，确定，事故的位置）实体信息陈述_2（全球定位系统，预测，交通流量））,,,实体信息陈述,实体信息陈述 实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 全球定位系统 确定 事故 的 位置 ， 预测 交通 流量,该 图 的 制作 与 应用 借助于 全球定位系统 确定 事故 的 位置 ， 预测 交通 流量,DT NN DEG NN CC NN VV term VV NN DEG NN PU VV NN NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VP (VV 借助) (NP (DNP (PP (P 于) (NP (CP (IP (NP (NN 全球定位系统)) (VP (VV 确定)))) (NP (NN 事故)))) (DEG 的)) (NP (NN 位置)))) (PU ，) (VP (VV 预测) (NP (NN 交通) (NN 流量))))) )
10-B-0,该图的制作与应用借助于	全球定位系统确定事故的位置,ed-ori,,,8,,该 图 的 制作 与 应用 借助 于 全球定位系统 确定 事故 的 位置,该 图 的 制作 与 应用 借助 于 全球 定位 系统 确定 事故 的 位置,DT NN DEG NN CC NN VV P term VV NN DEG NN,,实体信息陈述_0（该图的制作与应用，借助于，全球定位系统确定事故的位置）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（全球定位系统，确定，事故的位置））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 全球定位系统 确定 事故 的 位置,该 图 的 制作 与 应用 借助于 全球定位系统 确定 事故 的 位置,DT NN DEG NN CC NN VV term VV NN DEG NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (NP (DNP (PP (P 于) (NP (CP (IP (NP (NN 全球定位系统)) (VP (VV 确定)))) (NP (NN 事故)))) (DEG 的)) (NP (NN 位置))))) )
10-B-1,该图的制作与应用借助于	全球定位系统预测交通流量,ed-mod,,,8,,该 图 的 制作 与 应用 借助 于 全球定位系统 预测 交通 流量,该 图 的 制作 与 应用 借助 于 全球 定位 系统 预测 交通 流量,DT NN DEG NN CC NN VV P term VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，全球定位系统预测交通流量）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（全球定位系统，预测，交通流量））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 全球定位系统 预测 交通 流量,该 图 的 制作 与 应用 借助于 全球定位系统 预测 交通 流量,DT NN DEG NN CC NN VV term VV NN NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (VP (PP (P 于) (NP (NN 全球定位系统))) (VP (VV 预测) (NP (NN 交通) (NN 流量)))))) )
10-C,该图的制作与应用借助于	地理信息系统查询事故频次，分析出警最优路径,y,,,8,,该 图 的 制作 与 应用 借助 于 地理信息系统 查询 事故 频次 ， 分析 出警 最优 路径,该 图 的 制作 与 应用 借助 于 地理 信息 系统 查询 事故 频次 ， 分析 出警 最优 路径,DT NN DEG NN CC NN VV P term VV NN NN PU VV VV JJ NN,,实体信息陈述_0（该图的制作与应用，借助于，地理信息系统查询事故频次和分析出警最优路径）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（地理信息系统，查询，事故频次）实体信息陈述_2（地理信息系统，分析，出警最优路径））,,,实体信息陈述,实体信息陈述 实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 地理信息系统 查询 事故 频次 ， 分析 出警 最优 路径,该 图 的 制作 与 应用 借助于 地理信息系统 查询 事故 频次 ， 分析 出警 最优 路径,DT NN DEG NN CC NN VV term VV NN NN PU VV VV JJ NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VP (VV 借助) (VP (PP (P 于) (NP (NN 地理信息系统))) (VP (VV 查询) (NP (NN 事故) (NN 频次))))) (PU ，) (VP (VV 分析) (VP (VV 出警) (NP (ADJP (JJ 最优)) (NP (NN 路径))))))) )
10-C-0,该图的制作与应用借助于	地理信息系统查询事故频次,ed-ori,,,8,,该 图 的 制作 与 应用 借助 于 地理信息系统 查询 事故 频次,该 图 的 制作 与 应用 借助 于 地理 信息 系统 查询 事故 频次,DT NN DEG NN CC NN VV P term VV NN NN,,实体信息陈述_0（该图的制作与应用，借助于，地理信息系统查询事故频次）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（地理信息系统，查询，事故频次））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 地理信息系统 查询 事故 频次,该 图 的 制作 与 应用 借助于 地理信息系统 查询 事故 频次,DT NN DEG NN CC NN VV term VV NN VA,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (VP (PP (P 于) (NP (NN 地理信息系统))) (VP (VV 查询) (NP (NN 事故) (NN 频次)))))) )
10-C-1,该图的制作与应用借助于	地理信息系统分析出警最优路径,ed-mod,,,8,,该 图 的 制作 与 应用 借助 于 地理信息系统 分析 出警 最优 路径,该 图 的 制作 与 应用 借助 于 地理 信息 系统 分析 出警 最优 路径,DT NN DEG NN CC NN VV P term VV VV JJ NN,,实体信息陈述_0（该图的制作与应用，借助于，地理信息系统分析出警最优路径）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（地理信息系统，分析，出警最优路径））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 地理信息系统 分析 出警 最优 路径,该 图 的 制作 与 应用 借助于 地理信息系统 分析 出警 最优 路径,DT NN DEG NN CC NN VV term VV VV JJ NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VV 借助) (VP (PP (P 于) (NP (NN 地理信息系统))) (VP (VP (VV 分析)) (VP (VV 出警) (NP (ADJP (JJ 最优)) (NP (NN 路径)))))))) )
10-D,该图的制作与应用借助于	数字地球技术，实现道路与监测点的互换,n,,,8,,该 图 的 制作 与 应用 借助 于 数字地球技术 ， 实现 道路 与 监测点 的 互换,该 图 的 制作 与 应用 借助 于 数字 地球 技术 ， 实现 道路 与 监测点 的 互换,DT NN DEG NN CC NN VV P term PU VV NN CC NN DEG NN,,实体信息陈述_0（该图的制作与应用，借助于，数字地球技术实现道路与监测点的互换）,实体信息陈述_0（该图的制作与应用，借助于，实体信息陈述_1（数字地球技术，实现，道路与监测点的互换））,,,实体信息陈述,实体信息陈述 实体信息陈述,,,该 图 的 制作 与 应用 借助于 数字地球技术 ， 实现 道路 与 监测点 的 互换,该 图 的 制作 与 应用 借助于 数字地球技术 ， 实现 道路 与 监测点 的 互换,DT NN DEG NN CC NN VV term PU VV NN CC NN DEG NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 图))) (DEG 的)) (NP (NN 制作) (CC 与) (NN 应用))) (VP (VP (VV 借助) (PP (P 于) (NP (NN 数字地球技术)))) (PU ，) (VP (VV 实现) (NP (DNP (NP (NN 道路) (CC 与) (NN 监测点)) (DEG 的)) (NP (NN 互换)))))) )
11-A,根据图中交通网络，可以推断该城区	甲地是城市中心商务区所在地,None,,,,,根据 图 中 交通 网络 ， 可以 推断 该 城区 甲地 是 城市 中心 商务区 所在地,根据 图 中 交通 网络 ， 可以 推断 该 城区 甲地 是 城市 中心 商务区 所在地,P NN LC NN NN PU VV VV DT NN NN VC NN NN NN NN,,实体信息陈述_0（该城区甲地，是，城市中心商务区所在地）,实体信息陈述_0（该城区甲地，是，城市中心商务区所在地）,,,实体信息陈述,实体信息陈述,,,根据 图 中 交通 网络 ， 可以 推断 该 城区 甲地 是 城市 中心商务区 所在 地,根据 图 中 交通 网络 ， 可以 推断 该 城区 甲地 是 城市 中心商务区 所在 地,P NN LC NN NN PU VV VV DT NN NN VC NN NN NN VV NN,( (IP (VP (PP (P 根据) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 交通) (NN 网络)))) (PU ，) (VP (VV 可以) (VP (VV 推断) (IP (NP (DP (DT 该)) (NP (NN 城区) (NN 甲地))) (VP (VC 是) (NP (NP (NN 城市) (NN 中心) (NN 商务区)) (NP (NN 所在地))))))))) )
11-B,根据图中交通网络，可以推断该城区	乙地适宜建大型地面停车场,None,,,,,根据 图 中 交通 网络 ， 可以 推断 该 城区 乙地 适宜 建 大型 地面 停车场,根据 图 中 交通 网络 ， 可以 推断 该 城区 乙地 适宜 建 大型 地面 停车场,P NN LC NN NN PU VV VV DT NN NN AD VV JJ NN NN,,实体信息陈述_0（该城区乙地，适宜，建大型地面停车场）,实体信息陈述_0（该城区乙地，适宜，建大型地面停车场）,,,实体信息陈述,实体信息陈述,,,根据 图 中 交通 网络 ， 可以 推断 该 城区 乙地 适宜 建 大型 地面 停车场,根据 图 中 交通 网络 ， 可以 推断 该 城区 乙地 适宜 建 大型 地面 停车场,P NN LC NN NN PU VV VV DT NN NN AD VV JJ NN NN,( (IP (VP (PP (P 根据) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 交通) (NN 网络)))) (PU ，) (VP (VV 可以) (VP (VP (VV 推断) (NP (NP (DP (DT 该)) (NP (NN 城区))) (NP (NN 乙地)))) (VP (ADVP (AD 适宜)) (VP (VV 建) (NP (NP (ADJP (JJ 大型)) (NP (NN 地面))) (NP (NN 停车场))))))))) )
11-C,根据图中交通网络，可以推断该城区	对外联系主要通道在西北方向,None,,,,,根据 图 中 交通 网络 ， 可以 推断 该 城区 对外 联系 主要 通道 在 西北 方向,根据 图 中 交通 网络 ， 可以 推断 该 城区 对外 联系 主要 通道 在 西北 方向,P NN LC NN NN PU VV VV DT NN JJ NN JJ NN VV NN NN,,实体信息陈述_0（该城区，对外联系主要通道，在西北方向）,实体信息陈述_0（该城区，对外联系主要通道，在西北方向）,,,实体信息陈述,实体信息陈述,,,根据 图 中 交通 网络 ， 可以 推断 该 城区 对外 联系 主要 通道 在 西北方 向,根据 图 中 交通 网络 ， 可以 推断 该 城区 对外 联系 主要 通道 在 西北方 向,P NN LC NN NN PU VV VV DT NN JJ NN JJ NN P NN NN,( (IP (VP (PP (P 根据) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 交通) (NN 网络)))) (PU ，) (VP (VV 可以) (VP (VP (VV 推断) (NP (NP (DP (DT 该)) (NP (NN 城区))) (NP (ADJP (JJ 对外)) (NP (NN 联系))) (ADJP (JJ 主要)) (NP (NN 通道)))) (VP (VV 在) (NP (NN 西北) (NN 方向))))))) )
11-D,根据图中交通网络，可以推断该城区	商业网点密度东部大于西部,None,,,,,根据 图 中 交通 网络 ， 可以 推断 该 城区 商业 网点 密度 东部 大于 西部,根据 图 中 交通 网络 ， 可以 推断 该 城区 商业 网点 密度 东部 大于 西部,P NN LC NN NN PU VV VV DT NN NN NN NN NN VV NN,,比较_0（该城区东部，该城区西部，商业网点密度，大于）,比较_0（该城区东部，该城区西部，商业网点密度，大于）,0_14,0_14,比较,比较,,15,根据 图 中 交通 网络 ， 可以 推断 该 城区 商业 网点 密度 东部 大于 西部,根据 图 中 交通 网络 ， 可以 推断 该 城区 商业 网点 密度 东部 大于 西部,P NN LC NN NN PU VV VV DT NN NN NN NN NN VV loc,( (IP (VP (PP (P 根据) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 交通) (NN 网络)))) (PU ，) (VP (VV 可以) (VP (VP (VV 推断) (NP (NP (DP (DT 该)) (NP (NN 城区) (NN 商业) (NN 网点) (NN 密度))) (NP (NN 东部)))) (VP (VV 大于) (NP (NN 西部))))))) )
