编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
10-D,此时，关于图中天气的正确叙述是	海南岛西部出现狂风暴雨,None,,10,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 海南岛西部 出现 狂风 暴雨,此时 ， 关于 图 中 天气 的 正确 叙述 是 海南岛 西部 出现 狂风 暴雨,NT PU P NN LC NN DEG JJ NN VC loc VV NN NN,,时间限定_0（此时）实体信息陈述_1（海南岛西部，出现，狂风暴雨）,时间限定_0（此时）实体信息陈述_1（海南岛西部，出现，狂风暴雨）,0_0,0_0,时间限定 实体信息陈述,时间限定 实体信息陈述,,10 11,此时 ， 关于 图 中 天气 的 正确 叙述 是 海 南岛 西部 出现 狂风 暴雨,此时 ， 关于 图 中 天气 的 正确 叙述 是 海南岛 西部 出现 狂风 暴雨,NT PU P NN LC NN DEG JJ NN VC loc VV NN NN,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (NR 海南岛西部)) (VP (VV 出现) (NP (NN 狂风) (NN 暴雨)))))) )
11-A,图中甲天气系统途经菲律宾时，给当地带来的灾害是	海啸,None,,5,3 14,,图 中 甲 天气系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 海啸,图 中 甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 海啸,NN LC NR term VV loc LC PU P NN VV DEC NN VC term,,时间限定_0（甲天气系统途经菲律宾时）匹配_1（甲天气系统给当地带来的灾害，海啸）,时间限定_0（甲天气系统途经菲律宾时）匹配_1（甲天气系统给当地带来的灾害，海啸）,0_6,0_6,时间限定 匹配,时间限定 匹配,,5,图 中甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 海啸,图 中甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 海啸,NN LC NR term VV loc LC PU P NN VV DEC NN VC term,( (IP (LCP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲) (NN 天气系统)) (VP (VV 途经) (NP (NR 菲律宾)))) (LC 时)) (PU ，) (NP (CP (IP (VP (PP (P 给) (NP (NN 当地))) (VP (VV 带来)))) (DEC 的)) (NP (NN 灾害))) (VP (VC 是) (NP (NN 海啸)))) )
11-B,图中甲天气系统途经菲律宾时，给当地带来的灾害是	洪涝,None,,5,3 14,,图 中 甲 天气系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 洪涝,图 中 甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 洪涝,NN LC NR term VV loc LC PU P NN VV DEC NN VC term,,时间限定_0（甲天气系统途经菲律宾时）匹配_1（甲天气系统给当地带来的灾害，洪涝）,时间限定_0（甲天气系统途经菲律宾时）匹配_1（甲天气系统给当地带来的灾害，洪涝）,0_6,0_6,时间限定 匹配,时间限定 匹配,,5,图 中甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 洪涝,图 中甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 洪涝,NN LC NR term VV loc LC PU P NN VV DEC NN VC term,( (IP (LCP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲) (NN 天气系统)) (VP (VV 途经) (NP (NR 菲律宾)))) (LC 时)) (PU ，) (NP (CP (IP (VP (PP (P 给) (NP (NN 当地))) (VP (VV 带来)))) (DEC 的)) (NP (NN 灾害))) (VP (VC 是) (NP (NN 洪涝)))) )
11-C,图中甲天气系统途经菲律宾时，给当地带来的灾害是	冻害,None,,5,3,,图 中 甲 天气系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 冻害,图 中 甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 冻害,NN LC NR term VV loc LC PU P NN VV DEC NN VC NN,,时间限定_0（甲天气系统途经菲律宾时）匹配_1（甲天气系统给当地带来的灾害，冻害）,时间限定_0（甲天气系统途经菲律宾时）匹配_1（甲天气系统给当地带来的灾害，冻害）,0_6,0_6,时间限定 匹配,时间限定 匹配,,5,图 中甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 冻害,图 中甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 冻害,NN LC NR term VV loc LC PU P NN VV DEC NN VC NN,( (IP (LCP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲) (NN 天气系统)) (VP (VV 途经) (NP (NR 菲律宾)))) (LC 时)) (PU ，) (NP (CP (IP (VP (PP (P 给) (NP (NN 当地))) (VP (VV 带来)))) (DEC 的)) (NP (NN 灾害))) (VP (VC 是) (NP (NN 冻害)))) )
11-D,图中甲天气系统途经菲律宾时，给当地带来的灾害是	火灾,None,,5,3,,图 中 甲 天气系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 火灾,图 中 甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 火灾,NN LC NR term VV loc LC PU P NN VV DEC NN VC NN,,时间限定_0（甲天气系统途经菲律宾时）匹配_1（甲天气系统给当地带来的灾害，火灾）,时间限定_0（甲天气系统途经菲律宾时）匹配_1（甲天气系统给当地带来的灾害，火灾）,0_6,0_6,时间限定 匹配,时间限定 匹配,,5,图 中甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 火灾,图 中甲 天气 系统 途经 菲律宾 时 ， 给 当地 带来 的 灾害 是 火灾,NN LC NR term VV loc LC PU P NN VV DEC NN VC NN,( (IP (LCP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲) (NN 天气系统)) (VP (VV 途经) (NP (NR 菲律宾)))) (LC 时)) (PU ，) (NP (CP (IP (VP (PP (P 给) (NP (NN 当地))) (VP (VV 带来)))) (DEC 的)) (NP (NN 灾害))) (VP (VC 是) (NP (NN 火灾)))) )
12-A,热岛效应最强的季节是	春季,None,6,,0,,热岛效应 最 强 的 季节 是 春季,热岛 效应 最 强 的 季节 是 春季,term AD VA DEC NN VC time,,最值_0（春季，热岛效应，强，季节）,最值_0（春季，热岛效应，强，季节）,0_1,0_1,最值,最值,7,,热岛效应 最 强 的 季节 是 春季,热岛效应 最 强 的 季节 是 春季,term AD VA DEC NN VC time,( (IP (NP (CP (IP (NP (NN 热岛效应)) (VP (ADVP (AD 最)) (VP (VA 强)))) (DEC 的)) (NP (NN 季节))) (VP (VC 是) (NP (NT 春季)))) )
12-B,热岛效应最强的季节是	夏季,None,6,,0,,热岛效应 最 强 的 季节 是 夏季,热岛 效应 最 强 的 季节 是 夏季,term AD VA DEC NN VC time,,最值_0（夏季，热岛效应，强，季节）,最值_0（夏季，热岛效应，强，季节）,0_1,0_1,最值,最值,7,,热岛效应 最 强 的 季节 是 夏季,热岛效应 最 强 的 季节 是 夏季,term AD VA DEC NN VC time,( (IP (NP (CP (IP (NP (NN 热岛效应)) (VP (ADVP (AD 最)) (VP (VA 强)))) (DEC 的)) (NP (NN 季节))) (VP (VC 是) (NP (NT 夏季)))) )
12-C,热岛效应最强的季节是	秋季,None,6,,0,,热岛效应 最 强 的 季节 是 秋季,热岛 效应 最 强 的 季节 是 秋季,term AD VA DEC NN VC time,,最值_0（秋季，热岛效应，强，季节）,最值_0（秋季，热岛效应，强，季节）,0_1,0_1,最值,最值,7,,热岛效应 最 强 的 季节 是 秋季,热岛效应 最 强 的 季节 是 秋季,term AD VA DEC NN VC time,( (IP (NP (CP (IP (NP (NN 热岛效应)) (VP (ADVP (AD 最)) (VP (VA 强)))) (DEC 的)) (NP (NN 季节))) (VP (VC 是) (NP (NT 秋季)))) )
12-D,热岛效应最强的季节是	冬季,None,6,,0,,热岛效应 最 强 的 季节 是 冬季,热岛 效应 最 强 的 季节 是 冬季,term AD VA DEC NN VC time,,最值_0（冬季，热岛效应，强，季节）,最值_0（冬季，热岛效应，强，季节）,0_1,0_1,最值,最值,7,,热岛效应 最 强 的 季节 是 冬季,热岛效应 最 强 的 季节 是 冬季,term AD VA DEC NN VC time,( (IP (NP (CP (IP (NP (NN 热岛效应)) (VP (ADVP (AD 最)) (VP (VA 强)))) (DEC 的)) (NP (NN 季节))) (VP (VC 是) (NP (NT 冬季)))) )
13-A,夏季一天中热岛效应最强的时间段是	6：00—8：00,None,0 1 9,,3,,夏季 一天 中 热岛效应 最 强 的 时间段 是 6：00—8：00,夏季 一 天 中 热岛 效应 最 强 的 时间段 是 6 ： 00 — 8 ： 00,time time LC term AD VA DEC NN VC time,,时间限定_0（夏季）最值_1（6：00—8：00，热岛效应，强，一天中）,时间限定_0（夏季）最值_1（6：00—8：00，热岛效应，强，一天中）,0_0 1_4,0_0 1_4,时间限定 最值,时间限定 最值,0 12,,夏季 一 天 中 热岛效应 最 强 的 时间段 是 6： 00— 8： 00,夏季 一 天 中 热岛效应 最 强 的 时间段 是 6： 00— 8： 00,time time LC term AD VA DEC NN VC time,( (IP (LCP (NP (NT 夏季) (NT 一天)) (LC 中)) (NP (CP (IP (NP (NN 热岛效应)) (VP (ADVP (AD 最)) (VP (VA 强)))) (DEC 的)) (NP (NN 时间段))) (VP (VC 是) (NP (NT 6：00—8：00)))) )
13-B,夏季一天中热岛效应最强的时间段是	10：00—12：00,None,0 1 9,,3,,夏季 一天 中 热岛效应 最 强 的 时间段 是 10：00—12：00,夏季 一 天 中 热岛 效应 最 强 的 时间段 是 10 ： 00 — 12 ： 00,time time LC term AD VA DEC NN VC time,,时间限定_0（夏季）最值_1（10：00—12：00，热岛效应，强，一天中）,时间限定_0（夏季）最值_1（10：00—12：00，热岛效应，强，一天中）,0_0 1_4,0_0 1_4,时间限定 最值,时间限定 最值,0,,夏季 一 天 中 热岛效应 最 强 的 时间段 是 10 ： 00— 12： 00,夏季 一 天 中 热岛效应 最 强 的 时间段 是 10 ： 00— 12： 00,time time LC term AD VA DEC NN VC time,( (IP (LCP (NP (NT 夏季) (NT 一天)) (LC 中)) (NP (CP (IP (NP (NN 热岛效应)) (VP (ADVP (AD 最)) (VP (VA 强)))) (DEC 的)) (NP (NN 时间段))) (VP (VC 是) (NP (NT 10：00—12：00)))) )
13-C,夏季一天中热岛效应最强的时间段是	12：00—16：00,None,0 1 9,,3,,夏季 一天 中 热岛效应 最 强 的 时间段 是 12：00—16：00,夏季 一 天 中 热岛 效应 最 强 的 时间段 是 12 ： 00 — 16 ： 00,time time LC term AD VA DEC NN VC time,,时间限定_0（夏季）最值_1（12：00—16：00，热岛效应，强，一天中）,时间限定_0（夏季）最值_1（12：00—16：00，热岛效应，强，一天中）,0_0 1_4,0_0 1_4,时间限定 最值,时间限定 最值,0,,夏季 一 天 中 热岛效应 最 强 的 时间段 是 12： 00— 16： 00,夏季 一 天 中 热岛效应 最 强 的 时间段 是 12： 00— 16： 00,time time LC term AD VA DEC NN VC time,( (IP (LCP (NP (NT 夏季) (NT 一天)) (LC 中)) (NP (CP (IP (NP (NN 热岛效应)) (VP (ADVP (AD 最)) (VP (VA 强)))) (DEC 的)) (NP (NN 时间段))) (VP (VC 是) (NP (NT 12：00—16：00)))) )
13-D,夏季一天中热岛效应最强的时间段是	22：00—次日4：00,None,0 1 9,,3,,夏季 一天 中 热岛效应 最 强 的 时间段 是 22：00—次日4：00,夏季 一 天 中 热岛 效应 最 强 的 时间段 是 22 ： 00 — 次日 4 ： 00,time time LC term AD VA DEC NN VC time,,时间限定_0（夏季）最值_1（22：00—次日4：00，热岛效应，强，一天中）,时间限定_0（夏季）最值_1（22：00—次日4：00，热岛效应，强，一天中）,0_0 1_4,0_0 1_4,时间限定 最值,时间限定 最值,0,,夏季 一 天 中 热岛效应 最 强 的 时间段 是 22： 00 — 次日 4： 00,夏季 一 天 中 热岛效应 最 强 的 时间段 是 22： 00 — 次日 4： 00,time time LC term AD VA DEC NN VC time,( (IP (LCP (NP (NT 夏季) (NT 一天)) (LC 中)) (NP (CP (IP (NP (NN 热岛效应)) (VP (ADVP (AD 最)) (VP (VA 强)))) (DEC 的)) (NP (NN 时间段))) (VP (VC 是) (NP (NT 22：00—次日4：00)))) )
14-①,减弱北京市热岛效应的主要措施有	增加绿化面积,None,,1,2,,减弱 北京市 热岛效应 的 主要 措施 有 增加 绿化 面积,减弱 北京市 热岛 效应 的 主要 措施 有 增加 绿化 面积,VV loc term DEC JJ NN VE VV NN NN,,措施_0（减弱北京市热岛效应的主要措施，增加绿化面积）,措施_0（减弱北京市热岛效应的主要措施，增加绿化面积）,0_5,0_5,措施,措施,,1,减弱 北京市 热岛效应 的 主要 措施 有 增加 绿化 面积,减弱 北京市 热岛效应 的 主要 措施 有 增加 绿化 面积,VV loc term DEC JJ NN VE VV NN NN,( (IP (NP (CP (IP (VP (VV 减弱) (NP (NP (NR 北京市)) (NP (NN 热岛效应))))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 措施))) (VP (VE 有) (IP (VP (VV 增加) (NP (NN 绿化) (NN 面积)))))) )
14-②,减弱北京市热岛效应的主要措施有	机动车限行,None,,1,2,,减弱 北京市 热岛效应 的 主要 措施 有 机动车 限行,减弱 北京市 热岛 效应 的 主要 措施 有 机动车 限行,VV loc term DEC JJ NN VE NN VV,,措施_0（减弱北京市热岛效应的主要措施，机动车限行）,措施_0（减弱北京市热岛效应的主要措施，机动车限行）,0_5,0_5,措施,措施,,1,减弱 北京市 热岛效应 的 主要 措施 有 机动车 限行,减弱 北京市 热岛效应 的 主要 措施 有 机动车 限行,VV loc term DEC JJ NN VE NN NN,( (IP (NP (CP (IP (VP (VV 减弱) (NP (NP (NR 北京市)) (NP (NN 热岛效应))))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 措施))) (VP (VE 有) (IP (NP (NN 机动车)) (VP (VV 限行))))) )
14-③,减弱北京市热岛效应的主要措施有	冬季利用地热采暖,None,7,1,2,,减弱 北京市 热岛效应 的 主要 措施 有 冬季 利用 地热 采暖,减弱 北京市 热岛 效应 的 主要 措施 有 冬季 利用 地热 采暖,VV loc term DEC JJ NN VE time VV NN VV,,措施_0（减弱北京市热岛效应的主要措施，冬季利用地热采暖）,措施_0（减弱北京市热岛效应的主要措施，冬季利用地热采暖）,0_5,0_5,措施,措施,8,1,减弱 北京市 热岛效应 的 主要 措施 有 冬季 利用 地热 采暖,减弱 北京市 热岛效应 的 主要 措施 有 冬季 利用 地热 采暖,VV loc term DEC JJ NN VE time VV NN VV,( (IP (NP (CP (IP (VP (VV 减弱) (NP (NP (NR 北京市)) (NP (NN 热岛效应))))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 措施))) (VP (VE 有) (IP (NP (NT 冬季)) (VP (VP (VV 利用) (NP (NN 地热))) (VP (VV 采暖)))))) )
14-④,减弱北京市热岛效应的主要措施有	道路铺设渗水砖,None,,1,2,,减弱 北京市 热岛效应 的 主要 措施 有 道路 铺设 渗水砖,减弱 北京市 热岛 效应 的 主要 措施 有 道路 铺设 渗水砖,VV loc term DEC JJ NN VE NN VV NN,,措施_0（减弱北京市热岛效应的主要措施，道路铺设渗水砖）,措施_0（减弱北京市热岛效应的主要措施，道路铺设渗水砖）,0_5,0_5,措施,措施,,1,减弱 北京市 热岛效应 的 主要 措施 有 道路 铺设 渗水 砖,减弱 北京市 热岛效应 的 主要 措施 有 道路 铺设 渗水 砖,VV loc term DEC JJ NN VE NN VV NN NN,( (IP (NP (CP (IP (VP (VV 减弱) (NP (NP (NR 北京市)) (NP (NN 热岛效应))))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 措施))) (VP (VP (VE 有) (NP (NN 道路))) (VP (VV 铺设) (NP (NN 渗水砖))))) )
15-A,图中临南海的城市有	⑤⑦⑨,None,,3,,,图 中 临 南海 的 城市 有 ⑤ ⑦ ⑨,图 中 临 南海 的 城市 有 ⑤ ⑦ ⑨,NN LC VV NR DEC NN VE NN NN NN,,匹配_0（图中临南海的城市，⑤）匹配_1（图中临南海的城市，⑦）匹配_2（图中临南海的城市，⑨）,匹配_0（图中临南海的城市，⑤）匹配_1（图中临南海的城市，⑦）匹配_2（图中临南海的城市，⑨）,,,匹配,匹配,,,图 中临 南海 的 城市 有 ⑤ ⑦ ⑨,图 中临 南海 的 城市 有 ⑤ ⑦ ⑨,NN LC VV NR DEG NN VE CD M NN,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (CP (IP (VP (VV 临) (NP (NR 南海)))) (DEC 的)) (NP (NN 城市))) (VP (VE 有) (NP (NN ⑤) (NN ⑦) (NN ⑨)))) )
15-B,图中临南海的城市有	④⑦⑧,None,,3,,,图 中 临 南海 的 城市 有 ④ ⑦ ⑧,图 中 临 南海 的 城市 有 ④ ⑦ ⑧,NN LC VV NR DEC NN VE NN NN NN,,匹配_0（图中临南海的城市，④）匹配_1（图中临南海的城市，⑦）匹配_2（图中临南海的城市，⑧）,匹配_0（图中临南海的城市，④）匹配_1（图中临南海的城市，⑦）匹配_2（图中临南海的城市，⑧）,,,匹配,匹配,,,图 中临 南海 的 城市 有 ④ ⑦ ⑧,图 中临 南海 的 城市 有 ④ ⑦ ⑧,NN LC VV NR DEG NN VE CD M NN,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (CP (IP (VP (VV 临) (NP (NR 南海)))) (DEC 的)) (NP (NN 城市))) (VP (VE 有) (NP (NN ④) (NN ⑦) (NN ⑧)))) )
15-C,图中临南海的城市有	⑤⑥⑧,None,,3,,,图 中 临 南海 的 城市 有 ⑤ ⑥ ⑧,图 中 临 南海 的 城市 有 ⑤ ⑥ ⑧,NN LC VV NR DEC NN VE NN NN NN,,匹配_0（图中临南海的城市，⑤）匹配_1（图中临南海的城市，⑥）匹配_2（图中临南海的城市，⑧）,匹配_0（图中临南海的城市，⑤）匹配_1（图中临南海的城市，⑥）匹配_2（图中临南海的城市，⑧）,,,匹配,匹配,,,图 中临 南海 的 城市 有 ⑤ ⑥ ⑧,图 中临 南海 的 城市 有 ⑤ ⑥ ⑧,NN LC VV NR DEG NN VE CD M NN,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (CP (IP (VP (VV 临) (NP (NR 南海)))) (DEC 的)) (NP (NN 城市))) (VP (VE 有) (NP (NN ⑤) (NN ⑥) (NN ⑧)))) )
15-D,图中临南海的城市有	⑦⑧⑨,None,,3,,,图 中 临 南海 的 城市 有 ⑦ ⑧ ⑨,图 中 临 南海 的 城市 有 ⑦ ⑧ ⑨,NN LC VV NR DEC NN VE NN NN NN,,匹配_0（图中临南海的城市，⑦）匹配_1（图中临南海的城市，⑧）匹配_2（图中临南海的城市，⑨）,匹配_0（图中临南海的城市，⑦）匹配_1（图中临南海的城市，⑧）匹配_2（图中临南海的城市，⑨）,,,匹配,匹配,,,图 中临 南海 的 城市 有 ⑦ ⑧ ⑨,图 中临 南海 的 城市 有 ⑦ ⑧ ⑨,NN LC VV NR DEG NN VE CD M NN,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (CP (IP (VP (VV 临) (NP (NR 南海)))) (DEC 的)) (NP (NN 城市))) (VP (VE 有) (NP (NN ⑦) (NN ⑧) (NN ⑨)))) )
16-A,图示大部分城市年降水量	为200—400毫米,None,,,3,5,图示 大部分 城市 年降水量 为 200—400毫米,图示 大部分 城市 年 降水量 为 200 — 400 毫米,VV CD NN term VC num,,实体信息陈述_0（图示大部分城市，年降水量，200—400毫米）,实体信息陈述_0（图示大部分城市，年降水量，200—400毫米）,,,实体信息陈述,实体信息陈述,,,图示 大部分 城市 年降水量 为 200— 400 毫米,图示 大部分 城市 年降水量 为 200— 400 毫米,NN CD NN term VC num,( (IP (IP (VP (VV 图示) (NP (NP (QP (CD 大部分)) (NP (NN 城市))) (NP (NN 年降水量))))) (VP (VC 为) (QP (CD 200—400毫米)))) )
16-B,图示大部分城市年降水量	为400—800毫米,None,,,3,5,图示 大部分 城市 年降水量 为 400—800毫米,图示 大部分 城市 年 降水量 为 400 — 800 毫米,VV CD NN term VC num,,实体信息陈述_0（图示大部分城市，年降水量，400—800毫米）,实体信息陈述_0（图示大部分城市，年降水量，400—800毫米）,,,实体信息陈述,实体信息陈述,,,图示 大部分 城市 年降水量 为 400— 800 毫米,图示 大部分 城市 年降水量 为 400— 800 毫米,NN CD NN term VC num,( (IP (IP (VP (VV 图示) (NP (NP (QP (CD 大部分)) (NP (NN 城市))) (NP (NN 年降水量))))) (VP (VC 为) (QP (CD 400—800毫米)))) )
16-C,图示大部分城市年降水量	为800—1600毫米,None,,,3,5,图示 大部分 城市 年降水量 为 800—1600毫米,图示 大部分 城市 年 降水量 为 800 — 1600 毫米,VV CD NN term VC num,,实体信息陈述_0（图示大部分城市，年降水量，800—1600毫米）,实体信息陈述_0（图示大部分城市，年降水量，800—1600毫米）,,,实体信息陈述,实体信息陈述,,,图示 大部分 城市 年降水量 为 800— 1600 毫米,图示 大部分 城市 年降水量 为 800— 1600 毫米,NN CD NN term VC num,( (IP (IP (VP (VV 图示) (NP (NP (QP (CD 大部分)) (NP (NN 城市))) (NP (NN 年降水量))))) (VP (VC 为) (QP (CD 800—1600毫米)))) )
16-D,图示大部分城市年降水量	在2000毫米以上,None,,,3,5,图示 大部分 城市 年降水量 在 2000毫米以上,图示 大部分 城市 年 降水量 在 2000 毫米 以上,VV CD NN term P num,,实体信息陈述_0（图示大部分城市，年降水量，2000毫米以上）,实体信息陈述_0（图示大部分城市，年降水量，2000毫米以上）,,,实体信息陈述,实体信息陈述,,,图示 大部分 城市 年降水量 在 2000 毫米 以上,图示 大部分 城市 年降水量 在 2000 毫米 以上,NN CD NN term P num,( (IP (IP (VP (VV 图示) (NP (NP (QP (CD 大部分)) (NP (NN 城市))) (NP (NN 年降水量))))) (VP (PP (P 在) (QP (CD 2000毫米以上))))) )
17-A,②城市	属于珠江流域,None,,3,,,② 城市 属于 珠江流域,② 城市 属于 珠江 流域,NN NN VV loc,,位于_0（②城市，珠江流域）,位于_0（②城市，珠江流域）,0_2,0_2,位于,位于,,,② 城市 属于 珠江 流域,② 城市 属于 珠江 流域,JJ NN VV loc,( (IP (NP (NN ②) (NN 城市)) (VP (VV 属于) (NP (NR 珠江流域)))) )
17-B,②城市	位于第二级阶梯,None,,,3,,② 城市 位于 第二级阶梯,② 城市 位于 第二级 阶梯,NN NN VV term,,位于_0（②城市，第二级阶梯）,位于_0（②城市，第二级阶梯）,0_2,0_2,位于,位于,,3,② 城市 位于 第二级阶梯,② 城市 位于 第二级阶梯,JJ NN VV term,( (IP (NP (NN ②) (NN 城市)) (VP (VV 位于) (NP (NN 第二级阶梯)))) )
17-C,②城市	有京广铁路经过,None,,3,,,② 城市 有 京广铁路 经过,② 城市 有 京 广 铁路 经过,NN NN VE loc VV,,一般陈述_0（②城市有京广铁路经过）,一般陈述_0（②城市有京广铁路经过）,,,一般陈述,一般陈述,,,② 城市 有 京广 铁路 经过,② 城市 有 京广 铁路 经过,JJ NN VE loc VV,( (IP (NP (NN ②) (NN 城市)) (VP (VE 有) (IP (NP (NR 京广铁路)) (VP (VV 经过))))) )
17-D,②城市	冬季气温在0℃以下,None,2,,,5,② 城市 冬季 气温 在 0℃ 以下,② 城市 冬季 气温 在 0 ℃ 以下,NN NN time NN P num LC,,实体信息陈述_0（②城市，冬季气温，0℃以下）,实体信息陈述_0（②城市，冬季气温，0℃以下）,,,实体信息陈述,实体信息陈述,2,,② 城市 冬季 气温 在 0 ℃ 以下,② 城市 冬季 气温 在 0 ℃ 以下,JJ NN time NN P num LC,( (IP (NP (NN ②) (NN 城市)) (NP (NT 冬季)) (NP (NN 气温)) (VP (PP (P 在) (LCP (QP (CD 0℃)) (LC 以下))))) )
18-A,假如郭川在④地附近海域投放一漂流瓶，该漂流瓶可能最先到达	⑤地海域,None,,3 15,,,假如 郭川 在 ④地 附近 海域 投放 一 漂流瓶 ， 该 漂流瓶 可能 最先 到达 ⑤地 海域,假如 郭川 在 ④地 附近 海域 投放 一 漂流瓶 ， 该 漂流瓶 可能 最先 到达 ⑤地 海域,CS NR P loc NN NN VV CD M PU DT NN VV AD VV loc NN,,一般陈述_0（假如郭川在④地附近海域投放一漂流瓶，该漂流瓶可能最先到达 ⑤地海域）,一般陈述_0（假如郭川在④地附近海域投放一漂流瓶，该漂流瓶可能最先到达 ⑤地海域）,,,一般陈述,一般陈述,3 15,,假如 郭川 在 ④地 附近 海域 投放 一 漂流瓶 ， 该 漂流瓶 可能 最先 到达 ⑤地 海域,假如 郭川 在 ④地 附近 海域 投放 一 漂流瓶 ， 该 漂流瓶 可能 最先 到达 ⑤地 海域,CS NR P loc NN NN VV CD M PU DT NN VV AD VV loc NN,( (IP (CP (ADVP (CS 假如)) (IP (NP (NR 郭川)) (VP (PP (P 在) (NP (NP (NR ④地) (NN 附近)) (NP (NN 海域)))) (VP (VV 投放) (QP (CD 一) (CLP (M 漂流瓶))))))) (PU ，) (NP (DP (DT 该)) (NP (NN 漂流瓶))) (VP (VV 可能) (VP (ADVP (AD 最先)) (VP (VV 到达) (NP (NP (NR ⑤地)) (NP (NN 海域))))))) )
18-B,假如郭川在④地附近海域投放一漂流瓶，该漂流瓶可能最先到达	②地沿岸,None,,3 15,,,假如 郭川 在 ④地 附近 海域 投放 一 漂流瓶 ， 该 漂流瓶 可能 最先 到达 ②地 沿岸,假如 郭川 在 ④地 附近 海域 投放 一 漂流瓶 ， 该 漂流瓶 可能 最先 到达 ②地 沿岸,CS NR P loc NN NN VV CD M PU DT NN VV AD VV loc NN,,一般陈述_0（假如郭川在④地附近海域投放一漂流瓶，该漂流瓶可能最先到达 ②地沿岸）,一般陈述_0（假如郭川在④地附近海域投放一漂流瓶，该漂流瓶可能最先到达 ②地沿岸）,,,一般陈述,一般陈述,3 15,,假如 郭川 在 ④地 附近 海域 投放 一 漂流瓶 ， 该 漂流瓶 可能 最先 到达 ②地 沿岸,假如 郭川 在 ④地 附近 海域 投放 一 漂流瓶 ， 该 漂流瓶 可能 最先 到达 ②地 沿岸,CS NR P loc NN NN VV CD M PU DT NN VV AD VV loc NN,( (IP (CP (ADVP (CS 假如)) (IP (NP (NR 郭川)) (VP (PP (P 在) (NP (NP (NR ④地) (NN 附近)) (NP (NN 海域)))) (VP (VV 投放) (QP (CD 一) (CLP (M 漂流瓶))))))) (PU ，) (NP (DP (DT 该)) (NP (NN 漂流瓶))) (VP (VV 可能) (VP (ADVP (AD 最先)) (VP (VV 到达) (NP (NP (NR ②地)) (NP (NN 沿岸))))))) )
