编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
16-C,图示两区域	河流以雨水补给为主，流量稳定,y,,,,,图示 两 区域 河流 以 雨水 补给 为主 ， 流量 稳定,图示 两 区域 河流 以 雨水 补给 为主 ， 流量 稳定,VV CD NN NN P NN NN VV PU NN VA,,一般陈述_0（图示两区域河流以雨水补给为主）一般陈述_1（图示两区域河流流量稳定）,一般陈述_0（图示两区域河流以雨水补给为主）一般陈述_1（图示两区域河流流量稳定）,,,一般陈述 一般陈述,一般陈述 一般陈述,,,图示 两 区域 河流 以 雨水补给 为主 ， 流量 稳定,图示 两 区域 河流 以 雨水补给 为主 ， 流量 稳定,NN CD NN NN P NN VV VV PU VV NN,( (IP (IP (IP (VP (VV 图示) (NP (NP (QP (CD 两)) (NP (NN 区域))) (NP (NN 河流))))) (VP (PP (P 以) (NP (NN 雨水) (NN 补给))) (VP (VV 为主)))) (PU ，) (IP (NP (NN 流量)) (VP (VA 稳定)))) )
16-C-0,图示两区域	河流以雨水补给为主,ed-ori,,,,,图示 两 区域 河流 以 雨水 补给 为 主,图示 两 区域 河流 以 雨水 补给 为 主,VV CD NN NN P NN NN VV NN,,一般陈述_0（图示两区域河流以雨水补给为主）,一般陈述_0（图示两区域河流以雨水补给为主）,,,一般陈述,一般陈述,,,图示 两 区域 河流 以 雨水补给 为 主,图示 两 区域 河流 以 雨水补给 为 主,NN CD NN NN P NN VV VV NN,( (IP (NP (NP (NP (VV 图示)) (QP (CD 两)) (NP (NN 区域))) (NP (NN 河流))) (VP (PP (P 以) (NP (NN 雨水) (NN 补给))) (VP (VV 为) (NP (NN 主))))) )
16-C-1,图示两区域	河流流量稳定,ed-mod,,,,,图示 两 区域 河流 流量 稳定,图示 两 区域 河流 流量 稳定,VV CD NN NN NN VA,,一般陈述_0（图示两区域河流流量稳定）,一般陈述_0（图示两区域河流流量稳定）,,,一般陈述,一般陈述,,,图示 两 区域 河流 流量 稳定,图示 两 区域 河流 流量 稳定,NN CD NN NN NN NN,( (IP (VP (VV 图示) (NP (NP (QP (CD 两)) (NP (NN 区域))) (NP (NN 河流))) (IP (NP (NN 流量)) (VP (VA 稳定))))) )
16-D,图示两区域	地处板块交界处，多火山、地震,y,,,8 10,,图示 两 区域 地处 板块 交界处 ， 多 火山 、 地震,图示 两 区域 地处 板块 交界处 ， 多 火山 、 地震,VV CD NN VV NN NN PU JJ term PU term,,位于_0（图示两区域，板块交界处）一般陈述_1（图示两区域，多火山、地震）,位于_0（图示两区域，板块交界处）一般陈述_1（图示两区域，多火山、地震）,0_3,0_3,位于 一般陈述,位于 一般陈述,,,图示 两 区域 地处 板块 交界处 ， 多 火山 、 地震,图示 两 区域 地处 板块 交界处 ， 多 火山 、 地震,NN CD NN VV NN NN PU AD term PU term,( (IP (VP (VV 图示) (NP (QP (CD 两)) (NP (NN 区域))) (IP (VP (VV 地处) (NP (NP (NN 板块)) (NP (NP (NN 交界处)) (PU ，) (NP (ADJP (JJ 多)) (NP (NN 火山))) (PU 、) (NP (NN 地震)))))))) )
16-D-0,图示两区域	地处板块交界处,ed-ori,,,,,图示 两 区域 地处 板块 交界处,图示 两 区域 地处 板块 交界处,VV CD NN VV NN NN,,位于_0（图示两区域，板块交界处）,位于_0（图示两区域，板块交界处）,0_3,0_3,位于,位于,,,图示 两 区域 地处 板块 交界 处,图示 两 区域 地处 板块 交界 处,NN CD NN VV NN NN,( (IP (VP (VV 图示) (NP (QP (CD 两)) (NP (NN 区域))) (IP (VP (VV 地处) (NP (NP (NN 板块)) (NP (NN 交界处))))))) )
16-D-1,图示两区域	多火山、地震,ed-ori,,,,,图示 两 区域 多 火山 、 地震,图示 两 区域 多 火山 、 地震,VV CD NN AD NN PU NN,,一般陈述_0（图示两区域多火山、地震）,一般陈述_0（图示两区域多火山、地震）,,,一般陈述,一般陈述,,,图示 两 区域 多 火山 、 地震,图示 两 区域 多 火山 、 地震,NN CD NN AD VA PU NN,( (IP (VP (VV 图示) (NP (QP (CD 两)) (NP (NN 区域)))) (PRN (ADVP (AD 多)) (NP (NN 火山) (PU 、) (NN 地震)))) )
17-A,两区域气候	均为热带气候类型,None,,,5,,两 区域 气候 均 为 热带 气候 类型,两 区域 气候 均 为 热带 气候 类型,CD NN NN AD VC term NN NN,,实体信息陈述_0（两区域，气候，热带气候类型）,实体信息陈述_0（两区域，气候，热带气候类型）,,,实体信息陈述,实体信息陈述,,,两 区域 气候 均 为 热带 气候类型,两 区域 气候 均 为 热带 气候类型,CD NN NN AD VC term NN NN,( (IP (NP (QP (CD 两)) (NP (NN 区域) (NN 气候))) (VP (ADVP (AD 均)) (VP (VC 为) (NP (NP (NN 热带) (NN 气候)) (NP (NN 类型)))))) )
17-B,两区域气候	常年受副热带高气压的控制,None,,,5,,两 区域 气候 常年 受 副热带高气压 的 控制,两 区域 气候 常年 受 副 热带 高 气压 的 控制,CD NN NN AD VV term DEG NN,,实体信息陈述_0（两区域，气候，受副热带高气压的控制）,实体信息陈述_0（两区域，气候，受副热带高气压的控制）,,,实体信息陈述,实体信息陈述,,,两 区域 气候 常年 受 副热带高气压 的 控制,两 区域 气候 常年 受 副热带高气压 的 控制,CD NN NN AD VV term DEG NN,( (IP (NP (NP (QP (CD 两)) (NP (NN 区域))) (NP (NN 气候))) (VP (ADVP (AD 常年)) (VP (VV 受) (NP (DNP (NP (NN 副热带高气压)) (DEG 的)) (NP (NN 控制)))))) )
17-C,两区域气候	以冬雨型气候为主,None,,,,,两 区域 气候 以 冬雨型 气候 为 主,两 区域 气候 以 冬雨型 气候 为 主,CD NN NN P JJ NN VV NN,,实体信息陈述_0（两区域，气候，以冬雨型气候为主）,实体信息陈述_0（两区域，气候，以冬雨型气候为主）,,,实体信息陈述,实体信息陈述,,,两 区域 气候 以 冬雨型 气候 为 主,两 区域 气候 以 冬雨型 气候 为 主,CD NN NN P JJ NN VV NN,( (IP (NP (NP (QP (CD 两)) (NP (NN 区域))) (NP (NN 气候))) (VP (PP (P 以) (NP (ADJP (JJ 冬雨型)) (NP (NN 气候)))) (VP (VV 为) (NP (NN 主))))) )
17-D,两区域气候	与气压带、风带季节移动有关,None,,,,,两 区域 气候 与 气压带 、 风带 季节 移动 有关,两 区域 气候 与 气压带 、 风带 季节 移动 有关,CD NN NN CC NN PU NN NN NN VV,,实体信息陈述_0（两区域，气候，与气压带、风带季节移动有关）,实体信息陈述_0（两区域，气候，与气压带、风带季节移动有关）,,,实体信息陈述,实体信息陈述,,,两 区域 气候 与 气 压带 、 风带 季节 移动 有关,两 区域 气候 与 气 压带 、 风带 季节 移动 有关,CD NN NN CC NN VV PU NN NN VV JJ,( (IP (NP (NP (QP (CD 两)) (NP (NP (NN 区域) (NN 气候)) (CC 与) (NP (NN 气压带) (PU 、) (NN 风带)))) (NP (NN 季节) (NN 移动))) (VP (VV 有关))) )
18-A,根据左图中等温线分布特点可知，该海区	在北半球，A处有暖流经过,y,,,3 11 15,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球 ， A处 有 暖流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球 ， A处 有 暖流 经过,P NN LC term NN NN VA PU DT NN VV term PU NN VE term VV,,位于_0（该海区，北半球）一般陈述_1（该海区A处有暖流经过）,位于_0（该海区，北半球）一般陈述_1（该海区A处有暖流经过）,0_10,0_10,位于 一般陈述,位于 一般陈述,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球 ， A处 有 暖流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球 ， A处 有 暖流 经过,P NN LC term VV NN VA PU DT NN P term PU NN VE term VV,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (IP (NP (DP (DT 该)) (NP (NN 海区))) (VP (VV 在) (NP (NN 北半球)))) (PU ，) (IP (NP (NN A处)) (VP (VE 有) (IP (NP (NN 暖流)) (VP (VV 经过)))))) )
18-A-0,根据左图中等温线分布特点可知，该海区	在北半球,ed-ori,,,3 11,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球,P NN LC term NN NN VA PU DT NN VV term,,位于_0（该海区，北半球）,位于_0（该海区，北半球）,0_10,0_10,位于,位于,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球,P NN LC term VV NN VA PU DT NN P term,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (IP (NP (DP (DT 该)) (NP (NN 海区))) (VP (VV 在) (NP (NN 北半球))))) )
18-A-1,根据左图中等温线分布特点可知，该海区	A处有暖流经过,ed-ori,,,3 12,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 暖流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 暖流 经过,P NN LC term NN NN VA PU DT NN NN VE term VV,,一般陈述_0（该海区A处有暖流经过）,一般陈述_0（该海区A处有暖流经过）,,,一般陈述,一般陈述,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 暖流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 暖流 经过,P NN LC term VV NN VA PU DT NN NN VE term VV,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (NP (DP (DT 该)) (NP (NN 海区) (NN A处))) (VP (VE 有) (IP (NP (NN 暖流)) (VP (VV 经过))))) )
18-B,根据左图中等温线分布特点可知，该海区	在北半球，A处有寒流经过,y,,,3 11 15,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球 ， A处 有 寒流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球 ， A处 有 寒流 经过,P NN LC term NN NN VA PU DT NN VV term PU NN VE term VV,,位于_0（该海区，北半球）一般陈述_1（该海区A处有寒流经过）,位于_0（该海区，北半球）一般陈述_1（该海区A处有寒流经过）,0_10,0_10,位于 一般陈述,位于 一般陈述,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球 ， A处 有 寒流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球 ， A处 有 寒流 经过,P NN LC term VV NN VA PU DT NN P term PU NN VE term VV,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (IP (NP (DP (DT 该)) (NP (NN 海区))) (VP (VV 在) (NP (NN 北半球)))) (PU ，) (IP (NP (NN A处)) (VP (VP (VE 有) (NP (NN 寒流))) (VP (VV 经过))))) )
18-B-0,根据左图中等温线分布特点可知，该海区	在北半球,ed-ori,,,3 11,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球,P NN LC term NN NN VA PU DT NN VV term,,位于_0（该海区，北半球）,位于_0（该海区，北半球）,0_10,0_10,位于,位于,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 北半球,P NN LC term VV NN VA PU DT NN P term,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (IP (NP (DP (DT 该)) (NP (NN 海区))) (VP (VV 在) (NP (NN 北半球))))) )
18-B-1,根据左图中等温线分布特点可知，该海区	A处有寒流经过,ed-ori,,,3 12,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 寒流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 寒流 经过,P NN LC term NN NN VA PU DT NN NN VE term VV,,一般陈述_0（该海区A处有寒流经过）,一般陈述_0（该海区A处有寒流经过）,,,一般陈述,一般陈述,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 寒流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 寒流 经过,P NN LC term VV NN VA PU DT NN NN VE term VV,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (IP (NP (DP (DT 该)) (NP (NN 海区) (NN A处))) (VP (VP (VE 有) (NP (NN 寒流))) (VP (VV 经过))))) )
18-C,根据左图中等温线分布特点可知，该海区	在南半球，A处有暖流经过,y,,,3 11 15,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球 ， A处 有 暖流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球 ， A处 有 暖流 经过,P NN LC term NN NN VA PU DT NN VV term PU NN VE term VV,,位于_0（该海区，南半球）一般陈述_1（该海区A处有暖流经过）,位于_0（该海区，南半球）一般陈述_1（该海区A处有暖流经过）,0_10,0_10,位于 一般陈述,位于 一般陈述,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球 ， A处 有 暖流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球 ， A处 有 暖流 经过,P NN LC term VV NN VA PU DT NN P term PU NN VE term VV,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (IP (NP (DP (DT 该)) (NP (NN 海区))) (VP (VV 在) (NP (NN 南半球)))) (PU ，) (IP (NP (NN A处)) (VP (VE 有) (IP (NP (NN 暖流)) (VP (VV 经过)))))) )
18-C-0,根据左图中等温线分布特点可知，该海区	在南半球,ed-ori,,,3 11,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球,P NN LC term NN NN VA PU DT NN VV term,,位于_0（该海区，南半球）,位于_0（该海区，南半球）,0_10,0_10,位于,位于,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球,P NN LC term VV NN VA PU DT NN P term,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (IP (NP (DP (DT 该)) (NP (NN 海区))) (VP (VV 在) (NP (NN 南半球))))) )
18-C-1,根据左图中等温线分布特点可知，该海区	A处有暖流经过,ed-ori,,,3 12,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 暖流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 暖流 经过,P NN LC term NN NN VA PU DT NN NN VE term VV,,一般陈述_0（该海区A处有暖流经过）,一般陈述_0（该海区A处有暖流经过）,,,一般陈述,一般陈述,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 暖流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 暖流 经过,P NN LC term VV NN VA PU DT NN NN VE term VV,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (NP (DP (DT 该)) (NP (NN 海区) (NN A处))) (VP (VE 有) (IP (NP (NN 暖流)) (VP (VV 经过))))) )
18-D,根据左图中等温线分布特点可知，该海区	在南半球，A处有寒流经过,y,,,3 11 15,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球 ， A处 有 寒流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球 ， A处 有 寒流 经过,P NN LC term NN NN VA PU DT NN VV term PU NN VE term VV,,位于_0（该海区，南半球）一般陈述_1（该海区A处有寒流经过）,位于_0（该海区，南半球）一般陈述_1（该海区A处有寒流经过）,0_10,0_10,位于 一般陈述,位于 一般陈述,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球 ， A处 有 寒流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球 ， A处 有 寒流 经过,P NN LC term VV NN VA PU DT NN P term PU NN VE term VV,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (IP (NP (DP (DT 该)) (NP (NN 海区))) (VP (VV 在) (NP (NN 南半球)))) (PU ，) (IP (NP (NN A处)) (VP (VP (VE 有) (NP (NN 寒流))) (VP (VV 经过))))) )
18-D-0,根据左图中等温线分布特点可知，该海区	在南半球,ed-ori,,,3 11,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球,P NN LC term NN NN VA PU DT NN VV term,,位于_0（该海区，南半球）,位于_0（该海区，南半球）,0_10,0_10,位于,位于,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 在 南半球,P NN LC term VV NN VA PU DT NN P term,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (IP (NP (DP (DT 该)) (NP (NN 海区))) (VP (VV 在) (NP (NN 南半球))))) )
18-D-1,根据左图中等温线分布特点可知，该海区	A处有寒流经过,ed-ori,,,3 12,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 寒流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 寒流 经过,P NN LC term NN NN VA PU DT NN NN VE term VV,,一般陈述_0（该海区A处有寒流经过）,一般陈述_0（该海区A处有寒流经过）,,,一般陈述,一般陈述,,,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 寒流 经过,根据 左图 中 等温线 分布 特点 可知 ， 该 海区 A处 有 寒流 经过,P NN LC term VV NN VA PU DT NN NN VE term VV,( (IP (IP (PP (P 根据) (LCP (NP (NN 左图)) (LC 中))) (NP (NN 等温线) (NN 分布) (NN 特点)) (VP (VA 可知))) (PU ，) (IP (NP (DP (DT 该)) (NP (NN 海区) (NN A处))) (VP (VP (VE 有) (NP (NN 寒流))) (VP (VV 经过))))) )
19-A,A洋流可能出现在右图中	甲处,None,,7,1,,A 洋流 可能 出现 在 右图 中 甲处,A 洋流 可能 出现 在 右图 中 甲处,NN term VV VV P NN LC loc,,一般陈述_0（A洋流可能出现在右图中甲处）,一般陈述_0（A洋流可能出现在右图中甲处）,,,一般陈述,一般陈述,,,A 洋流 可能 出现 在 右图 中 甲处,A 洋流 可能 出现 在 右图 中 甲处,NR term VV VV P NN LC loc,( (IP (NP (NN A) (NN 洋流)) (VP (VV 可能) (VP (VV 出现) (PP (P 在) (NP (LCP (NP (NN 右图)) (LC 中)) (NP (NR 甲处))))))) )
19-B,A洋流可能出现在右图中	乙处,None,,7,1,,A 洋流 可能 出现 在 右图 中 乙处,A 洋流 可能 出现 在 右图 中 乙处,NN term VV VV P NN LC loc,,一般陈述_0（A洋流可能出现在右图中乙处）,一般陈述_0（A洋流可能出现在右图中乙处）,,,一般陈述,一般陈述,,,A 洋流 可能 出现 在 右图 中 乙处,A 洋流 可能 出现 在 右图 中 乙处,NR term VV VV P NN LC loc,( (IP (NP (NN A) (NN 洋流)) (VP (VV 可能) (VP (VV 出现) (PP (P 在) (NP (LCP (NP (NN 右图)) (LC 中)) (NP (NR 乙处))))))) )
19-C,A洋流可能出现在右图中	丙处,None,,7,1,,A 洋流 可能 出现 在 右图 中 丙处,A 洋流 可能 出现 在 右图 中 丙处,NN term VV VV P NN LC loc,,一般陈述_0（A洋流可能出现在右图中丙处）,一般陈述_0（A洋流可能出现在右图中丙处）,,,一般陈述,一般陈述,,,A 洋流 可能 出现 在 右图 中 丙处,A 洋流 可能 出现 在 右图 中 丙处,NR term VV VV P NN LC loc,( (IP (NP (NN A) (NN 洋流)) (VP (VV 可能) (VP (VV 出现) (PP (P 在) (NP (LCP (NP (NN 右图)) (LC 中)) (NP (NR 丙处))))))) )
19-D,A洋流可能出现在右图中	丁处,None,,7,1,,A 洋流 可能 出现 在 右图 中 丁处,A 洋流 可能 出现 在 右图 中 丁处,NN term VV VV P NN LC loc,,一般陈述_0（A洋流可能出现在右图中丁处）,一般陈述_0（A洋流可能出现在右图中丁处）,,,一般陈述,一般陈述,,,A 洋流 可能 出现 在 右图 中 丁处,A 洋流 可能 出现 在 右图 中 丁处,NR term VV VV P NN LC loc,( (IP (NP (NN A) (NN 洋流)) (VP (VV 可能) (VP (VV 出现) (PP (P 在) (NP (LCP (NP (NN 右图)) (LC 中)) (NP (NR 丁处))))))) )
20-A,下列关于我国水资源开发的叙述，正确的是	水资源可利用量高于世界平均值,None,,,,,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 水资源 可利用量 高于 世界 平均值,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 水资源 可利用量 高于 世界 平均值,JJ P NN NN NN DEG NN PU VA DEC VC NN NN VV NN NN,,比较_0（我国，世界，水资源可利用量，水资源可利用两平均值，高于）,比较_0（我国，世界，水资源可利用量，水资源可利用两平均值，高于）,0_13,0_13,比较,比较,,,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 水资源 可 利 用量 高于 世界 平均 值,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 水资源 可 利 用量 高于 世界 平均 值,AD P NR NR VV DEC VV PU VA DEC VC NN VV VV NN VV NN AD VV,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (NN 我国) (NN 水资源)) (NP (NN 开发)))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 水资源) (NN 可利用量)) (VP (VV 高于) (NP (NN 世界) (NN 平均值)))))) )
20-B,下列关于我国水资源开发的叙述，正确的是	水资源最紧缺的地区是准噶尔盆地,None,,17,,,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 水资源 最 紧缺 的 地区 是 准噶尔盆地,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 水资源 最 紧缺 的 地区 是 准噶尔 盆地,JJ P NN NN NN DEG NN PU VA DEC VC NN AD VA DEC NN VC loc,,最值_0（准噶尔盆地，水资源，紧缺，我国）,最值_0（准噶尔盆地，水资源，紧缺，我国）,0_12,0_12,最值,最值,,,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 水资源 最 紧缺 的 地区 是 准噶尔盆地,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 水资源 最 紧缺 的 地区 是 准噶尔盆地,AD P NR NR VV DEC VV PU VA DEC VC NN AD VA DEC NN VC loc,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (NN 我国) (NN 水资源)) (NP (NN 开发)))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (CP (IP (NP (NN 水资源)) (VP (ADVP (AD 最)) (VP (VA 紧缺)))) (DEC 的)) (NP (NN 地区))) (VP (VC 是) (NP (NR 准噶尔盆地)))))) )
20-C,下列关于我国水资源开发的叙述，正确的是	解决水资源问题的核心是提高利用率,None,,,,,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 解决 水资源 问题 的 核心 是 提高 利用率,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 解决 水资源 问题 的 核心 是 提高 利用率,JJ P NN NN NN DEG NN PU VA DEC VC VV NN NN DEG NN VC VV NN,,一般陈述_0（解决水资源问题的核心是提高利用率）,一般陈述_0（解决水资源问题的核心是提高利用率）,,,一般陈述,一般陈述,,,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 解决 水资源 问题 的 核心 是 提高 利用 率,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 解决 水资源 问题 的 核心 是 提高 利用 率,AD P NR NR VV DEC VV PU VA DEC VC VV NN NN DEG NN VC VV VV VV,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (NN 我国) (NN 水资源)) (NP (NN 开发)))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (VP (VV 解决) (NP (DNP (NP (NN 水资源) (NN 问题)) (DEG 的)) (NP (NN 核心))))) (VP (VC 是) (IP (VP (VV 提高) (NP (NN 利用率)))))))) )
20-D,下列关于我国水资源开发的叙述，正确的是	解决水资源问题的根本措施是调水,None,,,,,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 解决 水资源 问题 的 根本 措施 是 调水,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 解决 水资源 问题 的 根本 措施 是 调水,JJ P NN NN NN DEG NN PU VA DEC VC VV NN NN DEC NN NN VC NN,,措施_0（水资源问题，调水）,措施_0（水资源问题，调水）,0_16,0_16,措施,措施,,,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 解决 水资源 问题 的 根本 措施 是 调水,下列 关于 我国 水资源 开发 的 叙述 ， 正确 的 是 解决 水资源 问题 的 根本 措施 是 调水,AD P NR NR VV DEC VV PU VA DEC VC VV NN NN DEC NN NN VC NN,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (NN 我国) (NN 水资源)) (NP (NN 开发)))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (CP (IP (VP (VV 解决) (NP (NN 水资源) (NN 问题)))) (DEC 的)) (NP (NN 根本) (NN 措施))) (VP (VC 是) (NP (NN 调水)))))) )
21-A,海河流域水资源开发利用率高于塔里木河流域的原因是	降水总量小,None,,0 5,,,海河流域 水资源 开发 利用率 高于 塔里木河流域 的 原因 是 降水 总量 小,海河 流域 水资源 开发 利用率 高于 塔里木河 流域 的 原因 是 降水 总量 小,loc NN NN NN VV loc DEC NN VC NN NN VA,,因果_0（海河流域比塔里木河流域降水总量小，海河流域水资源开发利用率高于塔里木河流域）,因果_0（比较_1（海河流域，塔里木河流域，降水总量，小），比较_2（海河流域，塔里木河流域，水资源开发利用率，高））,0_7-8,0_7-8 1_11 2_4,因果,因果 比较,,5,海河 流域 水资源 开发 利用率 高于 塔里木河 流域 的 原因 是 降水 总量 小,海河 流域 水资源 开发 利用率 高于 塔里 木河 流域 的 原因 是 降水 总量 小,loc NN NN NN VV loc DEG NN VC NN NN VA,( (IP (NP (NP (NR 海河流域) (NN 水资源) (NN 开发) (NN 利用率)) (CP (IP (VP (VV 高于) (NP (NR 塔里木河流域)))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 降水) (NN 总量)) (VP (VA 小))))) )
