编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
9-A,①②③④依次示意	川菜馆、湘菜馆、粤菜馆、西餐馆,None,,,,,① ② ③ ④ 依次 示意 川菜馆 、 湘菜馆 、 粤菜馆 、 西餐馆,① ② ③ ④ 依次 示意 川菜馆 、 湘菜馆 、 粤菜馆 、 西餐馆,NN NN NN NN AD VV NN PU NN PU NN PU NN,,匹配_0（①，川菜馆）匹配_1（②，湘菜馆）匹配_2（③，粤菜馆）匹配_3（④，西餐馆）,匹配_0（①，川菜馆）匹配_1（②，湘菜馆）匹配_2（③，粤菜馆）匹配_3（④，西餐馆）,0_4-5 1_4-5 2_4-5 3_4-5,0_4-5 1_4-5 2_4-5 3_4-5,匹配 匹配 匹配 匹配,匹配 匹配 匹配 匹配,,,① ② ③ ④ 依次 示意 川菜馆 、 湘菜馆 、 粤菜馆 、 西餐 馆,① ② ③ ④ 依次 示意 川菜馆 、 湘菜馆 、 粤菜馆 、 西餐 馆,NN AD VV NN AD VV NN PU NN PU NN PU NR NN,( (IP (NP (NP (NN ①) (NN ②)) (NP (NN ③) (NN ④))) (VP (ADVP (AD 依次)) (VP (VV 示意) (NP (NN 川菜馆) (PU 、) (NN 湘菜馆) (PU 、) (NN 粤菜馆) (PU 、) (NN 西餐馆))))) )
9-B,①②③④依次示意	粤菜馆、西餐馆、川菜馆、湘菜馆,None,,,,,① ② ③ ④ 依次 示意 粤菜馆 、 西餐馆 、 川菜馆 、 湘菜馆,① ② ③ ④ 依次 示意 粤菜馆 、 西餐馆 、 川菜馆 、 湘菜馆,NN NN NN NN AD VV NN PU NN PU NN PU NN,,匹配_0（①，粤菜馆）匹配_1（②，西餐馆）匹配_2（③，川菜馆）匹配_3（④，湘菜馆）,匹配_0（①，粤菜馆）匹配_1（②，西餐馆）匹配_2（③，川菜馆）匹配_3（④，湘菜馆）,0_4-5 1_4-5 2_4-5 3_4-5,0_4-5 1_4-5 2_4-5 3_4-5,匹配 匹配 匹配 匹配,匹配 匹配 匹配 匹配,,,① ② ③ ④ 依次 示意 粤菜馆 、 西 餐馆 、 川菜馆 、 湘菜 馆,① ② ③ ④ 依次 示意 粤菜馆 、 西 餐馆 、 川菜馆 、 湘菜 馆,NN AD VV NN AD VV NN PU NN NN PU NN PU NN NN,( (IP (NP (NP (NN ①) (NN ②)) (NP (NN ③) (NN ④))) (VP (ADVP (AD 依次)) (VP (VV 示意) (NP (NN 粤菜馆) (PU 、) (NN 西餐馆) (PU 、) (NN 川菜馆) (PU 、) (NN 湘菜馆))))) )
9-C,①②③④依次示意	西餐馆、川菜馆、湘菜馆、粤菜馆,None,,,,,① ② ③ ④ 依次 示意 西餐馆 、 川菜馆 、 湘菜馆 、 粤菜馆,① ② ③ ④ 依次 示意 西餐馆 、 川菜馆 、 湘菜馆 、 粤菜馆,NN NN NN NN AD VV NN PU NN PU NN PU NN,,匹配_0（①，西餐馆）匹配_1（②，川菜馆）匹配_2（③，湘菜馆）匹配_3（④，粤菜馆）,匹配_0（①，西餐馆）匹配_1（②，川菜馆）匹配_2（③，湘菜馆）匹配_3（④，粤菜馆）,0_4-5 1_4-5 2_4-5 3_4-5,0_4-5 1_4-5 2_4-5 3_4-5,匹配 匹配 匹配 匹配,匹配 匹配 匹配 匹配,,,① ② ③ ④ 依次 示意 西 餐馆 、 川菜馆 、 湘菜馆 、 粤菜 馆,① ② ③ ④ 依次 示意 西 餐馆 、 川菜馆 、 湘菜馆 、 粤菜 馆,NN AD VV NN AD VV NN PU NN PU NN PU NN NN,( (IP (NP (NP (NN ①) (NN ②)) (NP (NN ③) (NN ④))) (VP (ADVP (AD 依次)) (VP (VV 示意) (NP (NN 西餐馆) (PU 、) (NN 川菜馆) (PU 、) (NN 湘菜馆) (PU 、) (NN 粤菜馆))))) )
9-D,①②③④依次示意	湘菜馆、粤菜馆、西餐馆、川菜馆,None,,,,,① ② ③ ④ 依次 示意 湘菜馆 、 粤菜馆 、 西餐馆 、 川菜馆,① ② ③ ④ 依次 示意 湘菜馆 、 粤菜馆 、 西餐馆 、 川菜馆,NN NN NN NN AD VV NN PU NN PU NN PU NN,,匹配_0（①，湘菜馆）匹配_1（②，粤菜馆）匹配_2（③，西餐馆）匹配_3（④，川菜馆）,匹配_0（①，湘菜馆）匹配_1（②，粤菜馆）匹配_2（③，西餐馆）匹配_3（④，川菜馆）,0_4-5 1_4-5 2_4-5 3_4-5,0_4-5 1_4-5 2_4-5 3_4-5,匹配 匹配 匹配 匹配,匹配 匹配 匹配 匹配,,,① ② ③ ④ 依次 示意 湘菜馆 、 粤菜馆 、 西 餐馆 、 川菜 馆,① ② ③ ④ 依次 示意 湘菜馆 、 粤菜馆 、 西 餐馆 、 川菜 馆,NN AD VV NN AD VV NN PU NN PU NN NN PU NN NN,( (IP (NP (NP (NN ①) (NN ②)) (NP (NN ③) (NN ④))) (VP (ADVP (AD 依次)) (VP (VV 示意) (NP (NN 湘菜馆) (PU 、) (NN 粤菜馆) (PU 、) (NN 西餐馆) (PU 、) (NN 川菜馆))))) )
10-A,各类餐馆如此分布，能够	降低餐馆原料的运输成本,None,,,,,各 类 餐馆 如此 分布 ， 能够 降低 餐馆 原料 的 运输 成本,各 类 餐馆 如此 分布 ， 能够 降低 餐馆 原料 的 运输 成本,DT M NN AD VV PU VV VV NN NN DEG NN NN,,,,,,,,,,各 类 餐馆 如此 分布 ， 能够 降低 餐馆 原料 的 运输 成本,各 类 餐馆 如此 分布 ， 能够 降低 餐馆 原料 的 运输 成本,DT M NN AD VV PU VV VV NN NN DEG NN NN,( (IP (NP (DP (DT 各) (CLP (M 类))) (NP (NN 餐馆))) (VP (VP (ADVP (AD 如此)) (VP (VV 分布))) (PU ，) (VP (VV 能够) (VP (VV 降低) (NP (DNP (NP (NN 餐馆) (NN 原料)) (DEG 的)) (NP (NN 运输) (NN 成本))))))) )
10-B,各类餐馆如此分布，能够	加速农业地域类型转变,None,,,8,,各 类 餐馆 如此 分布 ， 能够 加速 农业地域类型 转变,各 类 餐馆 如此 分布 ， 能够 加速 农业 地域 类型 转变,DT M NN AD VV PU VV VV term VV,,,,,,,,,,各 类 餐馆 如此 分布 ， 能够 加速 农业地域类型 转变,各 类 餐馆 如此 分布 ， 能够 加速 农业地域类型 转变,DT M NN AD VV PU VV VV NN NN NN VV,( (IP (NP (DP (DT 各) (CLP (M 类))) (NP (NN 餐馆))) (VP (VP (ADVP (AD 如此)) (VP (VV 分布))) (PU ，) (VP (VV 能够) (VP (VV 加速) (NP (NN 农业地域类型)) (IP (VP (VV 转变))))))) )
10-C,各类餐馆如此分布，能够	促进城市服务范围的扩大,None,,,,,各 类 餐馆 如此 分布 ， 能够 促进 城市 服务 范围 的 扩大,各 类 餐馆 如此 分布 ， 能够 促进 城市 服务 范围 的 扩大,DT M NN AD VV PU VV VV NN NN NN DEG NN,,,,,,,,,,各 类 餐馆 如此 分布 ， 能够 促进 城市 服务 范围 的 扩大,各 类 餐馆 如此 分布 ， 能够 促进 城市 服务 范围 的 扩大,DT M NN AD VV PU VV VV NN NN NN DEG NN,( (IP (NP (DP (DT 各) (CLP (M 类))) (NP (NN 餐馆))) (VP (VP (ADVP (AD 如此)) (VP (VV 分布))) (PU ，) (VP (VV 能够) (VP (VV 促进) (NP (DNP (NP (NN 城市) (NN 服务) (NN 范围)) (DEG 的)) (NP (NN 扩大))))))) )
10-D,各类餐馆如此分布，能够	体现出地域文化的扩散,None,,,,,各 类 餐馆 如此 分布 ， 能够 体现 出 地域 文化 的 扩散,各 类 餐馆 如此 分布 ， 能够 体现 出 地域 文化 的 扩散,DT M NN AD VV PU VV VV VV NN NN DEG NN,,,,,,,,,,各 类 餐馆 如此 分布 ， 能够 体 现出 地域 文化 的 扩散,各 类 餐馆 如此 分布 ， 能够 体 现出 地域 文化 的 扩散,DT M NN AD VV PU VV NN VV NN NN DEG NN,( (IP (IP (NP (DP (DT 各) (CLP (M 类))) (NP (NN 餐馆))) (VP (ADVP (AD 如此)) (VP (VV 分布)))) (PU ，) (VP (VV 能够) (VP (VRD (VV 体现) (VV 出)) (NP (DNP (NP (NN 地域) (NN 文化)) (DEG 的)) (NP (NN 扩散)))))) )
11-A,土壤铜含量	因河水稀释而逐渐变小,None,,,,,土壤 铜 含量 因 河水 稀释 而 逐渐 变小,土壤 铜 含量 因 河水 稀释 而 逐渐 变小,NN NN NN P NN NN MSP AD VV,,趋势_0（土壤铜含量，#，因河水稀释，逐渐变小）,趋势_0（土壤铜含量，#，因河水稀释，逐渐变小）,0_8,0_8,趋势,趋势,,,土壤 铜 含量 因 河水 稀释 而 逐渐 变小,土壤 铜 含量 因 河水 稀释 而 逐渐 变小,NN NN NN P NN NN MSP AD VV,( (IP (NP (NN 土壤) (NN 铜) (NN 含量)) (VP (PP (P 因) (NP (NN 河水) (NN 稀释))) (VP (MSP 而) (VP (ADVP (AD 逐渐)) (VP (VV 变小)))))) )
11-B,土壤铜含量	从冶炼厂向北递增幅度小,None,,,,,土壤 铜 含量 从 冶炼厂 向 北 递增 幅度 小,土壤 铜 含量 从 冶炼厂 向 北 递增 幅度 小,NN NN NN P NN P NN VV NN VA,,实体信息陈述_0（土壤铜含量，从冶炼厂向北递增幅度，小）,实体信息陈述_0（土壤铜含量，从冶炼厂向北递增幅度，小）,,,实体信息陈述,实体信息陈述,,,土壤 铜 含量 从 冶炼厂 向 北 递增 幅度 小,土壤 铜 含量 从 冶炼厂 向 北 递增 幅度 小,NN NN NN P NN P NN VV NN VA,( (IP (IP (NP (NN 土壤) (NN 铜) (NN 含量)) (VP (PP (PP (P 从) (NP (NN 冶炼厂))) (PP (P 向) (NP (NN 北)))) (VP (VV 递增)))) (NP (NN 幅度)) (VP (VA 小))) )
11-C,土壤铜含量	高值区沿盛行风向延伸,None,,,,,土壤 铜 含量 高值区 沿 盛行 风向 延伸,土壤 铜 含量 高值区 沿 盛行 风向 延伸,NN NN NN NN P NN NN VV,,趋势_0（土壤铜含量，高值区，沿盛行风向，延伸）,趋势_0（土壤铜含量，高值区，沿盛行风向，延伸）,0_7,0_7,趋势,趋势,,,土壤 铜 含量 高值区 沿 盛行 风向 延伸,土壤 铜 含量 高值区 沿 盛行 风向 延伸,NN NN NN NN P VV VV VV,( (IP (NP (NP (NN 土壤) (NN 铜) (NN 含量)) (NP (NN 高值区))) (VP (PP (P 沿) (NP (NN 盛行) (NN 风向))) (VP (VV 延伸)))) )
11-D,土壤铜含量	在居民点大于200mg/kg,None,,,,6,土壤 铜 含量 在 居民点 大于 200mg/kg,土壤 铜 含量 在 居民点 大于 200mg / kg,NN NN NN P NN VV num,,实体信息陈述_0（居民点，土壤铜含量，大于200mg/kg）,实体信息陈述_0（居民点，土壤铜含量，大于200mg/kg）,,,实体信息陈述,实体信息陈述,,,土壤 铜 含量 在 居民点 大于 200mg/ kg,土壤 铜 含量 在 居民点 大于 200mg/ kg,NN NN NN P NN VV num,( (IP (NP (NN 土壤) (NN 铜) (NN 含量)) (VP (PP (P 在) (NP (NN 居民点))) (VP (VV 大于) (QP (CD 200mg/kg))))) )
