编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
6-D-1,该海域沿岸	为热带季风气候,ed-ori,,,4,,该 海域 沿岸 为 热带季风气候,该 海域 沿岸 为 热带 季风 气候,DT NN NN VC term,,匹配_0（该海域沿岸，热带季风气候）,匹配_0（该海域沿岸，热带季风气候）,0_0-3,0_0-3,匹配,匹配,,4,该 海域 沿岸 为 热带季风气候,该 海域 沿岸 为 热带季风气候,DT NN NN VC term,( (IP (NP (NP (DP (DT 该)) (NP (NN 海域))) (NP (NN 沿岸))) (VP (VC 为) (NP (NN 热带季风气候)))) )
7-A,图中	乙处为河流冲积扇,None,,,5,,图 中 乙处 为 河流 冲积扇,图 中 乙处 为 河流 冲积扇,NN LC NN VC NN term,,匹配_0（图中乙处，河流冲积扇）,匹配_0（图中乙处，河流冲积扇）,0_3,0_3,匹配,匹配,,,图 中 乙处 为 河流 冲积扇,图 中 乙处 为 河流 冲积扇,NN LC NN VC NN term,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 乙处))) (VP (VC 为) (NP (NN 河流) (NN 冲积扇)))) )
7-B,图中	丙处侵蚀比对岸强,None,,,3,,图 中 丙处 侵蚀 比 对岸 强,图 中 丙处 侵蚀 比 对岸 强,NN LC NN term P NN VA,,比较_0（图中丙处，对岸，侵蚀，强）,比较_0（图中丙处，对岸，侵蚀，强）,0_4-6,0_4-6,比较,比较,,,图 中 丙处 侵蚀 比 对岸 强,图 中 丙处 侵蚀 比 对岸 强,NN LC NN term P NN VA,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 丙处))) (NP (NN 侵蚀)) (VP (PP (P 比) (NP (NN 对岸))) (VP (VA 强)))) )
7-C,图中	丁处矿床为天然气,None,,,,,图 中 丁处 矿床 为 天然气,图 中 丁处 矿床 为 天然气,NN LC NN NN VC NN,,匹配_0（图中丁处矿床，天然气）,匹配_0（图中丁处矿床，天然气）,0_4,0_4,匹配,匹配,,,图 中 丁处 矿床 为 天然 气,图 中 丁处 矿床 为 天然 气,NN LC NR NN VC NN,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 丁处) (NN 矿床))) (VP (VC 为) (NP (NN 天然气)))) )
7-D,图中	戊处位于背斜谷内,None,,,4,,图 中 戊处 位于 背斜谷 内,图 中 戊处 位于 背斜谷 内,NN LC NN VV term LC,,位于_0（戊处，背斜谷）,位于_0（戊处，背斜谷）,0_3,0_3,位于,位于,,4,图 中 戊处 位于 背斜谷 内,图 中 戊处 位于 背斜谷 内,NN LC VV VV term LC,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 戊处))) (VP (VV 位于) (LCP (NP (NN 背斜谷)) (LC 内)))) )
8-①,岛内最大零售商业点位于甲村，主要形成原因是该村	地形平坦，交通便利,y,,6,,,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 地形 平坦 ， 交通 便利,岛内 最 大 零售 商业 点位于 甲村 ， 主要 形成 原因 是 该 村 地形 平坦 ， 交通 便利,NN AD JJ NN NN VV loc PU AD VV NN VC DT NN NN VA PU NN VA,,因果_0（该村地形平坦交通便利，岛内最大零售商业点位于甲村）,因果_0（该村地形平坦交通便利，岛内最大零售商业点位于甲村）,0_10-11,0_10-11,因果,因果,,,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 地形 平坦 ， 交通 便利,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 地形 平坦 ， 交通 便利,NN AD JJ NN NN NN P loc PU AD VV NN VC DT NN NN NN PU NN NN,( (IP (IP (NP (NP (NN 岛内)) (ADJP (ADVP (AD 最)) (ADJP (JJ 大))) (NP (NN 零售) (NN 商业点))) (VP (VV 位于) (NP (NR 甲村)))) (PU ，) (NP (CP (IP (VP (ADVP (AD 主要)) (VP (VV 形成))))) (NP (NN 原因))) (VP (VC 是) (IP (IP (NP (DP (DT 该)) (NP (NN 村))) (NP (NN 地形)) (VP (VA 平坦))) (PU ，) (IP (NP (NN 交通)) (VP (VA 便利)))))) )
8-①-0,岛内最大零售商业点位于甲村，主要形成原因是该村	地形平坦,ed-ori,,6,,,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 地形 平坦,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 地形 平坦,NN AD JJ NN NN VV loc PU AD VV NN VC DT NN NN VA,,因果_0（该村地形平坦，岛内最大零售商业点位于甲村）,因果_0（该村地形平坦，岛内最大零售商业点位于甲村）,0_10-11,0_10-11,因果,因果,,,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 地形 平坦,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 地形 平坦,NN AD JJ NN NN NN P loc PU AD VV NN VC DT NN NN NN,( (IP (NP (NP (NN 岛内)) (ADJP (ADVP (AD 最)) (ADJP (JJ 大))) (NP (NN 零售) (NN 商业点))) (VP (VP (VV 位于) (NP (NR 甲村))) (PU ，) (VP (IP (VP (ADVP (AD 主要)) (VP (VV 形成) (NP (NN 原因))))) (VP (VC 是) (NP (NP (DP (DT 该)) (NP (NN 村))) (NP (NN 地形))) (IP (VP (VA 平坦))))))) )
8-①-1,岛内最大零售商业点位于甲村，主要形成原因是该村	交通便利,ed-ori,,6,,,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 交通 便利,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 交通 便利,NN AD JJ NN NN VV loc PU AD VV NN VC DT NN NN VA,,因果_0（该村交通便利，岛内最大零售商业点位于甲村）,因果_0（该村交通便利，岛内最大零售商业点位于甲村）,0_10-11,0_10-11,因果,因果,,,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 交通 便利,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 交通 便利,NN AD JJ NN NN NN P loc PU AD VV NN VC DT NN NN NN,( (IP (IP (NP (NP (NN 岛内)) (ADJP (ADVP (AD 最)) (ADJP (JJ 大))) (NP (NN 零售) (NN 商业点))) (VP (VV 位于) (NP (NR 甲村)))) (PU ，) (IP (NP (CP (IP (VP (ADVP (AD 主要)) (VP (VV 形成))))) (NP (NN 原因))) (VP (VC 是) (IP (NP (NP (DP (DT 该)) (NP (NN 村))) (NP (NN 交通))) (VP (VA 便利)))))) )
8-②,岛内最大零售商业点位于甲村，主要形成原因是该村	商业从业人口多,None,,6,,,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 商业 从业 人口 多,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 商业 从业 人口 多,NN AD JJ NN NN VV loc PU AD VV NN VC DT NN NN JJ NN VA,,因果_0（该村商业从业人口多，岛内最大零售商业点位于甲村）,因果_0（该村商业从业人口多，岛内最大零售商业点位于甲村）,0_10-11,0_10-11,因果,因果,,,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 商业 从业 人口 多,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 商业 从业 人口 多,NN AD JJ NN NN NN P loc PU AD VV NN VC DT NN NN JJ NN VA,( (IP (IP (NP (NP (NN 岛内)) (ADJP (ADVP (AD 最)) (ADJP (JJ 大))) (NP (NN 零售) (NN 商业点))) (VP (VV 位于) (NP (NR 甲村)))) (PU ，) (IP (NP (CP (IP (VP (ADVP (AD 主要)) (VP (VV 形成))))) (NP (NN 原因))) (VP (VC 是) (IP (NP (NP (DP (DT 该)) (NP (NN 村))) (NP (NN 商业)) (ADJP (JJ 从业)) (NP (NN 人口))) (VP (VA 多)))))) )
8-③,岛内最大零售商业点位于甲村，主要形成原因是该村	商业组织形式复杂,None,,6,,,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 商业 组织 形式 复杂,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 商业 组织 形式 复杂,NN AD JJ NN NN VV loc PU AD VV NN VC DT NN NN NN NN VA,,因果_0（该村商业组织形式复杂，岛内最大零售商业点位于甲村）,因果_0（该村商业组织形式复杂，岛内最大零售商业点位于甲村）,0_10-11,0_10-11,因果,因果,,,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 商业 组织 形式 复杂,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 商业 组织 形式 复杂,NN AD JJ NN NN NN P loc PU AD VV NN VC DT NN NN NN NN VA,( (IP (IP (NP (NP (NN 岛内)) (ADJP (ADVP (AD 最)) (ADJP (JJ 大))) (NP (NN 零售) (NN 商业点))) (VP (VV 位于) (NP (NR 甲村)))) (PU ，) (NP (CP (IP (VP (ADVP (AD 主要)) (VP (VV 形成))))) (NP (NN 原因))) (VP (VC 是) (IP (NP (NP (DP (DT 该)) (NP (NN 村))) (NP (NN 商业) (NN 组织))) (NP (NN 形式)) (VP (VA 复杂))))) )
8-④,岛内最大零售商业点位于甲村，主要形成原因是该村	人口数量大,None,,6,,,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 人口 数量 大,岛内 最 大 零售 商业点 位于 甲村 ， 主要 形成 原因 是 该 村 人口 数量 大,NN AD JJ NN NN VV loc PU AD VV NN VC DT NN NN NN VA,,因果_0（该村人口数量大，岛内最大零售商业点位于甲村）,因果_0（该村人口数量大，岛内最大零售商业点位于甲村）,0_10-11,0_10-11,因果,因果,,,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 人口 数量 大,岛内 最 大 零售 商业 点位 于甲村 ， 主要 形成 原因 是 该 村 人口 数量 大,NN AD JJ NN NN NN P loc PU AD VV NN VC DT NN NN NN JJ,( (IP (IP (NP (NP (NN 岛内)) (ADJP (ADVP (AD 最)) (ADJP (JJ 大))) (NP (NN 零售) (NN 商业点))) (VP (VV 位于) (NP (NR 甲村)))) (PU ，) (NP (CP (IP (VP (ADVP (AD 主要)) (VP (VV 形成))))) (NP (NN 原因))) (VP (VC 是) (IP (NP (NP (NP (DP (DT 该)) (NP (NN 村))) (NP (NN 人口))) (NP (NN 数量))) (VP (VA 大))))) )
9-A,在海岛开发的过程中，该岛	人口容量最主要受耕地资源、矿产资源限制,None,,,,,在 海岛 开发 的 过程 中 ， 该 岛 人口 容量 最 主要 受 耕地 资源 、 矿产 资源 限制,在 海岛 开发 的 过程 中 ， 该 岛 人口 容量 最 主要 受 耕地 资源 、 矿产 资源 限制,P NN VV DEC NN LC PU loc NN NN NN AD AD VV NN NN PU NN NN NN,,影响_0（耕地资源，矿产资源，在海岛开发的过程中该岛人口容量）,影响_0（耕地资源，矿产资源，在海岛开发的过程中该岛人口容量）,0_13-19,0_13-19,影响,影响,,,在 海岛 开发 的 过程 中 ， 该 岛 人口 容量 最 主要 受 耕地 资源 、 矿产 资源 限制,在 海岛 开发 的 过程 中 ， 该 岛 人口 容量 最 主要 受 耕地 资源 、 矿产 资源 限制,P NN VV DEC NN LC PU loc NN NN NN AD AD VV NN NN PU NN NN NN,( (IP (PP (P 在) (LCP (NP (CP (IP (NP (NN 海岛)) (VP (VV 开发))) (DEC 的)) (NP (NN 过程))) (LC 中))) (PU ，) (NP (NP (NR 该) (NN 岛)) (NP (NN 人口) (NN 容量))) (VP (ADVP (AD 最)) (ADVP (AD 主要)) (VP (VV 受) (NP (NP (NN 耕地) (NN 资源)) (PU 、) (NP (NP (NN 矿产) (NN 资源)) (NP (NN 限制))))))) )
9-B,在海岛开发的过程中，该岛	适宜大面积种植水稻、甜菜、香蕉和橡胶,None,,,,,在 海岛 开发 的 过程 中 ， 该 岛 适宜 大 面积 种植 水稻 、 甜菜 、 香蕉 和 橡胶,在 海岛 开发 的 过程 中 ， 该 岛 适宜 大 面积 种植 水稻 、 甜菜 、 香蕉 和 橡胶,P NN VV DEC NN LC PU DT NN VV JJ NN VV NN PU NN PU NN CC NN,,实体信息陈述_0（该岛，在海岛开发的过程中，适宜大面积种植水稻、甜菜、香蕉和橡胶）,影响_0（耕地资源，矿产资源，在海岛开发的过程中该岛人口容量）,0_7,0_13-19,实体信息陈述,影响,,,在 海岛 开发 的 过程 中 ， 该 岛 适宜 大面积 种植 水稻 、 甜菜 、 香蕉 和 橡胶,在 海岛 开发 的 过程 中 ， 该 岛 适宜 大面积 种植 水稻 、 甜菜 、 香蕉 和 橡胶,P NN VV DEC NN LC PU DT NN VV JJ NN VV NN PU NN PU NN CC NN,( (IP (PP (P 在) (LCP (NP (CP (IP (NP (NN 海岛)) (VP (VV 开发))) (DEC 的)) (NP (NN 过程))) (LC 中))) (PU ，) (NP (DP (DT 该)) (NP (NN 岛))) (VP (VP (VV 适宜) (NP (ADJP (JJ 大)) (NP (NN 面积)))) (VP (VV 种植) (NP (NN 水稻) (PU 、) (NN 甜菜) (PU 、) (NN 香蕉) (CC 和) (NN 橡胶))))) )
9-C,在海岛开发的过程中，该岛	河流入海口处地势开阔，适宜建设深水港,y,,,,,在 海岛 开发 的 过程 中 ， 该 岛 河流 入海口 处 地势 开阔 ， 适宜 建设 深水港,在 海岛 开发 的 过程 中 ， 该 岛 河流 入海口 处 地势 开阔 ， 适宜 建设 深水港,P NN VV DEC NN LC PU DT NN NN NN NN NN VA PU VV VV NN,,因果_0（河流入海口处地势开阔，建设深水港）,因果_0（河流入海口处地势开阔，建设深水港）,0_15,0_15,因果,因果,,,在 海岛 开发 的 过程 中 ， 该 岛 河 流入 海口 处 地势 开阔 ， 适宜 建设 深水 港,在 海岛 开发 的 过程 中 ， 该 岛 河流 入海口 处 地势 开阔 ， 适宜 建设 深水 港,P NN VV DEC NN LC PU DT NN AD VV NN NN VA PU VV VV NN NR,( (IP (IP (PP (P 在) (LCP (NP (CP (IP (NP (NN 海岛)) (VP (VV 开发))) (DEC 的)) (NP (NN 过程))) (LC 中))) (PU ，) (NP (NP (DP (DT 该)) (NP (NN 岛))) (NP (NN 河流) (NN 入海口) (NN 处))) (NP (NN 地势)) (VP (VA 开阔))) (PU ，) (IP (VP (VCD (VV 适宜) (VV 建设)) (NP (NN 深水港))))) )
9-C-0,在海岛开发的过程中，该岛	河流入海口处地势开阔,ed-ori,,,,,在 海岛 开发 的 过程 中 ， 该 岛 河流 入海口 处 地势 开阔,在 海岛 开发 的 过程 中 ， 该 岛 河流 入海口 处 地势 开阔,P NN VV DEC NN LC PU DT NN NN NN NN NN VA,,实体信息陈述_0（该岛，在海岛开发的过程中，河流入海口处地势开阔）,实体信息陈述_0（该岛，在海岛开发的过程中，河流入海口处地势开阔）,0_7,0_7,实体信息陈述,实体信息陈述,,,在 海岛 开发 的 过程 中 ， 该 岛 河 流入 海口 处 地势 开阔,在 海岛 开发 的 过程 中 ， 该 岛 河流 入海口 处 地势 开阔,P NN VV DEC NN LC PU DT NN AD VV NN NN VA,( (IP (PP (P 在) (LCP (NP (CP (IP (NP (NN 海岛)) (VP (VV 开发))) (DEC 的)) (NP (NN 过程))) (LC 中))) (PU ，) (NP (NP (DP (DT 该)) (NP (NN 岛))) (NP (NN 河流) (NN 入海口) (NN 处))) (NP (NN 地势)) (VP (VA 开阔))) )
9-C-1,在海岛开发的过程中，该岛	适宜建设深水港,ed-ori,,,,,在 海岛 开发 的 过程 中 ， 该 岛 适宜 建设 深水港,在 海岛 开发 的 过程 中 ， 该 岛 适宜 建设 深水港,P NN VV DEC NN LC PU DT NN VV VV NN,,实体信息陈述_0（该岛，在海岛开发的过程中，适宜建设深水港）,实体信息陈述_0（该岛，在海岛开发的过程中，适宜建设深水港）,0_7,0_7,实体信息陈述,实体信息陈述,,,在 海岛 开发 的 过程 中 ， 该 岛 适宜 建设 深水 港,在 海岛 开发 的 过程 中 ， 该 岛 适宜 建设 深水 港,P NN VV DEC NN LC PU DT NN VV VV NN NR,( (IP (PP (P 在) (LCP (NP (CP (IP (NP (NN 海岛)) (VP (VV 开发))) (DEC 的)) (NP (NN 过程))) (LC 中))) (PU ，) (IP (IP (NP (DP (DT 该)) (NP (NN 岛))) (VP (VV 适宜))) (VP (VV 建设) (NP (NN 深水港))))) )
9-D,在海岛开发的过程中，该岛	需要防范强风、暴雨、风暴潮等自然灾害,None,,,15,,在 海岛 开发 的 过程 中 ， 该 岛 需要 防范 强风 、 暴雨 、 风暴潮 等 自然 灾害,在 海岛 开发 的 过程 中 ， 该 岛 需要 防范 强风 、 暴雨 、 风暴潮 等 自然 灾害,P NN VV DEC NN LC PU DT NN VV VV NN PU NN PU term ETC NN NN,,实体信息陈述_0（该岛，在海岛开发的过程中，需要防范强风、暴雨、风暴潮等自然灾害）,实体信息陈述_0（该岛，在海岛开发的过程中，需要防范强风、暴雨、风暴潮等自然灾害）,0_7,0_7,实体信息陈述,实体信息陈述,,,在 海岛 开发 的 过程 中 ， 该 岛 需要 防范 强风 、 暴雨 、 风暴潮 等 自然 灾害,在 海岛 开发 的 过程 中 ， 该 岛 需要 防范 强风 、 暴雨 、 风暴潮 等 自然 灾害,P NN VV DEC NN LC PU DT NN VV VV NN PU NN PU term ETC NN NN,( (IP (PP (P 在) (LCP (NP (CP (IP (NP (NN 海岛)) (VP (VV 开发))) (DEC 的)) (NP (NN 过程))) (LC 中))) (PU ，) (NP (DP (DT 该)) (NP (NN 岛))) (VP (VV 需要) (VP (VV 防范) (NP (NP (NN 强风) (PU 、) (NN 暴雨) (PU 、) (NN 风暴潮) (ETC 等)) (NP (NN 自然) (NN 灾害)))))) )
10-A,接受湖北输出货运量最多的省份（直辖市）位于湖北以	南,None,,12,,,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北以南,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以南,VV NR NN NN AD VA DEC NN PU NN PU VV loc,,位于_0（接受湖北输出货运量最多的省份直辖市，湖北以南）,位于_0（接受湖北输出货运量最多的省份直辖市，湖北以南）,0_11,0_11,位于,位于,,12,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以南,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以南,VV NR NN NN AD VA DEC NN PU NN PU VV loc,( (IP (NP (NP (CP (IP (VP (VP (VV 接受) (NP (NP (NR 湖北)) (NP (NN 输出) (NN 货运量)))) (VP (ADVP (AD 最)) (VP (VA 多))))) (DEC 的)) (NP (NN 省份))) (NP (PU （) (NN 直辖市) (PU ）))) (VP (VV 位于) (NP (NR 湖北以南)))) )
10-B,接受湖北输出货运量最多的省份（直辖市）位于湖北以	北,None,,12,,,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北以北,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以北,VV NR NN NN AD VA DEC NN PU NN PU VV loc,,位于_0（接受湖北输出货运量最多的省份直辖市，湖北以北）,位于_0（接受湖北输出货运量最多的省份直辖市，湖北以北）,0_11,0_11,位于,位于,,12,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以北,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以北,VV NR NN NN AD VA DEC NN PU NN PU VV loc,( (IP (NP (NP (CP (IP (VP (VP (VV 接受) (NP (NP (NR 湖北)) (NP (NN 输出) (NN 货运量)))) (VP (ADVP (AD 最)) (VP (VA 多))))) (DEC 的)) (NP (NN 省份))) (NP (PU （) (NN 直辖市) (PU ）))) (VP (VV 位于) (NP (NR 湖北以北)))) )
10-C,接受湖北输出货运量最多的省份（直辖市）位于湖北以	东,None,,12,,,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北以东,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以东,VV NR NN NN AD VA DEC NN PU NN PU VV loc,,位于_0（接受湖北输出货运量最多的省份直辖市，湖北以东）,位于_0（接受湖北输出货运量最多的省份直辖市，湖北以东）,0_11,0_11,位于,位于,,12,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以东,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以东,VV NR NN NN AD VA DEC NN PU NN PU VV loc,( (IP (NP (NP (CP (IP (VP (VP (VV 接受) (NP (NP (NR 湖北)) (NP (NN 输出) (NN 货运量)))) (VP (ADVP (AD 最)) (VP (VA 多))))) (DEC 的)) (NP (NN 省份))) (NP (PU （) (NN 直辖市) (PU ）))) (VP (VV 位于) (NP (NR 湖北以东)))) )
10-D,接受湖北输出货运量最多的省份（直辖市）位于湖北以	西,None,,12,,,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北以西,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以西,VV NR NN NN AD VA DEC NN PU NN PU VV loc,,位于_0（接受湖北输出货运量最多的省份直辖市，湖北以西）,位于_0（接受湖北输出货运量最多的省份直辖市，湖北以西）,0_11,0_11,位于,位于,,12,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以西,接受 湖北 输出 货运量 最 多 的 省份 （ 直辖市 ） 位于 湖北 以西,VV NR NN NN AD VA DEC NN PU NN PU VV loc,( (IP (NP (NP (CP (IP (VP (VP (VV 接受) (NP (NP (NR 湖北)) (NP (NN 输出) (NN 货运量)))) (VP (ADVP (AD 最)) (VP (VA 多))))) (DEC 的)) (NP (NN 省份))) (NP (PU （) (NN 直辖市) (PU ）))) (VP (VV 位于) (NP (NR 湖北以西)))) )
11-A,承担由邻省（直辖市）输入湖北的货运量最大的铁路线是	京沪线、京广线,None,,7 15 17,,,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京沪线 、 京广线,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京沪线 、 京广线,VV P NN PU NN PU VV loc DEG NN AD VA DEC NN VC loc PU loc,,匹配_0（承担由邻省直辖市输入湖北的货运量最大的铁路线，京沪线、京广线）,匹配_0（承担由邻省直辖市输入湖北的货运量最大的铁路线，京沪线、京广线）,0_14,0_14,匹配,匹配,,,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京沪线 、 京广 线,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京沪线 、 京广 线,VV P NN PU NN PU VV loc DEG NN AD VA DEC NN VC NN PU NN,( (IP (IP (VP (VV 承担) (NP (CP (IP (VP (VP (PP (P 由) (NP (NN 邻省) (PU （) (NN 直辖市))) (PU ）) (VP (VV 输入) (NP (DNP (NP (NR 湖北)) (DEG 的)) (NP (NN 货运量))))) (VP (ADVP (AD 最)) (VP (VA 大))))) (DEC 的)) (NP (NN 铁路线))))) (VP (VC 是) (NP (NR 京沪线) (PU 、) (NR 京广线)))) )
11-B,承担由邻省（直辖市）输入湖北的货运量最大的铁路线是	京广线、焦枝线,None,,7 15 17,,,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京广线 、 焦枝线,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京广线 、 焦枝线,VV P NN PU NN PU VV loc DEG NN AD VA DEC NN VC loc PU loc,,匹配_0（承担由邻省直辖市输入湖北的货运量最大的铁路线，京广线、焦枝线）,匹配_0（承担由邻省直辖市输入湖北的货运量最大的铁路线，京广线、焦枝线）,0_14,0_14,匹配,匹配,,,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京广线 、 焦枝 线,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京广线 、 焦枝 线,VV P NN PU NN PU VV loc DEG NN AD VA DEC NN VC NN PU NN,( (IP (IP (VP (VV 承担) (NP (CP (IP (VP (VP (PP (P 由) (NP (NN 邻省) (PU （) (NN 直辖市))) (PU ）) (VP (VV 输入) (NP (DNP (NP (NR 湖北)) (DEG 的)) (NP (NN 货运量))))) (VP (ADVP (AD 最)) (VP (VA 大))))) (DEC 的)) (NP (NN 铁路线))))) (VP (VC 是) (NP (NR 京广线) (PU 、) (NR 焦枝线)))) )
11-C,承担由邻省（直辖市）输入湖北的货运量最大的铁路线是	京九线、枝柳线,None,,7 15 17,,,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京九线 、 枝柳线,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京九线 、 枝柳线,VV P NN PU NN PU VV loc DEG NN AD VA DEC NN VC loc PU loc,,匹配_0（承担由邻省直辖市输入湖北的货运量最大的铁路线，京九线、枝柳线）,匹配_0（承担由邻省直辖市输入湖北的货运量最大的铁路线，京九线、枝柳线）,0_14,0_14,匹配,匹配,,,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京九线 、 枝柳线,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 京九线 、 枝柳线,VV P NN PU NN PU VV loc DEG NN AD VA DEC NN VC NN PU NN,( (IP (IP (VP (VV 承担) (NP (CP (IP (VP (VP (PP (P 由) (NP (NN 邻省) (PU （) (NN 直辖市))) (PU ）) (VP (VV 输入) (NP (DNP (NP (NR 湖北)) (DEG 的)) (NP (NN 货运量))))) (VP (ADVP (AD 最)) (VP (VA 大))))) (DEC 的)) (NP (NN 铁路线))))) (VP (VC 是) (NP (NR 京九线) (PU 、) (NR 枝柳线)))) )
11-D,承担由邻省（直辖市）输入湖北的货运量最大的铁路线是	陇海线、焦枝线,None,,7 15 17,,,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 陇海线 、 焦枝线,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 陇海线 、 焦枝线,VV P NN PU NN PU VV loc DEG NN AD VA DEC NN VC loc PU loc,,匹配_0（承担由邻省直辖市输入湖北的货运量最大的铁路线，陇海线、焦枝线）,匹配_0（承担由邻省直辖市输入湖北的货运量最大的铁路线，陇海线、焦枝线）,0_14,0_14,匹配,匹配,,,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 陇海线 、 焦枝 线,承担 由 邻省 （ 直辖市 ） 输入 湖北 的 货运量 最 大 的 铁路线 是 陇海线 、 焦枝 线,VV P NN PU NN PU VV loc DEG NN AD VA DEC NN VC NN PU NN,( (IP (IP (VP (VV 承担) (NP (CP (IP (VP (VP (PP (P 由) (NP (NN 邻省) (PU （) (NN 直辖市))) (PU ）) (VP (VV 输入) (NP (DNP (NP (NR 湖北)) (DEG 的)) (NP (NN 货运量))))) (VP (ADVP (AD 最)) (VP (VA 大))))) (DEC 的)) (NP (NN 铁路线))))) (VP (VC 是) (NP (NR 陇海线) (PU 、) (NR 焦枝线)))) )
