编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
11-④,天津是我国传统的自行车生产基地，我国第一辆自行车诞生在此。进入21世纪，天津已陆续引进企业33家，吸引投资55亿元，建成集研发、生产、交易、展示等多种功能于一体的全国最大的自行车创意产业基地。该产业基地的建立，反映出自行车产业的	产业转移,None,17,19,,10 24 29,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一辆 自行车 诞生 在 此 。 进入 21世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 该 产业 基地 的 建立 ， 反映 出 自行车 产业 的 产业 转移,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21 世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 该 产业 基地 的 建立 ， 反映 出 自行车 产业 的 产业 转移,NR VC NR JJ DEG NN NN NN PU NR num NN VV P PN PU VV time PU loc AD AD VV NN num M PU VV NN num PU VV VV NN PU NN PU NN PU NN ETC NN NN P NN DEC NN AD VA DEC NN NN NN NN PU DT NN NN DEG NN PU VV VV NN NN DEG NN NN,,实体信息陈述_0（该产业基地的建立，反映出，自行车产业的产业转移）,实体信息陈述_0（该产业基地的建立，反映出，自行车产业的产业转移）,,,实体信息陈述,实体信息陈述,,20,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 该 产业 基地 的 建立 ， 反映 出 自行车 产业 的 产业 转移,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21 世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 该 产业 基地 的 建立 ， 反映 出 自行车 产业 的 产业 转移,NR VC NR JJ DEG NN NN NN PU NR num NN VV P PN PU VV time PU loc AD AD VV NN num M PU VV VV num PU VV VV NN PU NN PU NN PU NN ETC NN NN P NN DEC NN AD VA DEC NN NN NN NN PU DT NN NN DEG NN PU VV VV NN NN DEG NN VV,( (IP (IP (NP (NR 天津)) (VP (VC 是) (NP (NP (NR 我国)) (DNP (ADJP (JJ 传统)) (DEG 的)) (NP (NN 自行车) (NN 生产) (NN 基地))))) (PU ，) (IP (NP (QP (NP (NR 我国)) (QP (CD 第一辆))) (NP (NN 自行车))) (VP (VV 诞生) (PP (P 在) (NP (PN 此))))) (PU 。) (IP (IP (VP (VV 进入) (NP (NT 21世纪)))) (PU ，) (NP (NR 天津)) (VP (VP (ADVP (AD 已)) (ADVP (AD 陆续)) (VP (VV 引进) (NP (NN 企业)) (QP (CD 33) (CLP (M 家))))) (PU ，) (VP (VV 吸引) (NP (NN 投资)) (QP (CD 55亿元))) (PU ，) (VP (VV 建成) (NP (CP (IP (VP (VV 集) (NP (NP (NN 研发) (PU 、) (NN 生产) (PU 、) (NN 交易) (PU 、) (NN 展示) (ETC 等)) (NP (NN 多种) (NN 功能))) (PP (P 于) (NP (NN 一体))))) (DEC 的)) (CP (IP (VP (NP (NN 全国)) (ADVP (AD 最)) (VP (VA 大)))) (DEC 的)) (NP (NN 自行车) (NN 创意)) (NP (NN 产业) (NN 基地)))))) (PU 。) (NP (DNP (NP (DP (DT 该)) (NP (NN 产业) (NN 基地))) (DEG 的)) (NP (NN 建立))) (PU ，) (VP (VRD (VV 反映) (VV 出)) (NP (DNP (NP (NN 自行车) (NN 产业)) (DEG 的)) (NP (NN 产业) (NN 转移))))) )
12-A,天津是我国传统的自行车生产基地，我国第一辆自行车诞生在此。进入21世纪，天津已陆续引进企业33家，吸引投资55亿元，建成集研发、生产、交易、展示等多种功能于一体的全国最大的自行车创意产业基地。此类产业基地的建立，对天津市发展的影响是	增加就业压力,None,17,19 63,,10 24 29,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一辆 自行车 诞生 在 此 。 进入 21世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 增加 就业 压力,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21 世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 增加 就业 压力,NR VC NR JJ DEG NN NN NN PU NR num NN VV P PN PU VV time PU loc AD AD VV NN num M PU VV NN num PU VV VV NN PU NN PU NN PU NN ETC NN NN P NN DEC NN AD VA DEC NN NN NN NN PU DT M NN NN DEG NN PU P loc NN DEG NN VC VV NN NN,,影响_0（此类产业基地的建立，天津市发展，增加就业压力）,影响_0（此类产业基地的建立，天津市发展，趋势_1（就业压力，#，#，增加））,0_62-65-66-67,0_62-65-66-67 1_68,影响,影响 趋势,,20 64,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 增加 就业 压力,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21 世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 增加 就业 压力,NR VC NR JJ DEG NN NN NN PU NR num NN VV P PN PU VV time PU loc AD AD VV NN num M PU VV VV num PU VV VV NN PU NN PU NN PU NN ETC NN NN P NN DEC NN AD VA DEC NN NN NN NN PU DT M NN NN DEG NN PU P loc NN DEG NN VC VV NN NN,( (IP (IP (NP (NR 天津)) (VP (VC 是) (NP (NP (NR 我国)) (DNP (ADJP (JJ 传统)) (DEG 的)) (NP (NN 自行车) (NN 生产) (NN 基地))))) (PU ，) (IP (NP (QP (NP (NR 我国)) (QP (CD 第一辆))) (NP (NN 自行车))) (VP (VV 诞生) (PP (P 在) (NP (PN 此))))) (PU 。) (IP (IP (VP (VV 进入) (NP (NT 21世纪)))) (PU ，) (NP (NR 天津)) (VP (VP (ADVP (AD 已)) (ADVP (AD 陆续)) (VP (VV 引进) (NP (NN 企业)) (QP (CD 33) (CLP (M 家))))) (PU ，) (VP (VV 吸引) (NP (NN 投资)) (QP (CD 55亿元))) (PU ，) (VP (VV 建成) (NP (CP (IP (VP (VV 集) (NP (NP (NN 研发) (PU 、) (NN 生产) (PU 、) (NN 交易) (PU 、) (NN 展示) (ETC 等)) (NP (NN 多种) (NN 功能))) (PP (P 于) (NP (NN 一体))))) (DEC 的)) (CP (IP (VP (NP (NN 全国)) (ADVP (AD 最)) (VP (VA 大)))) (DEC 的)) (NP (NN 自行车) (NN 创意)) (NP (NN 产业) (NN 基地)))))) (PU 。) (IP (NP (DNP (NP (DP (DT 此) (CLP (M 类))) (NP (NN 产业) (NN 基地))) (DEG 的)) (NP (NN 建立))) (PU ，) (VP (PP (P 对) (NP (DNP (NP (NP (NR 天津市)) (NP (NN 发展))) (DEG 的)) (NP (NN 影响)))) (VP (VC 是) (IP (VP (VV 增加) (NP (NN 就业) (NN 压力)))))))) )
12-B,天津是我国传统的自行车生产基地，我国第一辆自行车诞生在此。进入21世纪，天津已陆续引进企业33家，吸引投资55亿元，建成集研发、生产、交易、展示等多种功能于一体的全国最大的自行车创意产业基地。此类产业基地的建立，对天津市发展的影响是	加剧能源紧张的局面,None,17,19 63,,10 24 29,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一辆 自行车 诞生 在 此 。 进入 21世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 加剧 能源 紧张 的 局面,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21 世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 加剧 能源 紧张 的 局面,NR VC NR JJ DEG NN NN NN PU NR num NN VV P PN PU VV time PU loc AD AD VV NN num M PU VV NN num PU VV VV NN PU NN PU NN PU NN ETC NN NN P NN DEC NN AD VA DEC NN NN NN NN PU DT M NN NN DEG NN PU P loc NN DEG NN VC VV NN VA DEC NN,,影响_0（此类产业基地的建立，天津市发展，加剧能源紧张的局面）,影响_0（此类产业基地的建立，天津市发展，趋势_1（能源紧张的局面就业压力，#，#，加剧））,0_62-65-66-67,0_62-65-66-67 1_68,影响,影响 趋势,,20 64,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 加剧 能源 紧张 的 局面,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21 世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 加剧 能源 紧张 的 局面,NR VC NR JJ DEG NN NN NN PU NR num NN VV P PN PU VV time PU loc AD AD VV NN num M PU VV VV num PU VV VV NN PU NN PU NN PU NN ETC NN NN P NN DEC NN AD VA DEC NN NN NN NN PU DT M NN NN DEG NN PU P loc NN DEG NN VC VV NN VA DEC NN,( (IP (IP (NP (NR 天津)) (VP (VC 是) (NP (NP (NR 我国)) (DNP (ADJP (JJ 传统)) (DEG 的)) (NP (NN 自行车) (NN 生产) (NN 基地))))) (PU ，) (IP (NP (QP (NP (NR 我国)) (QP (CD 第一辆))) (NP (NN 自行车))) (VP (VV 诞生) (PP (P 在) (NP (PN 此))))) (PU 。) (IP (IP (VP (VV 进入) (NP (NT 21世纪)))) (PU ，) (NP (NR 天津)) (VP (VP (ADVP (AD 已)) (ADVP (AD 陆续)) (VP (VV 引进) (NP (NN 企业)) (QP (CD 33) (CLP (M 家))))) (PU ，) (VP (VV 吸引) (NP (NN 投资)) (QP (CD 55亿元))) (PU ，) (VP (VV 建成) (NP (CP (IP (VP (VV 集) (NP (NP (NN 研发) (PU 、) (NN 生产) (PU 、) (NN 交易) (PU 、) (NN 展示) (ETC 等)) (NP (NN 多种) (NN 功能))) (PP (P 于) (NP (NN 一体))))) (DEC 的)) (CP (IP (VP (NP (NN 全国)) (ADVP (AD 最)) (VP (VA 大)))) (DEC 的)) (NP (NN 自行车) (NN 创意)) (NP (NN 产业) (NN 基地)))))) (PU 。) (IP (NP (DNP (NP (DP (DT 此) (CLP (M 类))) (NP (NN 产业) (NN 基地))) (DEG 的)) (NP (NN 建立))) (PU ，) (VP (PP (P 对) (NP (DNP (NP (NP (NR 天津市)) (NP (NN 发展))) (DEG 的)) (NP (NN 影响)))) (VP (VC 是) (NP (CP (IP (NP (CP (IP (VV 加剧))) (NP (NN 能源))) (VP (VA 紧张))) (DEC 的)) (NP (NN 局面))))))) )
12-C,天津是我国传统的自行车生产基地，我国第一辆自行车诞生在此。进入21世纪，天津已陆续引进企业33家，吸引投资55亿元，建成集研发、生产、交易、展示等多种功能于一体的全国最大的自行车创意产业基地。此类产业基地的建立，对天津市发展的影响是	减轻大气污染,None,17,19 63,,10 24 29,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一辆 自行车 诞生 在 此 。 进入 21世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 减轻 大气 污染,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21 世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 减轻 大气 污染,NR VC NR JJ DEG NN NN NN PU NR num NN VV P PN PU VV time PU loc AD AD VV NN num M PU VV NN num PU VV VV NN PU NN PU NN PU NN ETC NN NN P NN DEC NN AD VA DEC NN NN NN NN PU DT M NN NN DEG NN PU P loc NN DEG NN VC VV NN NN,,影响_0（此类产业基地的建立，天津市发展，减轻大气污染）,影响_0（此类产业基地的建立，天津市发展，趋势_1（大气污染，#，#，减轻））,0_62-65-66-67,0_62-65-66-67 1_68,影响,影响 趋势,,20 64,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 减轻 大气 污染,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21 世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 减轻 大气 污染,NR VC NR JJ DEG NN NN NN PU NR num NN VV P PN PU VV time PU loc AD AD VV NN num M PU VV VV num PU VV VV NN PU NN PU NN PU NN ETC NN NN P NN DEC NN AD VA DEC NN NN NN NN PU DT M NN NN DEG NN PU P loc NN DEG NN VC VV NN NN,( (IP (IP (NP (NR 天津)) (VP (VC 是) (NP (NP (NR 我国)) (DNP (ADJP (JJ 传统)) (DEG 的)) (NP (NN 自行车) (NN 生产) (NN 基地))))) (PU ，) (IP (NP (QP (NP (NR 我国)) (QP (CD 第一辆))) (NP (NN 自行车))) (VP (VV 诞生) (PP (P 在) (NP (PN 此))))) (PU 。) (IP (IP (VP (VV 进入) (NP (NT 21世纪)))) (PU ，) (NP (NR 天津)) (VP (VP (ADVP (AD 已)) (ADVP (AD 陆续)) (VP (VV 引进) (NP (NN 企业)) (QP (CD 33) (CLP (M 家))))) (PU ，) (VP (VV 吸引) (NP (NN 投资)) (QP (CD 55亿元))) (PU ，) (VP (VV 建成) (NP (CP (IP (VP (VV 集) (NP (NP (NN 研发) (PU 、) (NN 生产) (PU 、) (NN 交易) (PU 、) (NN 展示) (ETC 等)) (NP (NN 多种) (NN 功能))) (PP (P 于) (NP (NN 一体))))) (DEC 的)) (CP (IP (VP (NP (NN 全国)) (ADVP (AD 最)) (VP (VA 大)))) (DEC 的)) (NP (NN 自行车) (NN 创意)) (NP (NN 产业) (NN 基地)))))) (PU 。) (IP (NP (DNP (NP (DP (DT 此) (CLP (M 类))) (NP (NN 产业) (NN 基地))) (DEG 的)) (NP (NN 建立))) (PU ，) (VP (PP (P 对) (NP (DNP (NP (NP (NR 天津市)) (NP (NN 发展))) (DEG 的)) (NP (NN 影响)))) (VP (VC 是) (IP (VP (VV 减轻) (NP (NN 大气) (NN 污染)))))))) )
12-D,天津是我国传统的自行车生产基地，我国第一辆自行车诞生在此。进入21世纪，天津已陆续引进企业33家，吸引投资55亿元，建成集研发、生产、交易、展示等多种功能于一体的全国最大的自行车创意产业基地。此类产业基地的建立，对天津市发展的影响是	加快工业化、城市化进程,None,17,19 63,,10 24 29,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一辆 自行车 诞生 在 此 。 进入 21世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 加快 工业化 、 城市化 进程,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21 世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 加快 工业化 、 城市化 进程,NR VC NR JJ DEG NN NN NN PU NR num NN VV P PN PU VV time PU loc AD AD VV NN num M PU VV NN num PU VV VV NN PU NN PU NN PU NN ETC NN NN P NN DEC NN AD VA DEC NN NN NN NN PU DT M NN NN DEG NN PU P loc NN DEG NN VC VV NN PU NN NN,,影响_0（此类产业基地的建立，天津市发展，加快工业化、城市化进程）,影响_0（此类产业基地的建立，天津市发展，趋势_1（工业化、城市化进程，#，#，加快））,0_62-65-66-67,0_62-65-66-67 1_68,影响,影响 趋势,,20 64,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 加快 工业化 、 城市化 进程,天津 是 我国 传统 的 自行车 生产 基地 ， 我国 第一 辆 自行车 诞生 在 此 。 进入 21 世纪 ， 天津 已 陆续 引进 企业 33 家 ， 吸引 投资 55亿 元 ， 建成 集 研发 、 生产 、 交易 、 展示 等 多种 功能 于 一体 的 全国 最 大 的 自行车 创意 产业 基地 。 此 类 产业 基地 的 建立 ， 对 天津市 发展 的 影响 是 加快 工业化 、 城市化 进程,NR VC NR JJ DEG NN NN NN PU NR num NN VV P PN PU VV time PU loc AD AD VV NN num M PU VV VV num PU VV VV NN PU NN PU NN PU NN ETC NN NN P NN DEC NN AD VA DEC NN NN NN NN PU DT M NN NN DEG NN PU P loc NN DEG NN VC VV NN PU NN NN,( (IP (IP (NP (NR 天津)) (VP (VC 是) (NP (NP (NR 我国)) (DNP (ADJP (JJ 传统)) (DEG 的)) (NP (NN 自行车) (NN 生产) (NN 基地))))) (PU ，) (IP (NP (QP (NP (NR 我国)) (QP (CD 第一辆))) (NP (NN 自行车))) (VP (VV 诞生) (PP (P 在) (NP (PN 此))))) (PU 。) (IP (IP (VP (VV 进入) (NP (NT 21世纪)))) (PU ，) (NP (NR 天津)) (VP (VP (ADVP (AD 已)) (ADVP (AD 陆续)) (VP (VV 引进) (NP (NN 企业)) (QP (CD 33) (CLP (M 家))))) (PU ，) (VP (VV 吸引) (NP (NN 投资)) (QP (CD 55亿元))) (PU ，) (VP (VV 建成) (NP (CP (IP (VP (VV 集) (NP (NP (NN 研发) (PU 、) (NN 生产) (PU 、) (NN 交易) (PU 、) (NN 展示) (ETC 等)) (NP (NN 多种) (NN 功能))) (PP (P 于) (NP (NN 一体))))) (DEC 的)) (CP (IP (VP (NP (NN 全国)) (ADVP (AD 最)) (VP (VA 大)))) (DEC 的)) (NP (NN 自行车) (NN 创意)) (NP (NN 产业) (NN 基地)))))) (PU 。) (IP (NP (DNP (NP (DP (DT 此) (CLP (M 类))) (NP (NN 产业) (NN 基地))) (DEG 的)) (NP (NN 建立))) (PU ，) (VP (PP (P 对) (NP (DNP (NP (NP (NR 天津市)) (NP (NN 发展))) (DEG 的)) (NP (NN 影响)))) (VP (VC 是) (VP (VV 加快) (NP (NP (NN 工业化)) (PU 、) (NP (NN 城市化) (NN 进程)))))))) )
13-A,序号①代表的工业企业可能是	电子装配,None,,,,,序号 ① 代表 的 工业 企业 可能 是 电子 装配,序号 ① 代表 的 工业 企业 可能 是 电子 装配,NN NN VV DEC NN NN VV VC NN NN,,匹配_0（序号①代表的工业企业，电子装配）,匹配_0（序号①代表的工业企业，电子装配）,0_6-7,0_6-7,匹配,匹配,,,序号 ① 代表 的 工业 企业 可能 是 电子 装配,序号 ① 代表 的 工业 企业 可能 是 电子 装配,NN AD VA DEC NN NN VV VC NN NN,( (IP (NP (CP (IP (NP (NN 序号) (NN ①)) (VP (VV 代表))) (DEC 的)) (NP (NN 工业) (NN 企业))) (VP (VV 可能) (VP (VC 是) (NP (NN 电子) (NN 装配))))) )
13-B,序号①代表的工业企业可能是	石油加工,None,,,,,序号 ① 代表 的 工业 企业 可能 是 石油 加工,序号 ① 代表 的 工业 企业 可能 是 石油 加工,NN NN VV DEC NN NN VV VC NN NN,,匹配_0（序号①代表的工业企业，石油加工）,匹配_0（序号①代表的工业企业，石油加工）,0_6-7,0_6-7,匹配,匹配,,,序号 ① 代表 的 工业 企业 可能 是 石油 加工,序号 ① 代表 的 工业 企业 可能 是 石油 加工,NN AD VA DEC NN NN VV VC NN NN,( (IP (NP (CP (IP (NP (NN 序号) (NN ①)) (VP (VV 代表))) (DEC 的)) (NP (NN 工业) (NN 企业))) (VP (VV 可能) (VP (VC 是) (NP (NN 石油) (NN 加工))))) )
13-C,序号①代表的工业企业可能是	钢铁冶炼,None,,,,,序号 ① 代表 的 工业 企业 可能 是 钢铁 冶炼,序号 ① 代表 的 工业 企业 可能 是 钢铁 冶炼,NN NN VV DEC NN NN VV VC NN NN,,匹配_0（序号①代表的工业企业，钢铁冶炼）,匹配_0（序号①代表的工业企业，钢铁冶炼）,0_6-7,0_6-7,匹配,匹配,,,序号 ① 代表 的 工业 企业 可能 是 钢铁 冶炼,序号 ① 代表 的 工业 企业 可能 是 钢铁 冶炼,NN AD VA DEC NN NN VV VC NN NN,( (IP (NP (CP (IP (NP (NN 序号) (NN ①)) (VP (VV 代表))) (DEC 的)) (NP (NN 工业) (NN 企业))) (VP (VV 可能) (VP (VC 是) (NP (NN 钢铁) (NN 冶炼))))) )
13-D,序号①代表的工业企业可能是	蔗糖生产,None,,,,,序号 ① 代表 的 工业 企业 可能 是 蔗糖 生产,序号 ① 代表 的 工业 企业 可能 是 蔗糖 生产,NN NN VV DEC NN NN VV VC NN NN,,匹配_0（序号①代表的工业企业，蔗糖生产）,匹配_0（序号①代表的工业企业，蔗糖生产）,0_6-7,0_6-7,匹配,匹配,,,序号 ① 代表 的 工业 企业 可能 是 蔗糖 生产,序号 ① 代表 的 工业 企业 可能 是 蔗糖 生产,NN AD VA DEC NN NN VV VC NN NN,( (IP (NP (CP (IP (NP (NN 序号) (NN ①)) (VP (VV 代表))) (DEC 的)) (NP (NN 工业) (NN 企业))) (VP (VV 可能) (VP (VC 是) (NP (NN 蔗糖) (NN 生产))))) )
14-A,以②类工业部门为主形成的工业地域可能是	鞍山钢铁基地,None,,11,8,,以 ② 类 工业 部门 为主 形成 的 工业地域 可能 是 鞍山钢铁基地,以 ② 类 工业 部门 为主 形成 的 工业 地域 可能 是 鞍山 钢铁 基地,P NN NN NN NN VV VV DEC term VV VC loc,,匹配_0（以②类工业部门为主形成的工业地域，鞍山钢铁基地）,匹配_0（以②类工业部门为主形成的工业地域，鞍山钢铁基地）,0_9-10,0_9-10,匹配,匹配,,11,以 ② 类 工业 部门 为主 形成 的 工业 地域 可能 是 鞍山 钢铁 基地,以 ② 类 工业 部门 为主 形成 的 工业 地域 可能 是 鞍山 钢铁 基地,P DT M NN NN VV VV DEC term VV VC loc,( (IP (NP (CP (IP (VP (VP (PP (P 以) (NP (NN ②) (NN 类) (NN 工业) (NN 部门))) (VP (VV 为主))) (VP (VV 形成)))) (DEC 的)) (NP (NN 工业地域))) (VP (VV 可能) (VP (VC 是) (NP (NR 鞍山钢铁基地))))) )
14-B,以②类工业部门为主形成的工业地域可能是	珠江三角洲工业基地,None,,11,8,,以 ② 类 工业 部门 为主 形成 的 工业地域 可能 是 珠江三角洲工业基地,以 ② 类 工业 部门 为主 形成 的 工业 地域 可能 是 珠江 三角洲 工业 基地,P NN NN NN NN VV VV DEC term VV VC loc,,匹配_0（以②类工业部门为主形成的工业地域，珠江三角洲工业基地）,匹配_0（以②类工业部门为主形成的工业地域，珠江三角洲工业基地）,0_9-10,0_9-10,匹配,匹配,,,以 ② 类 工业 部门 为主 形成 的 工业 地域 可能 是 珠江三角洲 工业 基地,以 ② 类 工业 部门 为主 形成 的 工业 地域 可能 是 珠江三角洲 工业 基地,P DT M NN NN VV VV DEC term VV VC loc,( (IP (NP (CP (IP (VP (VP (PP (P 以) (NP (NN ②) (NN 类) (NN 工业) (NN 部门))) (VP (VV 为主))) (VP (VV 形成)))) (DEC 的)) (NP (NN 工业地域))) (VP (VV 可能) (VP (VC 是) (NP (NR 珠江三角洲工业基地))))) )
14-C,以②类工业部门为主形成的工业地域可能是	德国鲁尔工业区,None,,11,8,,以 ② 类 工业 部门 为主 形成 的 工业地域 可能 是 德国鲁尔工业区,以 ② 类 工业 部门 为主 形成 的 工业 地域 可能 是 德国 鲁尔 工业 区,P NN NN NN NN VV VV DEC term VV VC loc,,匹配_0（以②类工业部门为主形成的工业地域，德国鲁尔工业区）,匹配_0（以②类工业部门为主形成的工业地域，德国鲁尔工业区）,0_9-10,0_9-10,匹配,匹配,,11,以 ② 类 工业 部门 为主 形成 的 工业 地域 可能 是 德国 鲁尔 工业 区,以 ② 类 工业 部门 为主 形成 的 工业 地域 可能 是 德国 鲁尔 工业 区,P DT M NN NN VV VV DEC term VV VC loc,( (IP (NP (CP (IP (VP (VP (PP (P 以) (NP (NN ②) (NN 类) (NN 工业) (NN 部门))) (VP (VV 为主))) (VP (VV 形成)))) (DEC 的)) (NP (NN 工业地域))) (VP (VV 可能) (VP (VC 是) (NP (NR 德国鲁尔工业区))))) )
