编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
5-D-1,清江流域的综合开发	促进区域产业结构调整,ed-ori,,0,,,清江流域 的 综合 开发 促进 区域 产业 结构 调整,清江 流域 的 综合 开发 促进 区域 产业 结构 调整,loc DEG JJ NN VV NN NN NN NN,,,,,,,,,,清江 流域 的 综合 开发 促进 区域 产业 结构 调整,清江 流域 的 综合 开发 促进 区域 产业 结构 调整,loc DEG JJ NN VV NN NN NN NN,( (IP (NP (DNP (NP (NR 清江流域)) (DEG 的)) (ADJP (JJ 综合)) (NP (NN 开发))) (VP (VV 促进) (NP (NN 区域) (NN 产业) (NN 结构) (NN 调整)))) )
6-A,各生育期年平均水分亏缺率	空间分布的总趋势由北向南递减,None,,,,,各 生育期 年 平均 水分 亏缺率 空间 分布 的 总趋势 由 北 向 南 递减,各 生育期 年 平均 水分 亏缺率 空间 分布 的 总趋势 由 北 向 南 递减,DT NN JJ JJ NN NN NN NN DEG NN P NN P NN VV,,,,,,,,,,各 生育期 年 平均 水分 亏缺率 空间 分布 的 总趋势 由 北向 南递减,各 生育期 年 平均 水分 亏缺率 空间 分布 的 总趋势 由 北向 南递减,DT NN NN JJ NN NN NN VV DEC NN P NR NR,( (IP (NP (DNP (NP (NP (NP (DP (DT 各)) (NP (NN 生育期))) (ADJP (JJ 年)) (ADJP (JJ 平均)) (NP (NN 水分) (NN 亏缺率))) (NP (NN 空间) (NN 分布))) (DEG 的)) (NP (NN 总趋势))) (VP (PP (PP (P 由) (NP (NN 北))) (PP (P 向) (NP (NN 南)))) (VP (VV 递减)))) )
6-B,各生育期年平均水分亏缺率	四地点变化由大到小排序是d—c—b—a,None,,,,,各 生育期 年 平均 水分 亏缺率 四 地点 变化 由 大 到 小 排序 是 d — c — b — a,各 生育期 年 平均 水分 亏缺率 四 地点 变化 由 大 到 小 排序 是 d— c — b — a,DT NN JJ JJ NN NN CD NN NN P JJ P JJ NN VC NN PU NN PU NN PU NN,,,,,,,,,17 19,各 生育期 年 平均 水分 亏缺 率四 地点 变化 由 大 到 小 排序 是 d— c-b — a,各 生育期 年 平均 水分 亏缺 率四 地点 变化 由 大 到 小 排序 是 d— c-b — a,DT NN NN JJ NN NN NN NN NN P JJ P JJ NN VC VV PU NN PU NR PU NN,( (IP (NP (NP (NP (NP (DP (DT 各)) (NP (NN 生育期))) (ADJP (JJ 年)) (ADJP (JJ 平均)) (NP (NN 水分) (NN 亏缺率))) (QP (CD 四)) (NP (NN 地点))) (NP (NN 变化))) (VP (PP (PP (P 由) (ADJP (JJ 大))) (PP (P 到) (NP (ADJP (JJ 小)) (NP (NN 排序))))) (VP (VC 是) (NP (NN d) (PU —) (NN c) (PU —) (NN b) (PU —) (NN a))))) )
6-C,各生育期年平均水分亏缺率	空间分布的主要影响因素是地形,None,,,,,各 生育期 年 平均 水分 亏缺率 空间 分布 的 主要 影响 因素 是 地形,各 生育期 年 平均 水分 亏缺率 空间 分布 的 主要 影响 因素 是 地形,DT NN JJ JJ NN NN NN NN DEG JJ NN NN VC NN,,,,,,,,,,各 生育期 年 平均 水分 亏缺率 空间 分布 的 主要 影响 因素 是 地形,各 生育期 年 平均 水分 亏缺率 空间 分布 的 主要 影响 因素 是 地形,DT NN NN JJ NN NN NN VV DEC JJ NN NN VC NN,( (IP (NP (NP (DP (DT 各)) (NP (NN 生育期))) (ADJP (JJ 年)) (ADJP (JJ 平均)) (NP (NN 水分) (NN 亏缺率))) (NP (DNP (NP (NN 空间) (NN 分布)) (DEG 的)) (NP (ADJP (JJ 主要)) (NP (NN 影响))) (NP (NN 因素))) (VP (VC 是) (NP (NN 地形)))) )
6-D,各生育期年平均水分亏缺率	反映冬小麦生育期内需水量逐渐变小,None,,,,,各 生育期 年 平均 水分 亏缺率 反映 冬小麦 生育期 内 需水量 逐渐 变小,各 生育期 年 平均 水分 亏缺率 反映 冬小麦 生育期 内 需水量 逐渐 变小,DT NN JJ JJ NN NN VV NN NN LC NN AD VV,,,,,,,,,,各 生育期 年 平均 水分 亏缺率 反映 冬小麦 生育期 内 需水量 逐渐 变小,各 生育期 年 平均 水分 亏缺率 反映 冬小麦 生育期 内 需水量 逐渐 变小,DT NN NN JJ NN NN VV NN NN LC NN AD VV,( (IP (NP (NP (DP (DT 各)) (NP (NN 生育期))) (ADJP (JJ 年)) (ADJP (JJ 平均)) (NP (NN 水分) (NN 亏缺率))) (VP (VV 反映) (IP (LCP (NP (NN 冬小麦) (NN 生育期)) (LC 内)) (NP (NN 需水量)) (VP (ADVP (AD 逐渐)) (VP (VV 变小)))))) )
7-A,东南亚国家吸引中国企业“下南洋”的原因有	地势平坦，适宜橡胶、椰子等作物生长,y,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 地势 平坦 ， 适宜 橡胶 、 椰子 等 作物 生长,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 地势 平坦 ， 适宜 橡胶 、 椰子 等 作物 生长,loc NN VV loc NN PU VV loc PU DEC NN VE NN VA PU VV NN PU NN ETC NN VV,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 地势 平坦 ， 适宜 橡胶 、 椰子 等 作物 生长,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 地势 平坦 ， 适宜 橡胶 、 椰子 等 作物 生长,loc NN VV loc NN PU VV loc PU DEC NN VE NN NN PU VV NN PU NN ETC NN NN,( (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NP (NR 中国)) (NP (NN 企业))) (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (IP (VP (VP (VE 有) (IP (NP (NN 地势)) (VP (VP (VA 平坦)) (PU ，) (VP (VV 适宜) (NP (NP (NN 橡胶) (PU 、) (NN 椰子) (ETC 等)) (NP (NN 作物))))))) (VP (VV 生长)))))) )
7-A-0,东南亚国家吸引中国企业“下南洋”的原因有	地势平坦,ed-ori,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 地势 平坦,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 地势 平坦,loc NN VV loc NN PU VV loc PU DEC NN VE NN VA,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 地势 平坦,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 地势 平坦,loc NN VV loc NN PU VV loc PU DEC NN VE NN NN,( (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NP (NR 中国)) (NP (NN 企业))) (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (NN 地势)) (VP (VA 平坦))))))) )
7-A-1,东南亚国家吸引中国企业“下南洋”的原因有	适宜橡胶、椰子等作物生长,ed-ori,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 适宜 橡胶 、 椰子 等 作物 生长,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 适宜 橡胶 、 椰子 等 作物 生长,loc NN VV loc NN PU VV loc PU DEC NN VE VV NN PU NN ETC NN VV,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 适宜 橡胶 、 椰子 等 作物 生长,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 适宜 橡胶 、 椰子 等 作物 生长,loc NN VV loc NN PU VV loc PU DEC NN VE JJ NN PU NN ETC NN NN,( (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NP (NR 中国)) (NP (NN 企业))) (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (CP (IP (VP (VV 适宜) (NP (NN 橡胶) (PU 、) (NN 椰子) (ETC 等))))) (NP (NN 作物))) (VP (VV 生长))))))) )
7-B,东南亚国家吸引中国企业“下南洋”的原因有	山水相邻，陆路交通比海运更便捷安全,y,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 山水 相邻 ， 陆路 交通 比 海运 更 便捷 安全,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 山水 相邻 ， 陆路 交通 比 海运 更 便捷 安全,loc NN VV loc NN PU VV loc PU DEC NN VE NN VV PU NN NN P NN AD VA VA,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 山水 相邻 ， 陆路 交通 比 海运 更 便捷 安全,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 山水 相邻 ， 陆路 交通 比 海运 更 便捷 安全,loc NN VV loc NN PU VV loc PU DEC NN VE NN VV PU NN NN P NN AD VA NN,( (IP (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NP (NR 中国)) (NP (NN 企业))) (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (NN 山水)) (VP (VV 相邻))))))) (PU ，) (NP (NN 陆路) (NN 交通)) (VP (PP (P 比) (NP (NN 海运))) (ADVP (AD 更)) (VP (VCD (VA 便捷) (VA 安全))))) )
7-B-0,东南亚国家吸引中国企业“下南洋”的原因有	山水相邻,ed-ori,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 山水 相邻,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 山水 相邻,loc NN VV loc NN PU VV loc PU DEC NN VE NN VV,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 山水 相邻,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 山水 相邻,loc NN VV loc NN PU VV loc PU DEC NN VE NN VV,( (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NP (NR 中国)) (NP (NN 企业))) (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (NN 山水)) (VP (VV 相邻))))))) )
7-B-1,东南亚国家吸引中国企业“下南洋”的原因有	陆路交通比海运更便捷安全,ed-ori,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 陆路 交通 比 海运 更 便捷 安全,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 陆路 交通 比 海运 更 便捷 安全,loc NN VV loc NN PU VV loc PU DEC NN VE NN NN P NN AD VA VA,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 陆路 交通 比 海运 更 便捷 安全,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 陆路 交通 比 海运 更 便捷 安全,loc NN VV loc NN PU VV loc PU DEC NN VE NN NN P NN AD VA NN,( (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NP (NR 中国)) (NP (NN 企业))) (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (NN 陆路) (NN 交通)) (VP (PP (P 比) (NP (NN 海运))) (ADVP (AD 更)) (VP (VCD (VA 便捷) (VA 安全))))))))) )
7-C,东南亚国家吸引中国企业“下南洋”的原因有	部分国家土地、劳动力等生产成本低廉,None,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 部分 国家 土地 、 劳动力 等 生产 成本 低廉,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 部分 国家 土地 、 劳动力 等 生产 成本 低廉,loc NN VV loc NN PU VV loc PU DEC NN VE CD NN NN PU NN ETC NN NN VA,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 部分 国家 土地 、 劳动力 等 生产 成本 低廉,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 部分 国家 土地 、 劳动力 等 生产 成本 低廉,loc NN VV loc NN PU VV loc PU DEC NN VE CD NN NN PU NN ETC NN NN VA,( (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NP (NR 中国)) (NP (NN 企业))) (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (NP (QP (CD 部分)) (NP (NN 国家))) (NP (NN 土地) (PU 、) (NN 劳动力) (ETC 等)) (NP (NN 生产) (NN 成本))) (VP (VA 低廉))))))) )
7-D,东南亚国家吸引中国企业“下南洋”的原因有	城市密集，经济发达，国内外市场广阔,y,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 城市 密集 ， 经济 发达 ， 国内外 市场 广阔,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 城市 密集 ， 经济 发达 ， 国内外 市场 广阔,loc NN VV loc NN PU VV loc PU DEC NN VE NN VA PU NN VA PU NN NN VA,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 城市 密集 ， 经济 发达 ， 国内外 市场 广阔,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 城市 密集 ， 经济 发达 ， 国内外 市场 广阔,loc NN VV loc NN PU VV loc PU DEC NN VE NN VA PU NN VA PU NN NN VA,( (IP (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NR 中国)) (NP (NN 企业))) (IP (NP (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (VP (VP (VE 有) (NP (NN 城市))) (VP (VA 密集)))))) (PU ，) (IP (NP (NN 经济)) (VP (VA 发达))) (PU ，) (IP (NP (NN 国内外) (NN 市场)) (VP (VA 广阔)))) )
7-D-0,东南亚国家吸引中国企业“下南洋”的原因有	城市密集,ed-ori,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 城市 密集,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 城市 密集,loc NN VV loc NN PU VV loc PU DEC NN VE NN VA,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 城市 密集,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 城市 密集,loc NN VV loc NN PU VV loc PU DEC NN VE NN VA,( (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NR 中国)) (NP (NN 企业))) (IP (NP (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (VP (VP (VE 有) (NP (NN 城市))) (VP (VA 密集)))))) )
7-D-1,东南亚国家吸引中国企业“下南洋”的原因有	经济发达,ed-ori,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 经济 发达,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 经济 发达,loc NN VV loc NN PU VV loc PU DEC NN VE NN VA,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 经济 发达,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 经济 发达,loc NN VV loc NN PU VV loc PU DEC NN VE NN VA,( (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NR 中国)) (NP (NN 企业))) (IP (NP (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (VP (VE 有) (IP (NP (NN 经济)) (VP (VA 发达))))))) )
7-D-2,东南亚国家吸引中国企业“下南洋”的原因有	国内外市场广阔,ed-ori,,0 3 7,,,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 国内外 市场 广阔,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 国内外 市场 广阔,loc NN VV loc NN PU VV loc PU DEC NN VE NN NN VA,,,,,,,,,0 3 7,东 南亚 国家 吸引 中国 企业 “ 下南洋 ” 的 原因 有 国内外 市场 广阔,东南亚 国家 吸引 中国 企业 “ 下 南洋 ” 的 原因 有 国内外 市场 广阔,loc NN VV loc NN PU VV loc PU DEC NN VE NN NN VA,( (IP (NP (NP (NR 东南亚)) (NP (NN 国家))) (VP (VV 吸引) (NP (NP (NP (NR 中国)) (NP (NN 企业))) (CP (IP (VP (PU “) (VP (VV 下) (NP (NR 南洋))) (PU ”))) (DEC 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (NN 国内外) (NN 市场)) (VP (VA 广阔))))))) )
8-A,马六甲海峡	由亚欧板块和印度洋板块张裂形成,None,,0,2 4,,马六甲海峡 由 亚欧板块 和 印度洋板块 张裂 形成,马六甲 海峡 由 亚欧 板块 和 印度洋 板块 张裂 形成,loc P term CC term VV VV,,,,,,,,,,马 六甲海峡 由 亚欧板块 和 印度洋板块 张裂形成,马六甲海峡 由 亚欧板块 和 印度洋板块 张裂形成,loc P term CC term NR,( (IP (NP (NR 马六甲海峡)) (VP (PP (P 由) (NP (NN 亚欧板块) (CC 和) (NN 印度洋板块))) (VP (VSB (VV 张裂) (VV 形成))))) )
8-B,马六甲海峡	受东南信风影响，该海域风大浪急,n,,0,2,,马六甲海峡 受 东南信风 影响 ， 该 海域 风 大 浪 急,马六甲 海峡 受 东南 信风 影响 ， 该 海域 风 大 浪 急,loc VV term NN PU DT NN NN VA NN VA,,,,,,,,,,马 六甲海峡 受 东南信风 影响 ， 该 海域 风 大浪 急,马六甲海峡 受 东南信风 影响 ， 该 海域 风 大浪 急,loc VV term NN PU DT NN NN JJ NN VA,( (IP (NP (NR 马六甲海峡)) (VP (VV 受) (IP (NP (NN 东南信风) (NN 影响)) (PU ，) (NP (DP (DT 该)) (NP (NN 海域))) (IP (IP (NP (NN 风)) (VP (VA 大))) (IP (NP (NN 浪)) (VP (VA 急))))))) )
8-C,马六甲海峡	沟通两大洋，是海上航运的重要通道,y,,0,,,马六甲海峡 沟通 两 大洋 ， 是 海上 航运 的 重要 通道,马六甲 海峡 沟通 两 大洋 ， 是 海上 航运 的 重要 通道,loc VV CD NN PU VC NN NN DEG JJ NN,,,,,,,,,,马 六甲海峡 沟通 两 大洋 ， 是 海上 航运 的 重要 通道,马六甲海峡 沟通 两 大洋 ， 是 海上 航运 的 重要 通道,loc VV CD NN PU VC NN NN DEG JJ NN,( (IP (NP (NR 马六甲海峡)) (VP (VP (VV 沟通) (NP (QP (CD 两)) (NP (NN 大洋)))) (PU ，) (VP (VC 是) (NP (DNP (NP (NN 海上) (NN 航运)) (DEG 的)) (ADJP (JJ 重要)) (NP (NN 通道)))))) )
8-C-0,马六甲海峡	沟通两大洋,ed-ori,,0,,,马六甲海峡 沟通 两 大洋,马六甲 海峡 沟通 两 大洋,loc VV CD NN,,,,,,,,,,马 六甲海峡 沟通 两 大 洋,马六甲海峡 沟通 两 大 洋,loc VV CD JJ NN,( (IP (NP (NR 马六甲海峡)) (VP (VV 沟通) (NP (QP (CD 两)) (NP (NN 大洋))))) )
8-C-1,马六甲海峡	是海上航运的重要通道,ed-ori,,0,,,马六甲海峡 是 海上 航运 的 重要 通道,马六甲 海峡 是 海上 航运 的 重要 通道,loc VC NN NN DEG JJ NN,,,,,,,,,,马 六甲海峡 是 海上 航运 的 重要 通道,马六甲海峡 是 海上 航运 的 重要 通道,loc VC NN NN DEG JJ NN,( (IP (NP (NR 马六甲海峡)) (VP (VC 是) (NP (DNP (NP (NN 海上) (NN 航运)) (DEG 的)) (ADJP (JJ 重要)) (NP (NN 通道))))) )
8-D,马六甲海峡	分隔两大陆，为亚洲与大洋洲分界线,y,,0 6 8,,,马六甲海峡 分隔 两 大陆 ， 为 亚洲 与 大洋洲 分界线,马六甲 海峡 分隔 两 大陆 ， 为 亚洲 与 大洋洲 分界线,loc VV CD NN PU P loc CC loc NN,,,,,,,,,7,马 六甲海峡 分隔 两 大陆 ， 为 亚洲 与 大洋洲 分界 线,马六甲海峡 分隔 两 大陆 ， 为 亚洲 与 大洋洲 分界 线,loc VV CD NN PU P loc CC loc NN NN,( (NP (NP (IP (NP (NR 马六甲海峡)) (VP (VV 分隔))) (QP (CD 两)) (NP (NN 大陆))) (PU ，) (PP (P 为) (NP (NP (NR 亚洲) (CC 与) (NR 大洋洲)) (NP (NN 分界线))))) )
8-D-0,马六甲海峡	分隔两大陆,ed-ori,,0,,,马六甲海峡 分隔 两 大陆,马六甲 海峡 分隔 两 大陆,loc VV CD NN,,,,,,,,,,马 六甲海峡 分隔 两 大 陆,马六甲海峡 分隔 两 大 陆,loc VV CD JJ NN,( (IP (NP (NR 马六甲海峡)) (VP (VV 分隔) (NP (QP (CD 两)) (NP (NN 大陆))))) )
8-D-1,马六甲海峡	为亚洲与大洋洲分界线,ed-ori,,0 2 4,,,马六甲海峡 为 亚洲 与 大洋洲 分界线,马六甲 海峡 为 亚洲 与 大洋洲 分界线,loc P loc CC loc NN,,,,,,,,,3,马 六甲海峡 为 亚洲 与 大洋洲 分界 线,马六甲海峡 为 亚洲 与 大洋洲 分界 线,loc P loc CC loc NN NN,( (NP (NP (NR 马六甲海峡)) (PP (P 为) (NP (NR 亚洲) (CC 与) (NR 大洋洲))) (NP (NN 分界线))) )
9-A,图中	海洋生产总值占GDP的比重持续上升,None,,,,,图 中 海洋 生产 总值 占 GDP 的 比重 持续 上升,图 中 海洋 生产 总值 占 GDP 的 比重 持续 上升,NN LC NN NN NN VV NN DEC NN AD VV,,,,,,,,,,图 中 海洋 生产 总值 占 GDP 的 比重 持续 上 升,图 中 海洋 生产 总值 占 GDP 的 比重 持续 上 升,NN LC NN NN NN VV NN DEC NN VV LC VV,( (IP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 海洋) (NN 生产) (NN 总值))) (VP (VV 占) (NP (NN GDP)))) (DEC 的)) (NP (NN 比重))) (VP (ADVP (AD 持续)) (VP (VV 上升)))) )
9-B,图中	海洋三大产业生产总值的增速相同,None,,,,,图 中 海洋 三 大 产业 生产 总值 的 增速 相同,图 中 海洋 三 大 产业 生产 总值 的 增速 相同,NN LC NN CD JJ NN NN NN DEG NN VA,,,,,,,,,,图 中 海洋 三 大 产业 生产 总值 的 增速 相同,图 中 海洋 三 大 产业 生产 总值 的 增速 相同,NN LC NN CD JJ NN NN NN DEG NN VA,( (IP (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 海洋)) (QP (CD 三)) (ADJP (JJ 大)) (NP (NN 产业) (NN 生产) (NN 总值))) (DEG 的)) (NP (NN 增速))) (VP (VA 相同))) )
9-C,图中	海洋第一产业发展可增加生物多样性,None,,,3,,图 中 海洋 第一产业 发展 可 增加 生物多样性,图 中 海洋 第一 产业 发展 可 增加 生物多样性,NN LC NN term NN VV VV NN,,,,,,,,,,图 中 海洋 第一产业 发展 可 增加 生物多样性,图 中 海洋 第一产业 发展 可 增加 生物多样性,NN LC NN term NN VV VV NN,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 海洋) (NN 第一产业) (NN 发展))) (VP (VV 可) (VP (VV 增加) (NP (NN 生物多样性))))) )
9-D,图中	海洋产业结构重心向第三产业转移,None,,,7,,图 中 海洋 产业 结构 重心 向 第三产业 转移,图 中 海洋 产业 结构 重心 向 第三 产业 转移,NN LC NN NN NN NN P term VV,,,,,,,,,,图 中 海洋 产业 结构 重心 向 第三产业 转移,图 中 海洋 产业 结构 重心 向 第三产业 转移,NN LC NN NN NN NN P term VV,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 海洋) (NN 产业) (NN 结构) (NN 重心))) (VP (PP (P 向) (NP (NN 第三产业))) (VP (VV 转移)))) )
10-A,海洋	是近海面大气主要的水、热来源,None,,,,,海洋 是 近 海面 大气 主要 的 水 、 热 来源,海洋 是 近 海面 大气 主要 的 水 、 热 来源,NN VC AD NN NN JJ DEG NN PU NN NN,,,,,,,,,,海洋 是 近 海面 大气 主要 的 水 、 热来源,海洋 是 近 海面 大气 主要 的 水 、 热来源,NN VC AD NN NN JJ DEG NN PU NN,( (IP (NP (NN 海洋)) (VP (VC 是) (NP (NP (ADVP (AD 近)) (NP (NN 海面) (NN 大气))) (DNP (ADJP (JJ 主要)) (DEG 的)) (NP (NN 水) (PU 、) (NN 热)) (NP (NN 来源))))) )
10-B,海洋	锰结核分布在浅海大陆架地区,None,,,,,海洋 锰 结核 分布 在 浅海 大陆架 地区,海洋 锰 结核 分布 在 浅海 大陆架 地区,NN NN NN VV P NN NN NN,,,,,,,,,,海洋 锰 结核 分布 在 浅海 大陆架 地区,海洋 锰 结核 分布 在 浅海 大陆架 地区,NN NN NN VV P NR NR NN,( (IP (NP (NN 海洋) (NN 锰) (NN 结核)) (VP (VV 分布) (PP (P 在) (NP (NP (NN 浅海) (NN 大陆架)) (NP (NN 地区)))))) )
10-C,海洋	海运是各国主要的交通运输方式,None,,,,,海洋 海运 是 各国 主要 的 交通 运输 方式,海洋 海运 是 各国 主要 的 交通 运输 方式,NN NN VC NN VA DEC NN NN NN,,,,,,,,,,海洋 海运 是 各国 主要 的 交通 运输 方式,海洋 海运 是 各国 主要 的 交通 运输 方式,NN NN VC NN VA DEC NN NN NN,( (IP (NP (NN 海洋) (NN 海运)) (VP (VC 是) (NP (CP (IP (NP (NN 各国)) (VP (VA 主要))) (DEC 的)) (NP (NN 交通) (NN 运输) (NN 方式))))) )
10-D,海洋	岛屿多为人口稠密的经济发达区,None,,,,,海洋 岛屿 多 为 人口 稠密 的 经济 发达 区,海洋 岛屿 多 为 人口 稠密 的 经济 发达 区,NN NN AD VC NN VA DEC NN JJ NN,,,,,,,,,,海洋 岛屿 多 为 人口 稠密 的 经济 发达 区,海洋 岛屿 多 为 人口 稠密 的 经济 发达 区,NN NN AD VC NN JJ DEG NN JJ NN,( (IP (NP (NN 海洋) (NN 岛屿)) (VP (ADVP (AD 多)) (VP (VC 为) (NP (CP (IP (NP (NN 人口)) (VP (VA 稠密))) (DEC 的)) (NP (NN 经济)) (ADJP (JJ 发达)) (NP (NN 区)))))) )
11-①,该交通体系的建立有利于	提高运输效率,None,,,,,该 交通 体系 的 建立 有利于 提高 运输 效率,该 交通 体系 的 建立 有利于 提高 运输 效率,DT NN NN DEG NN VV VV NN NN,,,,,,,,,,该 交通 体系 的 建立 有利于 提高 运输 效率,该 交通 体系 的 建立 有利于 提高 运输 效率,DT NN NN DEG NN VV VV NN NN,( (IP (NP (DNP (NP (DP (DT 该)) (NP (NN 交通) (NN 体系))) (DEG 的)) (NP (NN 建立))) (VP (VV 有利于) (IP (VP (VV 提高) (NP (NN 运输) (NN 效率)))))) )
