编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
7-B,从P点出发，车速最快的去向是	南,None,,1,,,从 P点 出发 ， 车速 最 快 的 去向 是 南,从 P点 出发 ， 车速 最 快 的 去向 是 南,P loc VV PU NN AD VA DEC NN VC NN,,最值_0（南，车速，最快，从P点出发的去向）,最值_0（南，车速，最快，从P点出发的去向）,0_5,0_5,最值,最值,,,从 P点 出发 ， 车速 最 快 的 去向 是 南,从 P点 出发 ， 车速 最 快 的 去向 是 南,P loc VV PU NN AD VA DEC NN VC NN,( (IP (NP (CP (IP (IP (VP (PP (P 从) (NP (NR P点))) (VP (VV 出发)))) (PU ，) (IP (NP (NN 车速)) (VP (ADVP (AD 最)) (VP (VA 快))))) (DEC 的)) (NP (NN 去向))) (VP (VC 是) (NP (NN 南)))) )
7-C,从P点出发，车速最快的去向是	西,None,,1,,,从 P点 出发 ， 车速 最 快 的 去向 是 西,从 P点 出发 ， 车速 最 快 的 去向 是 西,P loc VV PU NN AD VA DEC NN VC NN,,最值_0（西，车速，最快，从P点出发的去向）,最值_0（西，车速，最快，从P点出发的去向）,0_5,0_5,最值,最值,,,从 P点 出发 ， 车速 最 快 的 去向 是 西,从 P点 出发 ， 车速 最 快 的 去向 是 西,P loc VV PU NN AD VA DEC VV VC NN,( (IP (NP (CP (IP (IP (VP (PP (P 从) (NP (NR P点))) (VP (VV 出发)))) (PU ，) (IP (NP (NN 车速)) (VP (ADVP (AD 最)) (VP (VA 快))))) (DEC 的)) (NP (NN 去向))) (VP (VC 是) (NP (NN 西)))) )
7-D,从P点出发，车速最快的去向是	北,None,,1,,,从 P点 出发 ， 车速 最 快 的 去向 是 北,从 P点 出发 ， 车速 最 快 的 去向 是 北,P loc VV PU NN AD VA DEC NN VC NN,,最值_0（北，车速，最快，从P点出发的去向）,最值_0（北，车速，最快，从P点出发的去向）,0_5,0_5,最值,最值,,,从 P点 出发 ， 车速 最 快 的 去向 是 北,从 P点 出发 ， 车速 最 快 的 去向 是 北,P loc VV PU NN AD VA DEC NN VC NN,( (IP (NP (CP (IP (IP (VP (PP (P 从) (NP (NR P点))) (VP (VV 出发)))) (PU ，) (IP (NP (NN 车速)) (VP (ADVP (AD 最)) (VP (VA 快))))) (DEC 的)) (NP (NN 去向))) (VP (VC 是) (NP (NN 北)))) )
8-A,与图中甲、乙、丙、丁四类城市功能区依次对应的是	商业区、工业区、住宅区、绿地,None,,,,,与 图 中 甲 、 乙 、 丙 、 丁 四 类 城市 功能区 依次 对应 的 是 商业区 、 工业区 、 住宅区 、 绿地,与 图 中 甲 、 乙 、 丙 、 丁 四 类 城市 功能区 依次 对应 的 是 商业区 、 工业区 、 住宅区 、 绿地,P LC NN NN PU NN PU NN PU NR CD M NN NN AD VV DEC VC NN PU NN PU NN PU NN,,匹配_0（甲类城市功能区，商业区）匹配_1（乙类城市功能区，工业区）匹配_2（丙类城市功能区，住宅区）匹配_3（丁类城市功能区，绿地）,匹配_0（甲类城市功能区，商业区）匹配_1（乙类城市功能区，工业区）匹配_2（丙类城市功能区，住宅区）匹配_3（丁类城市功能区，绿地）,0_15-16-17 1_15-16-17 2_15-16-17 3_15-16-17,0_15-16-17 1_15-16-17 2_15-16-17 3_15-16-17,匹配,匹配,,,与 图中甲 、 乙 、 丙 、 丁 四类 城市 功能区 依次 对应 的 是 商业区 、 工业区 、 住宅区 、 绿地,与 图中甲 、 乙 、 丙 、 丁 四类 城市 功能区 依次 对应 的 是 商业区 、 工业区 、 住宅区 、 绿地,P NN NN PU NN PU NN PU NR CD M NN NN AD VV DEC VC NN PU NN PU NN PU NN,
8-B,与图中甲、乙、丙、丁四类城市功能区依次对应的是	商业区、住宅区、绿地、工业区,None,,,,,与 图中 甲 、 乙 、 丙 、 丁 四 类 城市 功能区 依次 对应 的 是 商业区 、 住宅区 、 绿地 、 工业区,与 图中 甲 、 乙 、 丙 、 丁 四 类 城市 功能区 依次 对应 的 是 商业区 、 住宅区 、 绿地 、 工业区,P NN NN PU NN PU NN PU NR CD M NN NN AD VV DEC VC NN PU NN PU NN PU NN,,匹配_0（甲类城市功能区，商业区）匹配_1（乙类城市功能区，住宅区）匹配_2（丙类城市功能区，绿地）匹配_3（丁类城市功能区，工业区）,匹配_0（甲类城市功能区，商业区）匹配_1（乙类城市功能区，住宅区）匹配_2（丙类城市功能区，绿地）匹配_3（丁类城市功能区，工业区）,0_14-15-16 1_14-15-16 2_14-15-16 3_14-15-16,0_14-15-16 1_14-15-16 2_14-15-16 3_14-15-16,匹配,匹配,,,与 图中甲 、 乙 、 丙 、 丁 四类 城市 功能区 依次 对应 的 是 商业区 、 住宅区 、 绿地 、 工业 区,与 图中甲 、 乙 、 丙 、 丁 四类 城市 功能区 依次 对应 的 是 商业区 、 住宅区 、 绿地 、 工业 区,P NN NN PU NN PU NN PU NR CD M NN NN AD VV DEC VC NN PU NN PU NN PU NN,( (IP (NP (CP (IP (VP (PP (P 与) (NP (NP (NP (NN 图中) (NN 甲)) (PU 、) (NP (NN 乙)) (PU 、) (NP (NN 丙)) (PU 、) (NP (NR 丁)) (QP (CD 四) (CLP (M 类))) (NP (NN 城市))) (NP (NN 功能区)))) (ADVP (AD 依次)) (VP (VV 对应)))) (DEC 的))) (VP (VC 是) (NP (NN 商业区) (PU 、) (NN 住宅区) (PU 、) (NN 绿地) (PU 、) (NN 工业区)))) )
8-C,与图中甲、乙、丙、丁四类城市功能区依次对应的是	工业区、商业区、住宅区、绿地,None,,,,,与 图中 甲 、 乙 、 丙 、 丁 四 类 城市 功能区 依次 对应 的 是 工业区 、 商业区 、 住宅区 、 绿地,与 图中 甲 、 乙 、 丙 、 丁 四 类 城市 功能区 依次 对应 的 是 工业区 、 商业区 、 住宅区 、 绿地,P NN NN PU NN PU NN PU NR CD M NN NN AD VV DEC VC NN PU NN PU NN PU NN,,匹配_0（甲类城市功能区，工业区）匹配_1（乙类城市功能区，商业区）匹配_2（丙类城市功能区，住宅区）匹配_3（丁类城市功能区，绿地）,匹配_0（甲类城市功能区，工业区）匹配_1（乙类城市功能区，商业区）匹配_2（丙类城市功能区，住宅区）匹配_3（丁类城市功能区，绿地）,0_14-15-16 1_14-15-16 2_14-15-16 3_14-15-16,0_14-15-16 1_14-15-16 2_14-15-16 3_14-15-16,匹配,匹配,,,与 图中甲 、 乙 、 丙 、 丁 四类 城市 功能区 依次 对应 的 是 工业区 、 商业区 、 住宅区 、 绿地,与 图中甲 、 乙 、 丙 、 丁 四类 城市 功能区 依次 对应 的 是 工业区 、 商业区 、 住宅区 、 绿地,P NN NN PU NN PU NN PU NR CD M NN NN AD VV DEC VC NN PU NN PU NN PU NN,( (IP (NP (CP (IP (VP (PP (P 与) (NP (NP (NP (NN 图中) (NN 甲)) (PU 、) (NP (NN 乙)) (PU 、) (NP (NN 丙)) (PU 、) (NP (NR 丁)) (QP (CD 四) (CLP (M 类))) (NP (NN 城市))) (NP (NN 功能区)))) (ADVP (AD 依次)) (VP (VV 对应)))) (DEC 的))) (VP (VC 是) (NP (NN 工业区) (PU 、) (NN 商业区) (PU 、) (NN 住宅区) (PU 、) (NN 绿地)))) )
8-D,与图中甲、乙、丙、丁四类城市功能区依次对应的是	工业区、住宅区、绿地、商业区,None,,,,,与 图中 甲 、 乙 、 丙 、 丁 四 类 城市 功能区 依次 对应 的 是 工业区 、 住宅区 、 绿地 、 商业区,与 图中 甲 、 乙 、 丙 、 丁 四 类 城市 功能区 依次 对应 的 是 工业区 、 住宅区 、 绿地 、 商业区,P NN NN PU NN PU NN PU NR CD M NN NN AD VV DEC VC NN PU NN PU NN PU NN,,匹配_0（甲类城市功能区，工业区）匹配_1（乙类城市功能区，住宅区）匹配_2（丙类城市功能区，绿地）匹配_3（丁类城市功能区，商业区）,匹配_0（甲类城市功能区，工业区）匹配_1（乙类城市功能区，住宅区）匹配_2（丙类城市功能区，绿地）匹配_3（丁类城市功能区，商业区）,0_14-15-16 1_14-15-16 2_14-15-16 3_14-15-16,0_14-15-16 1_14-15-16 2_14-15-16 3_14-15-16,匹配,匹配,,,与 图中甲 、 乙 、 丙 、 丁 四类 城市 功能区 依次 对应 的 是 工业区 、 住宅区 、 绿地 、 商业 区,与 图中甲 、 乙 、 丙 、 丁 四类 城市 功能区 依次 对应 的 是 工业区 、 住宅区 、 绿地 、 商业 区,P NN NN PU NN PU NN PU NR CD M NN NN AD VV DEC VC NN PU NN PU NN PU NN,( (IP (NP (CP (IP (VP (PP (P 与) (NP (NP (NP (NN 图中) (NN 甲)) (PU 、) (NP (NN 乙)) (PU 、) (NP (NN 丙)) (PU 、) (NP (NR 丁)) (QP (CD 四) (CLP (M 类))) (NP (NN 城市))) (NP (NN 功能区)))) (ADVP (AD 依次)) (VP (VV 对应)))) (DEC 的))) (VP (VC 是) (NP (NN 工业区) (PU 、) (NN 住宅区) (PU 、) (NN 绿地) (PU 、) (NN 商业区)))) )
9-A,对该城市环境质量影响较大的是	钢铁厂,None,,,,,对 该 城市 环境 质量 影响 较 大 的 是 钢铁厂,对 该 城市 环境 质量 影响 较 大 的 是 钢铁厂,P DT NN NN NN NN AD VA DEC VC NN,,影响_0（钢铁厂，城市环境质量，影响较大）,影响_0（钢铁厂，城市环境质量，影响较大）,0_0-5,0_0-5,影响,影响,,,对 该 城市 环境 质量 影响 较 大 的 是 钢铁 厂,对 该 城市 环境 质量 影响 较 大 的 是 钢铁 厂,P DT NN NN NN NN AD VA DEC VC NN,( (IP (NP (CP (IP (PP (P 对) (NP (NP (DP (DT 该)) (NP (NN 城市))) (NP (NN 环境) (NN 质量)))) (NP (NN 影响)) (VP (ADVP (AD 较)) (VP (VA 大)))) (DEC 的))) (VP (VC 是) (NP (NN 钢铁厂)))) )
9-B,对该城市环境质量影响较大的是	印染厂,None,,,,,对 该 城市 环境 质量 影响 较 大 的 是 印染厂,对 该 城市 环境 质量 影响 较 大 的 是 印染厂,P DT NN NN NN NN AD VA DEC VC NN,,影响_0（印染厂，城市环境质量，影响较大）,影响_0（印染厂，城市环境质量，影响较大）,0_0-5,0_0-5,影响,影响,,,对 该 城市 环境 质量 影响 较 大 的 是 印染 厂,对 该 城市 环境 质量 影响 较 大 的 是 印染 厂,P DT NN NN NN NN AD VA DEC VC NN,( (IP (NP (CP (IP (PP (P 对) (NP (NP (DP (DT 该)) (NP (NN 城市))) (NP (NN 环境) (NN 质量)))) (NP (NN 影响)) (VP (ADVP (AD 较)) (VP (VA 大)))) (DEC 的))) (VP (VC 是) (NP (NN 印染厂)))) )
9-C,对该城市环境质量影响较大的是	化肥厂,None,,,,,对 该 城市 环境 质量 影响 较 大 的 是 化肥厂,对 该 城市 环境 质量 影响 较 大 的 是 化肥厂,P DT NN NN NN NN AD VA DEC VC NN,,影响_0（化肥厂，城市环境质量，影响较大）,影响_0（化肥厂，城市环境质量，影响较大）,0_0-5,0_0-5,影响,影响,,,对 该 城市 环境 质量 影响 较 大 的 是 化肥 厂,对 该 城市 环境 质量 影响 较 大 的 是 化肥 厂,P DT NN NN NN NN AD VA DEC VC NN,( (IP (NP (CP (IP (PP (P 对) (NP (NP (DP (DT 该)) (NP (NN 城市))) (NP (NN 环境) (NN 质量)))) (NP (NN 影响)) (VP (ADVP (AD 较)) (VP (VA 大)))) (DEC 的))) (VP (VC 是) (NP (NN 化肥厂)))) )
9-D,对该城市环境质量影响较大的是	服装厂,None,,,,,对 该 城市 环境 质量 影响 较 大 的 是 服装厂,对 该 城市 环境 质量 影响 较 大 的 是 服装厂,P DT NN NN NN NN AD VA DEC VC NN,,影响_0（服装厂，城市环境质量，影响较大）,影响_0（服装厂，城市环境质量，影响较大）,0_0-5,0_0-5,影响,影响,,,对 该 城市 环境 质量 影响 较 大 的 是 服装 厂,对 该 城市 环境 质量 影响 较 大 的 是 服装 厂,P DT NN NN NN NN AD VA DEC VC NN,( (IP (NP (CP (IP (PP (P 对) (NP (NP (DP (DT 该)) (NP (NN 城市))) (NP (NN 环境) (NN 质量)))) (NP (NN 影响)) (VP (ADVP (AD 较)) (VP (VA 大)))) (DEC 的))) (VP (VC 是) (NP (NN 服装厂)))) )
10-A,与乙、丙、丁3个省市对应的依次是	苏、鲁、粤,None,,13 15 17,,,与 乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 苏 、 鲁 、 粤,与 乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 苏 、 鲁 、 粤,P NN PU NN PU NN CD M NN VV DEC AD VC loc PU loc PU loc,,匹配_0（乙，苏）匹配_1（丙，鲁）匹配_2（丁，粤）,匹配_0（乙，苏）匹配_1（丙，鲁）匹配_2（丁，粤）,0_9-12 1_9-12 2_9-12,0_9-12 1_9-12 2_9-12,匹配,匹配,,,与乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 苏 、 鲁 、 粤,与乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 苏 、 鲁 、 粤,P NN PU NN PU NR CD M NN VV DEC AD VC loc PU loc PU loc,( (IP (NP (CP (IP (VP (PP (P 与) (NP (NP (NN 乙) (PU 、) (NN 丙) (PU 、) (NN 丁)) (QP (CD 3) (CLP (M 个))) (NP (NN 省市)))) (VP (VV 对应)))) (DEC 的))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NR 苏) (PU 、) (NR 鲁) (PU 、) (NR 粤))))) )
10-B,与乙、丙、丁3个省市对应的依次是	京、吉、苏,None,,13 15 17,,,与 乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 京 、 吉 、 苏,与 乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 京 、 吉 、 苏,P NN PU NN PU NN CD M NN VV DEC AD VC loc PU loc PU loc,,匹配_0（乙，京）匹配_1（丙，吉）匹配_2（丁，苏）,匹配_0（乙，京）匹配_1（丙，吉）匹配_2（丁，苏）,0_9-12 1_9-12 2_9-12,0_9-12 1_9-12 2_9-12,匹配,匹配,,,与乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 京 、 吉 、 苏,与乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 京 、 吉 、 苏,P NN PU NN PU NR CD M NN VV DEC AD VC loc PU loc PU loc,( (IP (NP (CP (IP (VP (PP (P 与) (NP (NP (NN 乙) (PU 、) (NN 丙) (PU 、) (NN 丁)) (QP (CD 3) (CLP (M 个))) (NP (NN 省市)))) (VP (VV 对应)))) (DEC 的))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NR 京) (PU 、) (NR 吉) (PU 、) (NR 苏))))) )
10-C,与乙、丙、丁3个省市对应的依次是	吉、苏、鲁,None,,13 15 17,,,与 乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 吉 、 苏 、 鲁,与 乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 吉 、 苏 、 鲁,P NN PU NN PU NN CD M NN VV DEC AD VC loc PU loc PU loc,,匹配_0（乙，吉）匹配_1（丙，苏）匹配_2（丁，鲁）,匹配_0（乙，吉）匹配_1（丙，苏）匹配_2（丁，鲁）,0_9-12 1_9-12 2_9-12,0_9-12 1_9-12 2_9-12,匹配,匹配,,,与乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 吉 、 苏 、 鲁,与乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 吉 、 苏 、 鲁,P NN PU NN PU NR CD M NN VV DEC AD VC loc PU loc PU loc,( (IP (NP (CP (IP (VP (PP (P 与) (NP (NP (NN 乙) (PU 、) (NN 丙) (PU 、) (NN 丁)) (QP (CD 3) (CLP (M 个))) (NP (NN 省市)))) (VP (VV 对应)))) (DEC 的))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NR 吉) (PU 、) (NR 苏) (PU 、) (NR 鲁))))) )
10-D,与乙、丙、丁3个省市对应的依次是	粤、京、吉,None,,13 15 17,,,与 乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 粤 、 京 、 吉,与 乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 粤 、 京 、 吉,P NN PU NN PU NN CD M NN VV DEC AD VC loc PU loc PU loc,,匹配_0（乙，粤）匹配_1（丙，京）匹配_2（丁，吉）,匹配_0（乙，粤）匹配_1（丙，京）匹配_2（丁，吉）,0_9-12 1_9-12 2_9-12,0_9-12 1_9-12 2_9-12,匹配,匹配,,,与乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 粤 、 京 、 吉,与乙 、 丙 、 丁 3 个 省市 对应 的 依次 是 粤 、 京 、 吉,P NN PU NN PU NR CD M NN VV DEC AD VC loc PU loc PU loc,( (IP (NP (CP (IP (VP (PP (P 与) (NP (NP (NN 乙) (PU 、) (NN 丙) (PU 、) (NN 丁)) (QP (CD 3) (CLP (M 个))) (NP (NN 省市)))) (VP (VV 对应)))) (DEC 的))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NR 粤) (PU 、) (NR 京) (PU 、) (NR 吉))))) )
11-A,与全国相比，人均耕地和人均粮食的关系有特殊性，其主要原因是	人口数量增长较快,None,,,,,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 人口 数量 增长 较 快,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 人口 数量 增长 较 快,P NN VV PU JJ NN CC JJ NN DEG NN VE NN PU PN JJ NN VC NN NN NN AD VA,,因果_0（人口数量增长较快，与全国相比人均耕地和人均粮食的关系有特殊性）,因果_0（趋势_1（人口数量增长，#，#，较快），与全国相比人均耕地和人均粮食的关系有特殊性）,0_15-16-17,0_15-16-17 1_21-22,因果,因果 趋势,,,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 人口 数量 增长 较 快,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 人口 数量 增长 较 快,P NN VV PU JJ NN CC JJ NN DEG NN VE NN PU PN JJ NN VC NN NN NN AD VA,( (IP (IP (VP (PP (P 与) (NP (NN 全国))) (VP (VV 相比)))) (PU ，) (IP (NP (DNP (NP (NP (ADJP (JJ 人均)) (NP (NN 耕地))) (CC 和) (NP (ADJP (JJ 人均)) (NP (NN 粮食)))) (DEG 的)) (NP (NN 关系))) (VP (VE 有) (NP (NN 特殊性)))) (PU ，) (NP (NP (PN 其)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 人口) (NN 数量)) (NP (NN 增长)) (VP (ADVP (AD 较)) (VP (VA 快)))))) )
11-B,与全国相比，人均耕地和人均粮食的关系有特殊性，其主要原因是	城市化水平不断提高,None,,,,,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 城市化 水平 不断 提高,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 城市化 水平 不断 提高,P NN VV PU JJ NN CC JJ NN DEG NN VE NN PU PN JJ NN VC NN NN AD VV,,因果_0（城市化水平不断提高，与全国相比人均耕地和人均粮食的关系有特殊性）,因果_0（趋势_1（城市化水平，#，#，提高），与全国相比人均耕地和人均粮食的关系有特殊性）,0_15-16-17,0_15-16-17 1_21,因果,因果 趋势,,,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 城市化 水平 不断 提高,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 城市化 水平 不断 提高,P NN VV PU JJ NN CC JJ NN DEG NN VE NN PU PN JJ NN VC NN NN AD VV,( (IP (IP (VP (PP (P 与) (NP (NN 全国))) (VP (VV 相比)))) (PU ，) (IP (NP (DNP (NP (NP (ADJP (JJ 人均)) (NP (NN 耕地))) (CC 和) (NP (ADJP (JJ 人均)) (NP (NN 粮食)))) (DEG 的)) (NP (NN 关系))) (VP (VE 有) (NP (NN 特殊性)))) (PU ，) (IP (NP (NP (PN 其)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 城市化) (NN 水平)) (VP (ADVP (AD 不断)) (VP (VV 提高))))))) )
11-C,与全国相比，人均耕地和人均粮食的关系有特殊性，其主要原因是	耕地面积逐年减少,None,,,,,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 耕地 面积 逐年 减少,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 耕地 面积 逐年 减少,P NN VV PU JJ NN CC JJ NN DEG NN VE NN PU PN JJ NN VC NN NN AD VV,,因果_0（耕地面积逐年减少，与全国相比人均耕地和人均粮食的关系有特殊性）,因果_0（趋势_1（耕地面积，#，逐年，减少），与全国相比人均耕地和人均粮食的关系有特殊性）,0_15-16-17,0_15-16-17 1_20-21,因果,因果 趋势,,,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 耕地 面积 逐年 减少,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 耕地 面积 逐年 减少,P NN VV PU JJ NN CC JJ NN DEG NN VE NN PU PN JJ NN VC NN NN AD VV,( (IP (IP (IP (VP (PP (P 与) (NP (NN 全国))) (VP (VV 相比)))) (PU ，) (NP (DNP (NP (NP (ADJP (JJ 人均)) (NP (NN 耕地))) (CC 和) (NP (ADJP (JJ 人均)) (NP (NN 粮食)))) (DEG 的)) (NP (NN 关系))) (VP (VE 有) (NP (NN 特殊性)))) (PU ，) (NP (NP (PN 其)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 耕地) (NN 面积)) (VP (ADVP (AD 逐年)) (VP (VV 减少)))))) )
11-D,与全国相比，人均耕地和人均粮食的关系有特殊性，其主要原因是	经济作物播种面积增加,None,,,,,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 经济 作物 播种 面积 增加,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 经济 作物 播种 面积 增加,P NN VV PU JJ NN CC JJ NN DEG NN VE NN PU PN JJ NN VC NN NN NN NN VV,,因果_0（经济作物播种面积增加，与全国相比人均耕地和人均粮食的关系有特殊性）,因果_0（趋势_1（经济作物，播种面积，#，增加），与全国相比人均耕地和人均粮食的关系有特殊性）,0_15-16-17,0_15-16-17 1_21,因果,因果 趋势,,,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 经济 作物 播种 面积 增加,与 全国 相比 ， 人均 耕地 和 人均 粮食 的 关系 有 特殊性 ， 其 主要 原因 是 经济 作物 播种 面积 增加,P NN VV PU JJ NN CC JJ NN DEG NN VE NN PU PN JJ NN VC NN NN NN NN VV,( (IP (NP (PP (P 与) (NP (IP (IP (NP (NN 全国)) (VP (VV 相比))) (PU ，) (IP (NP (DNP (NP (NP (ADJP (JJ 人均)) (NP (NN 耕地))) (CC 和) (NP (ADJP (JJ 人均)) (NP (NN 粮食)))) (DEG 的)) (NP (NN 关系))) (VP (VE 有) (NP (NN 特殊性)))) (PU ，) (IP (NP (NP (PN 其)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (NN 经济) (NN 作物))))) (NP (NN 播种)))) (NP (NN 面积))) (VP (VV 增加))) )
