编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
5-C,以下省区人口迁移原因的叙述正确的是	新疆人口迁入的主要原因是资源开发和经济建设的需要,None,,10,,,以下 省区 人口 迁移 原因 的 叙述 正确 的 是 新疆 人口 迁入 的 主要 原因 是 资源 开发 和 经济 建设 的 需要,以下 省区 人口 迁移 原因 的 叙述 正确 的 是 新疆 人口 迁入 的 主要 原因 是 资源 开发 和 经济 建设 的 需要,JJ NN NN NN NN DEG NN VA DEC VC loc NN NN DEG JJ NN VC NN NN CC NN NN DEG NN,,,,,,,,,10,以下 省区 人口 迁移 原因 的 叙述 正确 的 是 新疆 人口 迁入 的 主要 原因 是 资源 开发 和 经济 建设 的 需要,以下 省区 人口 迁移 原因 的 叙述 正确 的 是 新疆 人口 迁入 的 主要 原因 是 资源 开发 和 经济 建设 的 需要,JJ NN NN VV NN DEG VV VA DEC VC loc NN VV DEC JJ NN VC NN NN CC NN NN DEG NN,( (IP (NP (DNP (NP (NP (NP (ADJP (JJ 以下)) (NP (NN 省区))) (NP (NN 人口))) (NP (NN 迁移) (NN 原因))) (DEG 的)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (DNP (NP (NP (NR 新疆)) (NP (NN 人口) (NN 迁入))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (DNP (NP (NN 资源) (NN 开发) (CC 和) (NN 经济) (NN 建设)) (DEG 的)) (NP (NN 需要))))))) )
5-D,以下省区人口迁移原因的叙述正确的是	北京人口迁入的主要原因是政策鼓励,None,,10,,,以下 省区 人口 迁移 原因 的 叙述 正确 的 是 北京 人口 迁入 的 主要 原因 是 政策 鼓励,以下 省区 人口 迁移 原因 的 叙述 正确 的 是 北京 人口 迁入 的 主要 原因 是 政策 鼓励,JJ NN NN NN NN DEG NN VA DEC VC loc NN NN DEG JJ NN VC NN VV,,,,,,,,,10,以下 省区 人口 迁移 原因 的 叙述 正确 的 是 北京 人口 迁入 的 主要 原因 是 政策 鼓励,以下 省区 人口 迁移 原因 的 叙述 正确 的 是 北京 人口 迁入 的 主要 原因 是 政策 鼓励,JJ NN NN VV NN DEG VV VA DEC VC loc NN VV DEC JJ NN VC NN VV,( (IP (NP (DNP (NP (NP (NP (ADJP (JJ 以下)) (NP (NN 省区))) (NP (NN 人口))) (NP (NN 迁移) (NN 原因))) (DEG 的)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (DNP (NP (NP (NR 北京)) (NP (NN 人口) (NN 迁入))) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 政策)) (VP (VV 鼓励))))))) )
6-A,科罗拉多大峡谷的形成过程依次是	固结成岩—风化剥蚀—侵蚀搬运,None,,,7 9 11,,科罗拉多 大峡谷 的 形成 过程 依次 是 固结成岩 — 风化剥蚀 — 侵蚀搬运,科罗拉多 大峡谷 的 形成 过程 依次 是 固结 成岩 — 风化 剥蚀 — 侵蚀 搬运,NR NN DEG NN NN AD VC term PU term PU term,,,,,,,,,9,科罗拉多 大峡谷 的 形成 过程 依次 是 固结成岩 — 风化 剥蚀 — 侵蚀 搬运,科罗拉多 大峡谷 的 形成 过程 依次 是 固结成岩 — 风化 剥蚀 — 侵蚀 搬运,NR NR DEG NN NN AD VC term PU term PU term,( (IP (NP (NP (DNP (NP (NP (NR 科罗拉多)) (NP (NN 大峡谷))) (DEG 的)) (NP (NN 形成))) (NP (NN 过程))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NN 固结成岩) (PU —) (NN 风化剥蚀) (PU —) (NN 侵蚀搬运))))) )
6-B,科罗拉多大峡谷的形成过程依次是	高压变质—地壳抬升—风化剥蚀,None,,,7 9 11,,科罗拉多 大峡谷 的 形成 过程 依次 是 高压变质 — 地壳抬升 — 风化剥蚀,科罗拉多 大峡谷 的 形成 过程 依次 是 高压 变质 — 地壳 抬升 — 风化 剥蚀,NR NN DEG NN NN AD VC term PU term PU term,,,,,,,,,9,科罗拉多 大峡谷 的 形成 过程 依次 是 高压 变质 — 地壳 抬升 — 风化 剥蚀,科罗拉多 大峡谷 的 形成 过程 依次 是 高压 变质 — 地壳 抬升 — 风化 剥蚀,NR NR DEG NN NN AD VC term PU term PU term,( (IP (NP (NP (DNP (NP (NP (NR 科罗拉多)) (NP (NN 大峡谷))) (DEG 的)) (NP (NN 形成))) (NP (NN 过程))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NN 高压变质) (PU —) (NN 地壳抬升) (PU —) (NN 风化剥蚀))))) )
6-C,科罗拉多大峡谷的形成过程依次是	岩浆侵入—地壳抬升—侵蚀搬运,None,,,7 9 11,,科罗拉多 大峡谷 的 形成 过程 依次 是 岩浆侵入 — 地壳抬升 — 侵蚀搬运,科罗拉多 大峡谷 的 形成 过程 依次 是 岩浆 侵入 — 地壳 抬升 — 侵蚀 搬运,NR NN DEG NN NN AD VC term PU term PU term,,,,,,,,,9,科罗拉多 大峡谷 的 形成 过程 依次 是 岩浆侵入 — 地壳 抬升 — 侵蚀 搬运,科罗拉多 大峡谷 的 形成 过程 依次 是 岩浆侵入 — 地壳 抬升 — 侵蚀 搬运,NR NR DEG NN NN AD VC term PU term PU term,( (IP (NP (NP (DNP (NP (NP (NR 科罗拉多)) (NP (NN 大峡谷))) (DEG 的)) (NP (NN 形成))) (NP (NN 过程))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NN 岩浆侵入) (PU —) (NN 地壳抬升) (PU —) (NN 侵蚀搬运))))) )
6-D,科罗拉多大峡谷的形成过程依次是	外力沉积—地壳抬升—流水侵蚀,None,,,7 9 11,,科罗拉多 大峡谷 的 形成 过程 依次 是 外力沉积 — 地壳抬升 — 流水侵蚀,科罗拉多 大峡谷 的 形成 过程 依次 是 外力 沉积 — 地壳 抬升 — 流水 侵蚀,NR NN DEG NN NN AD VC term PU term PU term,,,,,,,,,9,科罗拉多 大峡谷 的 形成 过程 依次 是 外力 沉积 — 地壳 抬升 — 流水侵蚀,科罗拉多 大峡谷 的 形成 过程 依次 是 外力 沉积 — 地壳 抬升 — 流水侵蚀,NR NR DEG NN NN AD VC term PU term PU term,( (IP (NP (NP (DNP (NP (NP (NR 科罗拉多)) (NP (NN 大峡谷))) (DEG 的)) (NP (NN 形成))) (NP (NN 过程))) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (NN 外力沉积) (PU —) (NN 地壳抬升) (PU —) (NN 流水侵蚀))))) )
7-A,各行业的就业密度	由内圈向外圈逐渐减小,None,,,,,各 行业 的 就业 密度 由 内圈 向 外圈 逐渐 减小,各 行业 的 就业 密度 由 内圈 向 外圈 逐渐 减小,DT NN DEG NN NN P NN P NN AD VV,,,,,,,,,,各 行业 的 就业 密度 由 内圈 向 外圈 逐渐 减小,各 行业 的 就业 密度 由 内圈 向 外圈 逐渐 减小,DT NN DEG NN NN P NN P NN AD VV,( (IP (NP (DNP (NP (DP (DT 各)) (NP (NN 行业))) (DEG 的)) (NP (NN 就业) (NN 密度))) (VP (PP (P 由) (NP (NN 内圈))) (PP (P 向) (NP (NN 外圈))) (ADVP (AD 逐渐)) (VP (VV 减小)))) )
7-B,各行业的就业密度	第二圈层差异最小,None,,,,,各 行业 的 就业 密度 第二 圈层 差异 最 小,各 行业 的 就业 密度 第二 圈层 差异 最 小,DT NN DEG NN NN OD NN NN AD VA,,,,,,,,,,各 行业 的 就业 密度 第二 圈层 差异 最 小,各 行业 的 就业 密度 第二 圈层 差异 最 小,DT NN DEG NN NN OD NN NN AD VA,( (IP (NP (DNP (NP (DP (DT 各)) (NP (NN 行业))) (DEG 的)) (NP (NN 就业) (NN 密度)) (QP (OD 第二)) (NP (NN 圈层))) (NP (NN 差异)) (VP (ADVP (AD 最)) (VP (VA 小)))) )
7-C,各行业的就业密度	第三圈层以科技服务业最高,None,,,,,各 行业 的 就业 密度 第三 圈层 以 科技 服务业 最 高,各 行业 的 就业 密度 第三 圈层 以 科技 服务业 最 高,DT NN DEG NN NN OD NN P NN NN AD VA,,,,,,,,,,各 行业 的 就业 密度 第三 圈层 以 科技 服务业 最 高,各 行业 的 就业 密度 第三 圈层 以 科技 服务业 最 高,DT NN DEG NN NN OD NN P NN NN AD JJ,( (IP (NP (NP (DNP (NP (DP (DT 各)) (NP (NN 行业))) (DEG 的)) (NP (NN 就业) (NN 密度))) (QP (OD 第三)) (NP (NN 圈层))) (PP (P 以) (NP (NN 科技))) (NP (NN 服务业)) (VP (ADVP (AD 最)) (VP (VA 高)))) )
7-D,各行业的就业密度	各圈层差异最小的是批发和零售业,None,,,,,各 行业 的 就业 密度 各 圈层 差异 最 小 的 是 批发 和 零售 业,各 行业 的 就业 密度 各 圈层 差异 最 小 的 是 批发 和 零售 业,DT NN DEG NN NN DT NN NN AD VA DEC VC NN CC NN NN,,,,,,,,,,各 行业 的 就业 密度 各 圈层 差异 最 小 的 是 批发 和 零售 业,各 行业 的 就业 密度 各 圈层 差异 最 小 的 是 批发 和 零售 业,DT NN DEG NN NN DT NN NN AD VA DEC VC NN CC NN NN,( (IP (NP (DNP (NP (DP (DT 各)) (NP (NN 行业))) (DEG 的)) (NP (NN 就业) (NN 密度))) (NP (DP (DT 各)) (NP (NN 圈层))) (NP (CP (IP (NP (NN 差异)) (VP (ADVP (AD 最)) (VP (VA 小)))) (DEC 的))) (VP (VC 是) (NP (NP (NN 批发) (CC 和) (NN 零售)) (NP (NN 业))))) )
8-A,办公活动区位选择更倾向于靠近人口密集区的行业是	建筑业,None,,,,,办公 活动 区位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 建筑 业,办公 活动 区位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 建筑 业,NN NN NN NN AD VV P VV NN NN DEG NN VC NN NN,,,,,,,,,,办公 活动区 位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 建筑 业,办公 活动区 位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 建筑 业,NN NN NN VV AD VV P VV NN NN DEG NN VC NN NN,( (IP (NP (NN 办公) (NN 活动) (NN 区位) (NN 选择)) (VP (ADVP (AD 更)) (VP (VV 倾向) (IP (VP (PP (P 于) (IP (VP (VV 靠近) (NP (DNP (NP (NN 人口) (NN 密集区)) (DEG 的)) (NP (NN 行业)))))) (VP (VC 是) (NP (NN 建筑) (NN 业)))))))) )
8-B,办公活动区位选择更倾向于靠近人口密集区的行业是	批发和零售业,None,,,,,办公 活动 区位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 批发 和 零售 业,办公 活动 区位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 批发 和 零售 业,NN NN NN NN AD VV P VV NN NN DEG NN VC NN CC NN NN,,,,,,,,,,办公 活动区 位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 批发 和 零售 业,办公 活动区 位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 批发 和 零售 业,NN NN NN VV AD VV P VV NN NN DEG NN VC NN CC NN NN,( (IP (NP (NN 办公) (NN 活动) (NN 区位) (NN 选择)) (VP (ADVP (AD 更)) (VP (VV 倾向) (IP (VP (PP (P 于) (IP (VP (VV 靠近) (NP (DNP (NP (NN 人口) (NN 密集区)) (DEG 的)) (NP (NN 行业)))))) (VP (VC 是) (NP (NP (NN 批发) (CC 和) (NN 零售)) (NP (NN 业))))))))) )
8-C,办公活动区位选择更倾向于靠近人口密集区的行业是	教育文化业,None,,,,,办公 活动 区位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 教育 文化 业,办公 活动 区位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 教育 文化 业,NN NN NN NN AD VV P VV NN NN DEG NN VC NN NN NN,,,,,,,,,,办公 活动区 位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 教育 文化 业,办公 活动区 位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 教育 文化 业,NN NN NN VV AD VV P VV NN NN DEG NN VC NN NN NN,( (IP (NP (NN 办公) (NN 活动) (NN 区位) (NN 选择)) (VP (ADVP (AD 更)) (VP (VV 倾向) (IP (VP (PP (P 于) (IP (VP (VV 靠近) (NP (DNP (NP (NN 人口) (NN 密集区)) (DEG 的)) (NP (NN 行业)))))) (VP (VC 是) (NP (NP (NN 教育) (NN 文化)) (NP (NN 业))))))))) )
8-D,办公活动区位选择更倾向于靠近人口密集区的行业是	科技服务业,None,,,,,办公 活动 区位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 科技 服务 业,办公 活动 区位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 科技 服务 业,NN NN NN NN AD VV P VV NN NN DEG NN VC NN NN NN,,,,,,,,,,办公 活动区 位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 科技 服务业,办公 活动区 位 选择 更 倾向 于 靠近 人口 密集区 的 行业 是 科技 服务业,NN NN NN VV AD VV P VV NN NN DEG NN VC NN NN NN,( (IP (NP (NN 办公) (NN 活动) (NN 区位) (NN 选择)) (VP (ADVP (AD 更)) (VP (VV 倾向) (IP (VP (PP (P 于) (IP (VP (VV 靠近) (NP (DNP (NP (NN 人口) (NN 密集区)) (DEG 的)) (NP (NN 行业)))))) (VP (VC 是) (NP (NP (NN 科技) (NN 服务)) (NP (NN 业))))))))) )
9-A,图中省份发展家具生产的共同条件是	气候优越、水源充足,None,,,,,图 中 省份 发展 家具 生产 的 共同 条件 是 气候 优越 、 水源 充足,图 中 省份 发展 家具 生产 的 共同 条件 是 气候 优越 、 水源 充足,NN LC NN VV NN NN DEG JJ NN VC NN VA PU NN VA,,,,,,,,,,图 中 省份 发展 家具 生产 的 共同 条件 是 气候 优越 、 水源 充足,图 中 省份 发展 家具 生产 的 共同 条件 是 气候 优越 、 水源 充足,NN LC NN VV NN NN DEG JJ NN VC NN VA PU NN VA,( (IP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 省份))) (VP (VV 发展) (NP (DNP (NP (NN 家具) (NN 生产)) (DEG 的)) (ADJP (JJ 共同)) (NP (NN 条件))))) (VP (VC 是) (IP (IP (NP (NN 气候)) (VP (VA 优越))) (PU 、) (IP (NP (NN 水源)) (VP (VA 充足)))))) )
9-B,图中省份发展家具生产的共同条件是	原料丰富、地租较低,None,,,,,图 中 省份 发展 家具 生产 的 共同 条件 是 原料 丰富 、 地租 较 低,图 中 省份 发展 家具 生产 的 共同 条件 是 原料 丰富 、 地租 较 低,NN LC NN VV NN NN DEG JJ NN VC NN VA PU NN AD VA,,,,,,,,,,图 中 省份 发展 家具 生产 的 共同 条件 是 原料 丰富 、 地租 较 低,图 中 省份 发展 家具 生产 的 共同 条件 是 原料 丰富 、 地租 较 低,NN LC NN VV NN NN DEG JJ NN VC NN VA PU NN AD VA,( (IP (NP (DNP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 省份))) (VP (VV 发展)))) (NP (NN 家具) (NN 生产))) (DEG 的)) (ADJP (JJ 共同)) (NP (NN 条件))) (VP (VC 是) (IP (IP (NP (NN 原料)) (VP (VA 丰富))) (PU 、) (IP (NP (NN 地租)) (VP (ADVP (AD 较)) (VP (VA 低))))))) )
9-C,图中省份发展家具生产的共同条件是	靠近市场、交通便利,None,,,,,图 中 省份 发展 家具 生产 的 共同 条件 是 靠近 市场 、 交通 便利,图 中 省份 发展 家具 生产 的 共同 条件 是 靠近 市场 、 交通 便利,NN LC NN VV NN NN DEG JJ NN VC VV NN PU NN VA,,,,,,,,,,图 中 省份 发展 家具 生产 的 共同 条件 是 靠近 市场 、 交通 便利,图 中 省份 发展 家具 生产 的 共同 条件 是 靠近 市场 、 交通 便利,NN LC NN VV NN NN DEG JJ NN VC VV NN PU NN NN,( (CP (IP (NP (DNP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 省份))) (VP (VV 发展)))) (NP (NN 家具) (NN 生产))) (DEG 的)) (ADJP (JJ 共同)) (NP (NN 条件))) (VP (VC 是) (VP (VV 靠近) (NP (NN 市场))))) (PU 、) (IP (NP (NN 交通)) (VP (VA 便利)))) )
9-D,图中省份发展家具生产的共同条件是	劳动力廉价、技术先进,None,,,,,图 中 省份 发展 家具 生产 的 共同 条件 是 劳动力 廉价 、 技术 先进,图 中 省份 发展 家具 生产 的 共同 条件 是 劳动力 廉价 、 技术 先进,NN LC NN VV NN NN DEG JJ NN VC NN VA PU NN VA,,,,,,,,,,图 中 省份 发展 家具 生产 的 共同 条件 是 劳动力 廉价 、 技术 先进,图 中 省份 发展 家具 生产 的 共同 条件 是 劳动力 廉价 、 技术 先进,NN LC NN VV NN NN DEG JJ NN VC NN VA PU NN VA,( (IP (NP (DNP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 省份))) (VP (VV 发展)))) (NP (NN 家具) (NN 生产))) (DEG 的)) (ADJP (JJ 共同)) (NP (NN 条件))) (VP (VC 是) (IP (IP (NP (NN 劳动力)) (VP (VA 廉价))) (PU 、) (IP (NP (NN 技术)) (VP (VA 先进)))))) )
10-A,广东家具出口到新加坡采用的主要交通运输方式及其特点是	航空运输、速度快效率高,None,,0 4,,,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 航空 运输 、 速度快 效率 高,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 航空 运输 、 速度快 效率 高,loc NN VV VV loc VV DEC JJ NN NN NN CC PN NN VC NN NN PU NN NN VA,,,,,,,,,0 4,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 航空 运输 、 速度快 效率 高,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 航空 运输 、 速度快 效率 高,loc NN VV VV loc VV DEC JJ NN NN NN CC PN NN VC NN NN PU NN NN VA,( (IP (IP (NP (NP (NR 广东)) (NP (NN 家具))) (VP (VRD (VV 出口) (VV 到)) (IP (NP (CP (IP (NP (NR 新加坡)) (VP (VV 采用))) (DEC 的)) (ADJP (JJ 主要)) (NP (NP (NN 交通) (NN 运输) (NN 方式)) (CC 及) (NP (NP (PN 其)) (NP (NN 特点))))) (VP (VC 是) (NP (NN 航空) (NN 运输)))))) (PU 、) (IP (NP (NN 速度快) (NN 效率)) (VP (VA 高)))) )
10-B,广东家具出口到新加坡采用的主要交通运输方式及其特点是	海洋运输、运费低运量大,None,,0 4,,,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 海洋 运输 、 运费 低 运量 大,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 海洋 运输 、 运费 低 运量 大,loc NN VV VV loc VV DEC JJ NN NN NN CC PN NN VC NN NN PU NN VA NN VA,,,,,,,,,0 4,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 海洋 运输 、 运费 低 运量 大,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 海洋 运输 、 运费 低 运量 大,loc NN VV VV loc VV DEC JJ NN NN NN CC PN NN VC NN NN PU NN JJ NN JJ,( (IP (NP (NP (NR 广东)) (NP (NN 家具))) (VP (VRD (VV 出口) (VV 到)) (IP (NP (CP (IP (NP (NR 新加坡)) (VP (VV 采用))) (DEC 的)) (ADJP (JJ 主要)) (NP (NP (NN 交通) (NN 运输) (NN 方式)) (CC 及) (NP (NP (PN 其)) (NP (NN 特点))))) (VP (VC 是) (IP (IP (NP (NN 海洋) (NN 运输) (PU 、) (NN 运费)) (VP (VA 低))) (IP (NP (NN 运量)) (VP (VA 大)))))))) )
10-C,广东家具出口到新加坡采用的主要交通运输方式及其特点是	公路运输、机动灵活装卸方便,None,,0 4,,,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 公路 运输 、 机动 灵活 装卸 方便,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 公路 运输 、 机动 灵活 装卸 方便,loc NN VV VV loc VV DEC JJ NN NN NN CC PN NN VC NN NN PU NN VA NN VA,,,,,,,,,0 4,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 公路 运输 、 机动 灵活 装卸 方便,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 公路 运输 、 机动 灵活 装卸 方便,loc NN VV VV loc VV DEC JJ NN NN NN CC PN NN VC NN NN PU NN VA NN VA,( (IP (NP (NP (NR 广东)) (NP (NN 家具))) (VP (VRD (VV 出口) (VV 到)) (IP (NP (CP (IP (NP (NR 新加坡)) (VP (VV 采用))) (DEC 的)) (ADJP (JJ 主要)) (NP (NP (NN 交通) (NN 运输) (NN 方式)) (CC 及) (NP (NP (PN 其)) (NP (NN 特点))))) (VP (VC 是) (IP (IP (NP (NN 公路) (NN 运输) (PU 、) (NN 机动)) (VP (VA 灵活))) (IP (NP (NN 装卸)) (VP (VA 方便)))))))) )
10-D,广东家具出口到新加坡采用的主要交通运输方式及其特点是	铁路运输、受自然条件影响小,None,,0 4,,,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 铁路 运输 、 受 自然 条件 影响 小,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 铁路 运输 、 受 自然 条件 影响 小,loc NN VV VV loc VV DEC JJ NN NN NN CC PN NN VC NN NN PU VV NN NN NN VA,,,,,,,,,0 4,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 铁路 运输 、 受 自然 条件 影响 小,广东 家具 出口 到 新加坡 采用 的 主要 交通 运输 方式 及 其 特点 是 铁路 运输 、 受 自然 条件 影响 小,loc NN VV VV loc VV DEC JJ NN NN NN CC PN NN VC NN NN PU VV NN NN NN VA,( (IP (NP (NP (NR 广东)) (NP (NN 家具))) (VP (VRD (VV 出口) (VV 到)) (IP (IP (NP (CP (IP (NP (NR 新加坡)) (VP (VV 采用))) (DEC 的)) (ADJP (JJ 主要)) (NP (NP (NN 交通) (NN 运输) (NN 方式)) (CC 及) (NP (NP (PN 其)) (NP (NN 特点))))) (VP (VC 是) (NP (NN 铁路) (NN 运输)))) (PU 、) (IP (IP (VP (VV 受) (NP (NN 自然) (NN 条件)))) (IP (NP (NN 影响)) (VP (VA 小))))))) )
11-A,该年图中各省区中	宁夏出生率、死亡率均较高,None,,7,,,该 年 图 中 各 省区 中 宁夏 出生率 、 死亡率 均 较 高,该 年 图 中 各 省区 中 宁夏 出生率 、 死亡率 均 较 高,DT NN NN LC DT NN LC loc NN PU NN AD AD VA,,,,,,,,,,该 年 图 中 各 省区 中 宁夏 出生率 、 死亡率 均 较 高,该 年 图 中 各 省区 中 宁夏 出生率 、 死亡率 均 较 高,DT M NN LC DT NN LC loc NN PU NN AD AD VA,( (IP (NP (LCP (NP (NP (DP (DT 该)) (NP (NN 年))) (NP (NN 图))) (LC 中)) (DP (DT 各)) (NP (NP (LCP (NP (NN 省区)) (LC 中)) (NP (NR 宁夏)) (NP (NN 出生率))) (PU 、) (NP (NN 死亡率)))) (VP (ADVP (AD 均)) (ADVP (AD 较)) (VP (VA 高)))) )
11-B,该年图中各省区中	江苏年新增人口最多,None,,7,,,该 年 图 中 各 省区 中 江苏 年 新增 人口 最 多,该 年 图 中 各 省区 中 江苏 年 新增 人口 最 多,DT NN NN LC DT NN LC loc NN VV NN AD VA,,,,,,,,,,该 年 图 中 各 省区 中 江苏 年 新增 人口 最多,该 年 图 中 各 省区 中 江苏 年 新增 人口 最多,DT M NN LC DT NN LC loc NN VV NN CD,( (IP (NP (CP (IP (LCP (NP (LCP (NP (NP (DP (DT 该)) (NP (NN 年))) (NP (NN 图))) (LC 中)) (DP (DT 各)) (NP (NN 省区))) (LC 中)) (NP (NP (NR 江苏)) (NP (NN 年))) (VP (VV 新增)))) (NP (NN 人口))) (VP (ADVP (AD 最)) (VP (VA 多)))) )
11-C,该年图中各省区中	西藏的死亡率比上海高,None,,7 11,,,该 年 图 中 各 省区 中 西藏 的 死亡率 比 上海 高,该 年 图 中 各 省区 中 西藏 的 死亡率 比 上海 高,DT NN NN LC DT NN LC loc DEG NN P loc VA,,,,,,,,,7 11,该 年 图 中 各 省区 中 西藏 的 死亡率 比 上海 高,该 年 图 中 各 省区 中 西藏 的 死亡率 比 上海 高,DT M NN LC DT NN LC loc DEG NN P loc VA,( (IP (LCP (NP (NP (DP (DT 该)) (NP (NN 年))) (NP (NN 图))) (LC 中)) (NP (LCP (NP (DP (DT 各)) (NP (NN 省区))) (LC 中)) (DNP (NP (NR 西藏)) (DEG 的)) (NP (NN 死亡率))) (VP (PP (P 比) (NP (NR 上海))) (VP (VA 高)))) )
11-D,该年图中各省区中	北京人口自然增长最快,None,,7,,,该 年 图 中 各 省区 中 北京 人口 自然 增长 最 快,该 年 图 中 各 省区 中 北京 人口 自然 增长 最 快,DT NN NN LC DT NN LC loc NN AD VV AD VA,,,,,,,,,7,该 年 图 中 各 省区 中 北京 人口 自然 增长 最 快,该 年 图 中 各 省区 中 北京 人口 自然 增长 最 快,DT M NN LC DT NN LC loc NN AD VV AD VA,( (IP (LCP (NP (NP (DP (DT 该)) (NP (NN 年))) (NP (NN 图))) (LC 中)) (LCP (NP (DP (DT 各)) (NP (NN 省区))) (LC 中)) (NP (NP (NR 北京)) (NP (NN 人口))) (VP (VP (ADVP (AD 自然)) (VP (VV 增长))) (VP (ADVP (AD 最)) (VP (VA 快))))) )
12-A,上海人口自然增长率比北京低，主要影响因素可能是	性别比例,None,,0 3,1,,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 性别 比例,上海 人口 自然 增长率 比 北京 低 ， 主要 影响 因素 可能 是 性别 比例,loc term P loc VA PU JJ NN NN VV VC NN NN,,,,,,,,,0 3,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 性别比 例,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 性别比 例,loc term P loc VA PU JJ NN NN VV VC NN VV NN,( (IP (IP (NP (NP (NR 上海)) (NP (NN 人口自然增长率))) (VP (PP (P 比) (NP (NR 北京))) (VP (VA 低)))) (PU ，) (IP (NP (NP (ADJP (JJ 主要)) (NP (NN 影响))) (NP (NN 因素))) (VP (VV 可能) (VP (VC 是) (NP (NN 性别) (NN 比例)))))) )
12-B,上海人口自然增长率比北京低，主要影响因素可能是	文化教育,None,,0 3,1,,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 文化 教育,上海 人口 自然 增长率 比 北京 低 ， 主要 影响 因素 可能 是 文化 教育,loc term P loc VA PU JJ NN NN VV VC NN NN,,,,,,,,,0 3,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 文化 教育,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 文化 教育,loc term P loc VA PU JJ NN NN VV VC NN NN,( (IP (IP (NP (NP (NR 上海)) (NP (NN 人口自然增长率))) (VP (PP (P 比) (NP (NR 北京))) (VP (VA 低)))) (PU ，) (IP (NP (NP (ADJP (JJ 主要)) (NP (NN 影响))) (NP (NN 因素))) (VP (VV 可能) (VP (VC 是) (NP (NN 文化) (NN 教育)))))) )
